報告年度:2022,議題:廢棄物管理,,,,,,,
公司代號,公司名稱,有害廢棄物(公噸(t))-有害廢棄物(公噸(t)),非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t)),資料範圍-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證-取得驗證
2241,艾姆勒,35.705,55.783,91.488,母公司,0.0001,產品,
2243,宏旭-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2247,汎德永業,0,0,503.26,合併財報之母子公司,0.0114,百萬元營業額,
2248,華勝-KY,,,,,,,N/A
2250,IKKA-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2254,巨鎧精密-創,,,,,,,N/A
2258,鴻華先進-創,,,,,,,N/A
2301,光寶科,2575,4821,7396,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、光寶智能汽車(廣州)有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",0.177,百萬元營業額,ISO 14001
2302,麗正,1.02,35.693,36.713,母子公司,0.1177,產品,ISO 14001
2303,聯電,25146,20686,45832,母公司(含新加坡分公司),0.184,wafer-m2                                                                                                                                                                                                ,ISO 14001
2305,全友,0,1.8,1.8,母公司,0.0144,百萬元營業額,
2308,台達電,6390,47772,54162,全球據點,4.93,產值(單位：百萬美金)                                                                                                                                                                                    ,UL2799、ISO14001                                                                                                                                                                                        
2312,金寶,3872.31,15202.89,19075.2,合併財務報表之母子公司,0.11,百萬元營業額,
2313,華通,11668.3,3039.5,14707.8,111年度,1.24,百萬元營業額,
2314,台揚,8.18,60.7415,68.9215,111年2月至112年1月,0.0153,百萬元營業額,ISO 14001
2316,楠梓電,2046.69,1086.05,3132.74,僅母公司,0.0018,產品,
2317,鴻海,141950,676503,818453,包含合併財務報表母子公司,0.12,百萬元營業額,ISO 9001、ISO 14001、UL 2799                                                                                                                                                                            
2321,東訊,0,9.98,9.98,生活垃圾+一般事業廢棄物(包含政策性成品報廢數量),79,產品,
2323,中環,27.474,136.536,164.01,111/01/01~111/12/31,0.0482,百萬元營業額                                                                                                                                                                                            ,
2324,仁寶,1002.2,8321.5,9323.7,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置及Compalead Eletr&#244;nica do Brasil Ind&#250;stria e Com&#233;rcio,0.0087,百萬元營業額,UL2799：仁寶信息技術(昆山)                                                                                                                                                                              
2327,國巨*,5143.01,3954.34,9097.35,母公司,2.26,百萬營業額                                                                                                                                                                                              ,ISO 14001
2328,廣宇,0,8.6,8.6,母公司,0.0007,百萬元營業額,
2329,華泰,173.96,2317.4,2491.36,2022.01.01~2022.12.31,0.16,百萬元營業額,
2330,台積電,401215,342804,744019,台灣廠區及部分子公司,0.99,單位晶圓委外廢棄物處理量（公斤／十二吋晶圓當量- 光罩數）                                                                                                                                                ,UL2799                                                                                                                                                                                                  
2331,精英,0,104.79,104.79,"精英電腦臺灣總部大樓； 精英電腦臺灣總部大樓為辦公大樓，無生產製造場所，故廢棄物來源為一般生活廢棄物，無有害事業廢棄物。",0.1462,"104.79公噸/717人；精英總部大樓2022年人均生活廢棄物產生量為146.15公斤/人.年；精英總部大樓總垃圾量104.79公噸, 資源回收量19.27公噸                                                                         ",
2332,友訊,0,0,12.98,僅母公司大樓,0.03,員工人數                                                                                                                                                                                                ,
2337,旺宏,6954,4349,11303,旺宏總部、晶圓二廠、晶圓五廠、測試廠,0.26,百萬元營業額,
2338,光罩,73.05,40.53,113.58,僅母公司,無，無統計相關數據,,
2340,台亞,342.4,428.82,771.22,創新廠及力行廠,0.17,百萬元營業額,ISO 14001
2342,茂矽,275,217,492,僅母公司,0.0456,產品,
2344,華邦電,4608,4976,9584,母公司,無，本公司採取製程化學品減量、延長化學品使用週期與零配件更換時間等源頭改善方式，降低廢棄物產生量；再透過確實分類收集，提高廢棄物回收可行性，並訂定關鍵績效指標（KPI）廢棄物回收率。111年廢棄物回收率為90.1%，符合自訂目標值90%以上之回收率。,,ISO 14001
2345,智邦,6.2,1603.2,1609.4,母公司。,0.0208,百萬元營業額,
2347,聯強,0,200,200,僅母公司,0.0001,服務,ISO 14001
2348,海悅,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2349,錸德,0,0,179.85,僅母公司,無，無統計相關數據,,
2351,順德,1007.205,548.181,1555.386,母公司,0.0002,千元營業額                                                                                                                                                                                              ,ISO 14001
2352,佳世達,877.44,2648.7,3526.14,佳世達台灣/蘇州/越南廠區,0.84,百萬元營業額,ISO 14001
2353,宏碁,0,0,2164.67,包含合併財務報表之母子公司,0.0079,百萬元營業額,
2354,鴻準,1096.3,5359.8,6456.1,鴻準集團主要廠區,0.071,百萬元營業額,ISO9001；ISO14001                                                                                                                                                                                       
2355,敬鵬,0,0,44767.704,母公司+ 子公司 敬鵬(常熟)電子有限公司,0.0145,M2                                                                                                                                                                                                      ,ISO 14001
2356,英業達,835.25,26215.07,27050.32,"英業達股份有限公司Inventec Corporation (士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(TRDC/ITO)、 英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、 英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、 上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、 Inventec (Czech) S.R.O. (ICZ)、 IEC Technologies, S . de R. L. de C. V. (IMX)",5979.75,公噸/千億營業額                                                                                                                                                                                         ,ISO 14001
2357,華碩,0,0,448.814,華碩HQ,448.814,千元營業額                                                                                                                                                                                              ,ISO 14001
2359,所羅門,0,0,51.765,所羅門辦公大樓,無，只有生活廢棄物,,
2360,致茂,27.27,554.63,581.9,母公司及台灣地區分公司,0.0251,百萬元營業額,ISO 14001
2362,藍天,48.3,509,557.3,台北總部辦公室、主要製造廠：昆山廠,0.0296,百萬元營業額,
2363,矽統,0,0,47.683,廢棄物申報三聯單,無，無統計相關數據,,
2364,倫飛,0,13.6,13.6,僅本公司高雄廠資料,無，無統計相關數據,,ISO 14001
2365,昆盈,2.405,25.387,27.792,台北總公司及東莞廠,無，無統計相關數據,,ISO 14001
2367,燿華,8270,3138,11408,僅母公司,0.003,產品,
2368,金像電,0,0,67975,母子公司,2.0734,百萬元營業額,ISO 45001                                                                                                                                                                                               
2369,菱生,61.0258,882.123,943.1488,111年1月~12月,0.2543,產品,ISO 14001
2371,大同,8.38,3207.42,3215.8,僅母公司,3215.8,"16,792,440千元營業額                                                                                                                                                                                    ",ISO 14001
2373,震旦行,0,311.066,311.066,僅母公司,0.0001,千元營業額                                                                                                                                                                                              ,
2374,佳能,0.6,42,42.6,111年度,0.0081,百萬元營業額,ISO 14001
2375,凱美,0,0,93.4,子公司,無，無統計相關數據,,
2376,技嘉,141.5687,2073.2463,2214.815,技嘉科技營運總部、桃園南平廠、中國東莞廠和中國寧波廠。,0.0206,百萬元營業額,ISO 14064-1：2018 類別4 營運廢棄物                                                                                                                                                                      
2377,微星,168.574,5619.84,5788.414,5788.415,0.0321,百萬元營業額,ISO 14001
2379,瑞昱,11.5527,20.32,31.8727,包含瑞昱新竹營運總部,18.18,億元營業額                                                                                                                                                                                              ,
2380,虹光,24.2002,15.38,39.5802,母公司,0.0233,百萬元營業額,
2382,廣達,2525.288,100452.8769,102978.1649,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,無，無統計相關數據,,ISO 14001
2383,台光電,19148.04,10882.71,30030.75,合併財務報表之母子公司(不含美國子公司),0.0008,千元營業額                                                                                                                                                                                              ,
2385,群光,0,0,4066.27,群光電子(含海外各廠區，不含子公司),0.0564,百萬元營業額,ISO 14001
2387,精元,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2388,威盛,0,0,32.6,威盛台北總公司,0.0035,百萬元營業額,威盛台北總公司                                                                                                                                                                                          
2390,云辰,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2392,正崴,2047,6701,8748,母公司及主要生產基地之子公司,0.066,百萬元營業額,UL2799廢棄物零填埋認證                                                                                                                                                                                  
2393,億光,141.9,2265.12,2407.02,苗栗苑裡廠、苗栗銅鑼廠、蘇州吳江廠、廣東中山廠,無，無統計相關數據,,
2395,研華,242.05,1000.48,1242.53,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)、中國昆山廠區、日本廠區、韓國廠區、美國廠區及歐洲廠區,0.018,百萬元營業額,AA1000                                                                                                                                                                                                  
2397,友通,3.54,0,3.54,友通資訊之組織邊界設定以營運控制權為主，友通包括汐止遠雄總部、新店辦公室及桃園工廠。,無，無統計相關數據,,
2399,映泰,無，無生產製造無有害或事業廢棄物。,無，無生產製造無有害或事業廢棄物。,無，無生產製造無有害或事業廢棄物。,,無，一般生活廢棄物法令無規範需統計。,,
2401,凌陽,0,0,101.03,僅母公司,0.1507,百萬元營業額,ISO 14001
2402,毅嘉,125.21,39.79,165,母公司,0.0322,百萬元營業額,
2404,漢唐,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2405,輔信,0,0,0.058,母公司,無，無統計相關數據,,
2406,國碩,16.3,139.9,156.2,國碩二廠和國碩新豐廠,0.0002,千元營業額                                                                                                                                                                                              ,
2408,南亞科,17598,6383,23981,母公司,0.022,千顆晶粒                                                                                                                                                                                                ,ISO 14001
2409,友達,13397.11,62806.97,76204.08,友達全球營運據點,0.0016,產品,ISO9001及 ISO14001                                                                                                                                                                                      
2412,中華電,0,0,7133.0176,2022年ESG永續報告書,無，詳年報說明,,ISO 14001
2413,環科,4,10,14,母公司,0.0029,百萬元營業額,
2414,精技,0,2.1,2.1,僅母公司之文件(紙張)銷毀量,0.0095,億營業額                                                                                                                                                                                                ,
2415,錩新,2153.82,68.22,2222.04,母公司+錩新科技(越南)公司,2222.043,百萬元營業額,
2417,圓剛,0,13.07,13.07,母公司,無，詳年報說明,,
2419,仲琦,139.571,612.105,751.676,總部+海外據點(越南工廠),1.814,百萬元營業額,ISO9001/ISO14001                                                                                                                                                                                        
2420,新巨,1.99,23.99,25.98,五股廠、樹林廠、新豪廠,0.08,百萬元營業額,
2421,建準,43.444,67.24,110.684,高雄總部及工廠、昆山廣興電子有限公司、北海建準電子有限公司、北海立準電子有限公司、Sunon Electronics Philippines Corp,0.0079,百萬元營業額,ISO 14001
2423,固緯,0.66,28.36,29.02,母公司,無，無統計相關數據,,
2424,隴華,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2425,承啟,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2426,鼎元,384.4,182.2,566.6,僅母公司,0.257,百萬元營業額,ISO 14001
2427,三商電,0,0,76.546,桃園倉庫,0.1131,百萬元營業額,
2428,興勤,376.3509,218690.8063,219067.1572,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,0.0225,KPCS產品                                                                                                                                                                                                ,
2429,銘旺科,0,0,21.64,僅母公司,無，無統計相關數據,,
2430,燦坤,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2431,聯昌,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2432,倚天酷碁-創,0,0,1.27,僅申報公司,0,百萬元營業額,
2433,互盛電,0,0,78.2,僅母公司,0.0001,千元營業額                                                                                                                                                                                              ,
2434,統懋,0,12.05,12.05,母公司,0.2529,百萬元營業額,
2436,偉詮電,0,0,1.808,新竹廠區,0.0006,百萬元營業額,"111年12月底進行ISO14001第三方外部驗證,112年3月取得ISO14001證書                                                                                                                                          "
2438,翔耀,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2439,美律,0,0,472.0179,母公司與部分合併財務報表之子公司,0.0133,百萬元營業額,ISO 14001
2440,太空梭,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2441,超豐,322.8135,1707.0724,2029.8859,公義廠及頭份廠,0.1273,百萬元營業額,ISO 14001
2442,新美齊,0,0,2791,111年新美齊新建工程建案,無，詳年報說明,,
2444,兆勁,7,140,147,母公司,0.0003,百萬元營業額,ISO 14001
2449,京元電子,269.1,2753,3022.1,包含合併財務報表之母子公司,8.1,億元                                                                                                                                                                                                    ,ISO 14001
2450,神腦,0,27.11,27.11,新店總公司共10間辦公室,0.0779,公噸/人                                                                                                                                                                                                 ,
2451,創見,0,0,216.84,僅母公司,0.0179,百萬元營業額,
2453,凌群,0,0,33.37,母公司,0.0059,百萬元營業額,
2454,聯發科,0,0,218.55,僅母公司,0.0177,母公司員工人數                                                                                                                                                                                          ,
2455,全新,243.84,42.705,286.545,平鎮廠、平鎮二廠,286.545,產品,
2457,飛宏,0,0,51.8,台灣飛宏:林口總部+台南廠,0.0037,百萬元營業額,ISO 14001
2458,義隆,0,0,60.204,義隆電子(新竹、中和)、義晶、義碩、義傳,0.082,每年每人                                                                                                                                                                                                ,AA1000                                                                                                                                                                                                  
2459,敦吉,0,0,2.3,母公司及子公司敦吉檢測科技股份有限公司台北商辦大樓,無，無統計相關數據,,
2460,建通,無，詳年報說明,無，詳年報說明,無，詳年報說明,,無，詳年報說明,,
2461,光群雷,5.23,43.88,49.11,僅母公司,0.0279,百萬元營業額,
2462,良得電,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2464,盟立,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2465,麗臺,0.024,0.024,0.048,工廠,無，無統計相關數據,,
2466,冠西電,0,0,57.97,母公司宜蘭廠,0.0001,仟元營業額                                                                                                                                                                                              ,
2467,志聖,0,175.585,175.585,母公司,無，無統計相關數據,,
2468,華經,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2471,資通,0,0,0.034,主要來源為辦公室廢紙。,無，無統計相關數據,,
2472,立隆電,0,0,405.4,立隆、立隆惠州、立隆蘇州,無，無統計相關數據,,
2474,可成,60.71,11587.54,11648.25,僅母公司台南廠區,1.5741,百萬元營業額,ISO 14001
2476,鉅祥,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2477,美隆電,0.2,24.085,24.285,111/01/01~111/12/31 母公司,0.0075,千元營業額                                                                                                                                                                                              ,ISO 14001
2478,大毅,1670.9492,190.45,1861.3992,母公司,0.371,百萬元營業額,ISO 14001
2480,敦陽科,0,3.98,3.98,新竹總公司,0.0006,百萬元營業額,
2481,強茂,81.019,250.0075,331.0265,岡山廠,0.0374,百萬元營業額,ISO 14001
2482,連宇,0,1.273,1.273,母公司,無，無統計相關數據,,ISO 14001
2483,百容,12.3,90,102.3,僅母公司,無，無統計相關數據,,
2484,希華,80.21,38.3,118.51,母公司,0.04,百萬元營業額,
2485,兆赫,37.342,70.1967,107.5387,僅母公司,0,千元營業額                                                                                                                                                                                              ,ISO 9001、ISO 14001                                                                                                                                                                                     
2486,一詮,390.2445,81.2091,471.4536,母公司,0.0002,千元營業額                                                                                                                                                                                              ,ISO 14001
2488,漢平,0.67,11.83,12.5,2022年委託公民營處理許可機構清除處理數量與回收業者處理之數量。,0.0041,百萬元營業額,
2489,瑞軒,40.44,3643.9,3684.34,包含合併財務報表之母子公司,0.23,百萬元營業額,
2491,吉祥全,0,22.9,22.9,母子公司,無，無統計相關數據,,
2492,華新科,3559,6761,10320,母公司及主要生產基地之子公司(東莞/蘇州/廣州),0.0135,產品,ISO 14001
2493,揚博,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2495,普安,0.49,0,0.49,僅母公司,無，無統計相關數據,,
2496,卓越,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2497,怡利電,0,0,44,有害+非有害,無，0.00002025/千元營業額,,ISO 14001
2498,宏達電,9.772,455.044,464.816,範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇,0.105,百萬元營業額,ISO 14001
2501,國建,0,0,9343,CSR,583.94,工地數量                                                                                                                                                                                                ,
2504,國產,0,18446,18446,國產公司所有廠區,無，無統計相關數據,,
2505,國揚,無，請參考報告書廢棄物處理一節P.44,無，請參考報告書廢棄物處理一節P.44,無，請參考報告書廢棄物處理一節P.44,,無，請參考報告書廢棄物處理一節P.44,,
2506,太設,0,0,3659,僅執行中工地,無，無統計相關數據,,
2509,全坤建,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2511,太子,無，太子廢棄物來源主要來自工地並分為營建廢棄物與一般廢棄物，111年無新增施工工地，無工地廢棄物。,無，太子廢棄物來源主要來自工地並分為營建廢棄物與一般廢棄物，111年無新增施工工地，無工地廢棄物。,無，太子廢棄物來源主要來自工地並分為營建廢棄物與一般廢棄物，111年無新增施工工地，無工地廢棄物。,,無，無統計相關數據,,
2514,龍邦,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2515,中工,8.005,34943.45,34951.455,母公司,2.5175,百萬元營業額,
2516,新建,0,14668.52,14668.52,工地,2.14,百萬元營業額,
2520,冠德,0,0,54.72,公司的生活垃圾,0.0025,百萬元營業額,
2524,京城,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2527,宏璟,0,273269.33,273269.33,包含合併財務報表之母子公司,無，無統計相關數據,,
2528,皇普,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2530,華建,0,0,4050,合併財務報表之母子公司,0.09,樓地板面積(平方公尺)                                                                                                                                                                                    ,
2534,宏盛,0,2754,2754,在建工程（北投石牌、汐止智興、新店心中央）,無，無統計相關數據,,
2535,達欣工,0,0,13.41,母公司營運總部,0.001,百萬元營業額,ISO 9001
2536,宏普,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2537,聯上發,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2538,基泰,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2539,櫻花建,0,1668.3,1668.3,母公司,無，無統計相關數據,,
2540,愛山林,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2542,興富發,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2543,皇昌,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2545,皇翔,無，尚未啟動,無，尚未啟動,無，尚未啟動,,無，尚未啟動,,
2546,根基,0,16108,16108,總公司及工程專案,1.134,百萬元營業額,
2547,日勝生,0,0,4673.229,日勝生/日鼎水務/萬達通,0.0494,日勝生：噸/人                                                                                                                                                                                           ,ISO 14001
2548,華固,0,0,1.92,僅母公司辦公室,0.0001,百萬元營業額,
2597,潤弘,0,168.654,168.654,宜蘭冬山廠,無，無統計相關數據,,
2601,益航,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,600.01,海運廢棄物總量                                                                                                                                                                                          ,
2603,長榮,0,0,313.5,海上船舶及陸上營運據點,無，N/A,,
2605,新興,0,0,1.389,統計船隊產出之廢棄物，包含塑膠類(一般廢棄物)、食物廢棄物(廚房廢油)及有害廢棄物(汙油水/Sludge),無，無統計相關數據,,
2606,裕民,0,0,0.38,船上食物廢棄物、紙、玻璃、金屬、塑膠及食用油,0,千元營業額                                                                                                                                                                                              ,DNV VeriSustain 中度保證等級                                                                                                                                                                            
2607,榮運,無，詳年報說明,無，詳年報說明,無，詳年報說明,,無，無,,
2608,嘉里大榮,0,0,1576.572,嘉里大榮物流組織全部(僅母公司),0.16,百萬元營業額,
2609,陽明,0,0,306.94,辦公室、基隆(陽明)貨櫃場及營運船舶,0,仟元個體營業收入                                                                                                                                                                                        ,ISO 14001
2610,華航,0,0,2346,以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,0.0156,百萬元營業額,ISO 14001
2611,志信,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2612,中航,0,0,124,合併財務報表之母子公司之一般廢棄物,0.0281,百萬元營業額,
2613,中櫃,0,0,779.88,本公司內部統計資料,無，無統計相關數據,,ISO 14001
2614,東森,0,0,4490.55,僅母公司,3.0362,百萬元營業額,
2615,萬海,0,0,1868.22,台中、高雄碼頭和台灣辦公室,0.007,百萬元營業額,GHG Protocol and ISO 14064-1:2018                                                                                                                                                                       
2616,山隆,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2617,台航,0,0,6.24,含母子公司,無，無統計相關數據,,
2618,長榮航,0,0,182.03,僅母公司,0.0006,每人每日廢棄物產出量(以24小時計算)                                                                                                                                                                      ,ISO 14001
2630,亞航,0,0,118.41,"本公司廠區(松山、台中、台南 (含歸仁)、屏東)所產生之廢棄物量。",0.0291,百萬營業額                                                                                                                                                                                              ,
2633,台灣高鐵,0,0,6306.73,12處車站及5個基地,無，無統計相關數據,,
2634,漢翔,429.2961,1898.083,2327.3791,母公司,0.077,百萬元營業額,ISO 14001
2636,台驊控股,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2637,慧洋-KY,0,0,2357,包含合併財務報表之母子公司,0.09,百萬元營業額,
2642,宅配通,0,0,416.4327,台灣宅配通股份有限公司,無，無統計相關數據,,
2645,長榮航太,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2646,星宇航空,,,,,,,N/A
2701,萬企,0,0,240,以萬華企業為主體,1.06,百萬元營業額,
2702,華園,0,0,13.5,僅為母公司,21990,千元營業額                                                                                                                                                                                              ,
2704,國賓,0,178.0432,178.0432,2022/1/1~2022/12/31以國賓大飯店為主體，包含台北、新竹、高雄三館,0.0001,千元營業額                                                                                                                                                                                              ,
2705,六福,0,0,901.7523,母公司之主要營運地，包含總公司及南港分公司,0.0005,千元營業額                                                                                                                                                                                              ,
2706,第一店,0,10.2,10.2,臺北市中山區的第一大飯店,0.0351,百萬元營業額,
2707,晶華,0,0,1520.77,台北晶華,0.5024,百萬元營業額,
2712,遠雄來,0,0,205,母公司,0.3846,百萬元營業額,
2722,夏都,0,204.07,204.07,母公司,無，無統計相關數據,,
2723,美食-KY,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2727,王品,0,0,5311.8,含王品、王莆(子公司)、群品(子公司)(每餐227g*人次*12個月),14.91,含王品、王莆(子公司)、群品(子公司)事業廢棄物量(公克)/實質連鎖營業額(元)                                                                                                                                 ,各店廢油採用環保署合格廠商。                                                                                                                                                                            
2731,雄獅,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2739,寒舍,0,0,2256.62,母公司,0.0007,仟元營業額                                                                                                                                                                                              ,
2748,雲品,0,0,340.57,母公司,0.1642,百萬元營業額,
2753,八方雲集,0,2163.46,2163.46,母公司淡水廠、西螺廠、高雄廠,0.4,百萬元營業額,
2762,世界健身-KY,,,,,,,N/A
2801,彰銀,0,0,102.46,總行(臺北大樓),0.003,百萬元營業額,ISO 14001
2812,台中銀,0,0,60.1,民權大樓,無，無統計相關數據,,
2816,旺旺保,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2820,華票,0,0,0.065,總公司與5家分公司,無，無統計相關數據,,
2832,台產,無，無統計相關數據,無，無統計相關數據,無，無統計相關數據,,無，無統計相關數據,,
2834,臺企銀,0,0,19.15,總行大樓,0.03,總行大樓740人                                                                                                                                                                                           ,ISO 14001
2836,高雄銀,0,0,35.57,母公司,0.01,百萬元營業額,
2838,聯邦銀,0,0,155.949,全行,0.0117,百萬元營業額,
2845,遠東銀,0,165.95,165.95,母公司國內據點+一家子公司(遠銀資產),0.0649,人                                                                                                                                                                                                      ,
2849,安泰銀,0,0,46.0733,僅母公司共53個據點之資訊設備及廢紙銷毀。,無，無統計相關數據,,
2850,新產,0,0,41.25,總部大樓,0.0062,服務,
2851,中再保,0,0,7.682,母公司,0.0004,百萬元營業額,
2852,第一保,0,0,74.79,全公司,無，無統計相關數據,,
2855,統一證,0,0,43.1107,總部大樓,62.54,人均垃圾量                                                                                                                                                                                              ,ISO 14001
2867,三商壽,0,0,14.97,全公司,無，無統計相關數據,,
2880,華南金,0,0,194.93,華南金控及華南銀行總行大樓,0.004,百萬元營業額,ISO 14001
2881,富邦金,0,0,902,包含富邦金控及子公司富邦人壽、台北富邦銀行、富邦產險、富邦證券、日盛銀行(2023/4併入北富銀)、日盛證券(2023/4併入富邦證券)、富邦期貨、富邦育樂、富邦運動場館、富邦投信、富邦投顧、北富銀創投。,0.023,員工人數                                                                                                                                                                                                ,
2882,國泰金,0,0,1187.54,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,26.04,總員工數(公斤/每人)                                                                                                                                                                                     ,ISO 14001
2883,凱基金,0,0,672.63,開發金控所有據點及中國人壽北京代表處，未涵蓋包含中國人壽國內所有通訊處及海外子公司所有據點,無，無統計相關數據,,ISO 14001
2884,玉山金,0,692.214,692.214,100%持有合併財務報表之母子公司，其中95%國內據點有實際盤查，另外5%海外據點為推估值,0.0089,百萬元營業額,ISO 14001、ISO 14064                                                                                                                                                                                    
2885,元大金,0,0,651.7,合併財務報表之母子公司(全台灣營業據點),57.91,人均                                                                                                                                                                                                    ,ISO14064-1                                                                                                                                                                                              
2886,兆豐金,0,0,314.532,包含合併財務報表母子公司之國內所有據點,0.0363,國內員工人數                                                                                                                                                                                            ,ISAE 3000                                                                                                                                                                                               
2887,台新新光金,0,0,795.71,歷年台新金控的廢棄物總重量依內湖、金控及建北大樓的廢棄物總量為計算基礎，再依三棟大數佔全金控的員工數比例推估。,0.012,百萬元營業額,永續報告書資訊委由BSI查證，取得GRI Standards準則-核心選項與AA1000AS v3第二類型中度保證等級查證                                                                                                          
2889,國票金,0,0,56.402,"涵蓋包含合併財務報表之母子公司，包括國票金融控股公司、國際票券金融股份有限公司、國票綜合證券股份有限公司、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding Co., Ltd.，共計48個據點。",0.01,佰萬元淨收益                                                                                                                                                                                            ,ISO 14001
2890,永豐金,0,579.77,579.77,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,0.0667,每人                                                                                                                                                                                                    ,AA1000 ASv3第二類型高度保證等級                                                                                                                                                                         
2891,中信金,0,0,1317,中信銀行全據點及各子公司之總部,0.098,人                                                                                                                                                                                                      ,ISO14064-1:2018                                                                                                                                                                                         
