"報告年度:2021","議題:董事會"
"公司代號","公司名稱","董事席次(含獨立董事)(席)-董事席次(含獨立董事)(席)","獨立董事席次(席)-獨立董事席次(席)","女性董事席次及比率-席","女性董事席次及比率-比率","董事出席董事會出席率-董事出席董事會出席率","董事進修時數符合進修要點比率-董事進修時數符合進修要點比率"
"=""6283""","淳安","9","3","4","44.44%","92.59%","100.00%"
"=""6285""","啟碁","9","4","1","11.11%","96.30%","100.00%"
"=""6405""","悅城","7","3","0","0.00%","98.00%","100.00%"
"=""6409""","旭隼","8","4","3","37.50%","87.50%","100.00%"
"=""6412""","群電","7","3","2","29.00%","97.00%","100.00%"
"=""6414""","樺漢","7","3","1","14.28%","100.00%","100.00%"
"=""6415""","矽力*-KY","7","3","0","0.00%","91.00%","100.00%"
"=""6416""","瑞祺電通","7","3","1","14.00%","100.00%","100.00%"
"=""6426""","統新","7","3","1","14.29%","95.24%","100.00%"
"=""6431""","光麗-KY","10","3","1","10.00%","100.00%","100.00%"
"=""6438""","迅得","7","3","0","0.00%","100.00%","100.00%"
"=""6442""","光聖","7","3","2","28.57%","100.00%","100.00%"
"=""6443""","元晶","8","3","0","0.00%","96.36%","100.00%"
"=""6446""","藥華藥","11","3","2","18.18%","94.70%","100.00%"
"=""6449""","鈺邦","7","3","0","0.00%","96.00%","57.00%"
"=""6451""","訊芯-KY","7","3","0","0.00%","91.07%","71.43%"
"=""6456""","GIS-KY","7","3","0","0.00%","97.00%","100.00%"
"=""6464""","台數科","15","3","2","13.33%","66.67%","100.00%"
"=""6472""","保瑞","7","3","0","0.00%","95.24%","100.00%"
"=""6477""","安集","9","3","1","11.00%","98.00%","100.00%"
"=""6491""","晶碩","9","3","1","11.11%","94.00%","100.00%"
"=""6504""","南六","9","3","1","11.11%","94.00%","100.00%"
"=""6505""","台塑化","15","3","1","6.70%","94.00%","100.00%"
"=""6515""","穎崴","9","4","0","0.00%","97.44%","100.00%"
"=""6525""","捷敏-KY","9","4","3","33.33%","96.30%","100.00%"
"=""6526""","達發","","","","","",""
"=""6531""","愛普*","6","3","1","17.00%","96.00%","83.00%"
"=""6533""","晶心科","7","3","0","0.00%","100.00%","100.00%"
"=""6534""","正瀚-創","","","","","",""
"=""6541""","泰福-KY","9","3","1","11.11%","95.23%","100.00%"
"=""6550""","北極星藥業-KY","7","3","0","0.00%","93.33%","85.71%"
"=""6552""","易華電","7","3","0","0.00%","98.63%","100.00%"
"=""6558""","興能高","8","2","3","37.50%","92.86%","100.00%"
"=""6573""","虹揚-KY","9","4","4","44.00%","94.00%","100.00%"
"=""6579""","研揚","11","3","0","0.00%","97.00%","100.00%"
"=""6581""","鋼聯","11","3","1","9.09%","90.91%","90.91%"
"=""6582""","申豐","7","3","1","14.00%","100.00%","100.00%"
"=""6585""","鼎基","7","3","0","0.00%","91.00%","100.00%"
"=""6589""","台康生技","10","3","2","20.00%","98.00%","100.00%"
"=""6591""","動力-KY","7","3","0","0.00%","100.00%","100.00%"
"=""6592""","和潤企業","9","3","0","0.00%","97.78%","100.00%"
"=""6598""","ABC-KY","6","3","0","0.00%","100.00%","100.00%"
"=""6605""","帝寶","7","1","2","28.57%","97.92%","71.43%"
"=""6614""","資拓宏宇","","","","","",""
"=""6625""","必應","7","3","0","0.00%","91.67%","100.00%"
"=""6641""","基士德-KY","7","3","1","14.30%","100.00%","100.00%"
"=""6645""","金萬林-創","","","","","",""
"=""6655""","科定","7","3","1","14.28%","98.70%","100.00%"
"=""6658""","聯策","","","","","",""
"=""6666""","羅麗芬-KY","8","4","3","37.50%","97.92%","100.00%"
"=""6668""","中揚光","7","3","0","0.00%","100.00%","100.00%"
"=""6669""","緯穎","9","4","2","22.22%","100.00%","100.00%"
"=""6670""","復盛應用","8","3","0","0.00%","97.01%","100.00%"
"=""6671""","三能-KY","9","3","1","11.11%","96.30%","100.00%"
"=""6672""","騰輝電子-KY","7","3","0","0.00%","96.40%","100.00%"
"=""6674""","鋐寶科技","7","3","1","14.29%","88.57%","42.86%"
"=""6691""","洋基工程","7","3","0","0.00%","88.04%","100.00%"
"=""6698""","旭暉應材","9","4","4","44.00%","96.00%","100.00%"
"=""6706""","惠特","9","3","1","11.11%","98.61%","100.00%"
"=""6715""","嘉基","7","3","1","14.28%","100.00%","100.00%"
"=""6719""","力智","9","3","0","0.00%","98.77%","100.00%"
"=""6722""","輝創","","","","","",""
"=""6742""","澤米","","","","","",""
"=""6743""","安普新","9","3","1","11.11%","97.53%","100.00%"
"=""6754""","匯僑設計","7","3","2","28.57%","100.00%","100.00%"
"=""6756""","威鋒電子","9","3","1","11.11%","100.00%","100.00%"
"=""6757""","台灣虎航","","","","","",""
"=""6768""","志強-KY","7","3","0","0.00%","100.00%","100.00%"
"=""6770""","力積電","9","5","0","0.00%","98.86%","100.00%"
"=""6771""","平和環保-創","","","","","",""
"=""6776""","展碁國際","7","4","1","14.29%","97.14%","100.00%"
"=""6781""","AES-KY","7","3","1","0.14%","100.00%","100.00%"
"=""6789""","采鈺","6","3","3","50.00%","97.00%","16.00%"
"=""6790""","永豐實","7","3","2","28.60%","100.00%","100.00%"
"=""6792""","詠業","7","3","0","0.00%","100.00%","100.00%"
"=""6794""","向榮生技","","","","","",""
"=""6796""","晉弘","7","3","1","14.28%","98.33%","100.00%"
"=""6799""","來頡","7","3","0","0.00%","96.43%","71.43%"
"=""6805""","富世達","","","","","",""
"=""6806""","森崴能源","7","3","1","14.29%","94.64%","0.00%"
"=""6807""","峰源-KY","9","4","0","0.00%","100.00%","100.00%"
"=""6831""","邁科","","","","","",""
"=""6838""","台新藥","","","","","",""
"=""6862""","三集瑞-KY","","","","","",""
"=""6885""","全福生技","","","","","",""
"=""6887""","寶綠特-KY","","","","","",""
"=""6890""","來億-KY","","","","","",""
"=""6901""","鑽石投資","","","","","",""
"=""6902""","GOGOLOOK","","","","","",""
"=""6906""","現觀科","","","","","",""
"=""6908""","宏碁遊戲-創","","","","","",""
"=""6909""","創控","","","","","",""
"=""6914""","阜爾運通","","","","","",""
"=""6916""","華凌","","","","","",""
"=""6918""","愛派司","","","","","",""
"=""6919""","康霈*","","","","","",""
"=""6921""","嘉雨思-創","","","","","",""
"=""6923""","中台","","","","","",""
"=""6924""","榮惠-KY創","","","","","",""
"=""6928""","攸泰科技","","","","","",""
"=""6931""","青松健康","","","","","",""
"=""6933""","AMAX-KY","","","","","",""
"=""6934""","心誠鎂","","","","","",""
"=""6936""","永鴻生技","","","","","",""
"=""6937""","天虹","","","","","",""
"=""6944""","兆聯實業","","","","","",""
"=""6949""","沛爾生醫-創","","","","","",""
"=""6951""","青新-創","","","","","",""
"=""6952""","大武山","","","","","",""
"=""6955""","邦睿生技-創","","","","","",""
"=""6957""","裕慶-KY","","","","","",""
"=""6958""","日盛台駿","","","","","",""
"=""6962""","奕力-KY","","","","","",""
"=""6965""","中傑-KY","","","","","",""
"=""6969""","成信實業*-創","","","","","",""
"=""6988""","威力暘-創","","","","","",""
"=""6994""","富威電力","","","","","",""
"=""7610""","聯友金屬-創","","","","","",""
"=""7631""","聚賢研發-創","","","","","",""
"=""7705""","三商餐飲","","","","","",""
"=""7711""","永擎","","","","","",""
"=""7721""","微程式","","","","","",""
"=""7722""","LINEPAY","","","","","",""
"=""7730""","暉盛-創","","","","","",""
"=""7732""","金興精密","","","","","",""
"=""7736""","虎山","","","","","",""
"=""7740""","熙特爾-創","","","","","",""
"=""7749""","意騰-KY","","","","","",""
"=""7750""","新代","","","","","",""
"=""7765""","中華資安","","","","","",""
"=""7769""","鴻勁","","","","","",""
"=""7780""","大研生醫*","","","","","",""
"=""7786""","東方風能","","","","","",""
"=""7788""","松川精密","","","","","",""
"=""7791""","皇家可口","","","","","",""
"=""7795""","長廣","","","","","",""
"=""7799""","禾榮科","","","","","",""
"=""7822""","倍利科","","","","","",""
"=""7823""","奧義賽博-KY創","","","","","",""
"=""8011""","台通","7","3","3","42.86%","93.65%","70.00%"
"=""8016""","矽創","9","4","1","11.11%","100.00%","100.00%"
"=""8021""","尖點","7","3","2","28.57%","98.00%","100.00%"
"=""8028""","昇陽半導體","9","3","1","11.11%","93.39%","100.00%"
"=""8033""","雷虎","7","2","2","28.58%","87.15%","100.00%"
"=""8039""","台虹","9","3","0","0.00%","97.06%","100.00%"
"=""8045""","達運光電","","","","","",""
"=""8046""","南電","9","3","0","0.00%","100.00%","100.00%"
"=""8070""","長華*","9","3","0","0.00%","96.67%","100.00%"
"=""8072""","陞泰","7","4","2","28.60%","100.00%","100.00%"
"=""8081""","致新","7","3","3","42.86%","88.10%","14.29%"
"=""8101""","華冠","9","3","0","0.00%","83.33%","100.00%"
"=""8103""","瀚荃","7","3","1","14.29%","95.71%","100.00%"
"=""8104""","錸寶","9","3","3","33.00%","98.15%","100.00%"
"=""8105""","凌巨","7","3","0","0.00%","89.80%","100.00%"
"=""8110""","華東","9","3","0","0.00%","86.00%","89.00%"
"=""8112""","至上","7","3","1","14.29%","85.71%","100.00%"
"=""8114""","振樺電","9","3","2","22.22%","98.15%","100.00%"
"=""8131""","福懋科","11","3","1","9.09%","86.36%","100.00%"
"=""8150""","南茂","9","5","3","33.33%","94.44%","100.00%"
"=""8162""","微矽電子-創","","","","","",""
"=""8163""","達方","9","4","1","11.11%","98.00%","100.00%"
"=""8201""","無敵","7","3","0","0.00%","100.00%","100.00%"
"=""8210""","勤誠","5","4","3","33.33%","98.76%","100.00%"
"=""8213""","志超","15","3","5","33.33%","95.90%","33.33%"
"=""8215""","明基材","8","3","0","0.00%","100.00%","100.00%"
"=""8222""","寶一","7","3","2","28.57%","100.00%","100.00%"
"=""8249""","菱光","7","3","1","14.29%","92.37%","100.00%"
"=""8261""","富鼎","7","3","1","14.28%","97.62%","100.00%"
"=""8271""","宇瞻","9","3","1","11.11%","95.00%","100.00%"
"=""8341""","日友","7","3","0","0.00%","100.00%","100.00%"
"=""8367""","建新國際","11","3","1","9.09%","92.56%","100.00%"
"=""8374""","羅昇","9","3","2","22.22%","100.00%","100.00%"
"=""8404""","百和興業-KY","8","3","0","0.00%","98.57%","100.00%"
"=""8411""","福貞-KY","7","3","2","28.57%","95.92%","100.00%"
"=""8422""","可寧衛*","6","3","0","0.00%","100.00%","100.00%"
"=""8429""","金麗-KY","7","3","0","0.00%","83.00%","100.00%"
"=""8438""","昶昕","9","3","2","22.22%","100.00%","100.00%"
"=""8442""","威宏-KY","9","3","0","0.00%","94.00%","100.00%"
"=""8443""","阿瘦","7","3","1","14.29%","96.43%","100.00%"
"=""8454""","富邦媒","9","3","1","11.11%","100.00%","100.00%"
"=""8462""","柏文","7","3","2","28.57%","95.60%","100.00%"
"=""8463""","潤泰材","9","3","1","11.11%","90.28%","100.00%"
"=""8464""","億豐","9","3","0","0.00%","98.60%","100.00%"
"=""8466""","美吉吉-KY","8","2","0","0.00%","94.44%","100.00%"
"=""8467""","波力-KY","7","3","2","28.57%","95.24%","86.00%"
"=""8473""","山林水","9","3","1","11.00%","84.00%","100.00%"
"=""8476""","台境*","7","3","1","14.29%","88.31%","100.00%"
"=""8478""","東哥遊艇","6","3","0","0.00%","100.00%","100.00%"
"=""8481""","政伸","11","3","1","9.00%","100.00%","100.00%"
"=""8482""","商億-KY","4","3","1","14.00%","98.00%","100.00%"
"=""8487""","愛爾達-創","","","","","",""
"=""8488""","吉源-KY","9","3","1","11.11%","100.00%","100.00%"
"=""8499""","鼎炫-KY","7","3","3","42.86%","100.00%","100.00%"
"=""8926""","台汽電","13","3","1","8.00%","95.73%","100.00%"
"=""8940""","新天地","7","3","2","28.57%","100.00%","100.00%"
"=""8996""","高力","9","3","0","0.00%","100.00%","100.00%"
"=""9103""","美德醫療-DR","","","","","",""
"=""910322""","康師傅-DR","","","","","",""
"=""9105""","泰金寶-DR","","","","","",""
"=""910861""","神州-DR","","","","","",""
"=""9110""","越南控-DR","","","","","",""
"=""911608""","明輝-DR","","","","","",""
"=""911622""","泰聚亨-DR","","","","","",""
"=""911868""","同方友友-DR","","","","","",""
"=""912000""","晨訊科-DR","","","","","",""
"=""9136""","巨騰-DR","","","","","",""
"=""9802""","鈺齊-KY","8","5","1","12.50%","100.00%","100.00%"
"=""9902""","台火","7","3","0","0.00%","100.00%","100.00%"
"=""9904""","寶成","9","3","2","22.00%","100.00%","100.00%"
"=""9905""","大華","10","3","2","20.00%","93.33%","50.00%"
"=""9906""","欣巴巴","6","2","4","66.67%","94.87%","100.00%"
"=""9907""","統一實","10","3","1","10.00%","100.00%","100.00%"
"=""9908""","大台北","15","3","2","13.30%","93.30%","86.60%"
"=""9910""","豐泰","13","4","1","7.69%","100.00%","100.00%"
"=""9911""","櫻花","9","3","0","0.00%","97.00%","100.00%"
"=""9912""","偉聯","7","3","2","28.57%","100.00%","100.00%"
"=""9914""","美利達","13","4","3","23.00%","98.00%","100.00%"
"=""9917""","中保科","11","3","1","9.09%","97.27%","100.00%"
"=""9918""","欣天然","24","5","3","12.50%","88.37%","79.17%"
"=""9919""","康那香","9","3","3","33.33%","98.84%","100.00%"
"=""9921""","巨大","11","3","1","9.09%","98.70%","100.00%"
"=""9924""","福興","10","3","1","10.00%","96.00%","100.00%"
"=""9925""","新保","9","4","0","0.00%","86.87%","66.67%"
"=""9926""","新海","15","3","2","13.33%","79.38%","46.67%"
"=""9927""","泰銘","9","3","0","0.00%","96.00%","55.56%"
"=""9928""","中視","9","3","2","22.22%","95.24%","77.78%"
"=""9929""","秋雨","6","2","0","0.00%","97.40%","14.30%"
"=""9930""","中聯資源","15","3","0","0.00%","89.00%","100.00%"
"=""9931""","欣高","9","3","2","22.00%","100.00%","70.00%"
"=""9933""","中鼎","12","4","1","8.33%","94.05%","100.00%"
"=""9934""","成霖","6","3","1","16.67%","96.30%","83.33%"
"=""9935""","慶豐富","7","3","0","0.00%","98.57%","42.86%"
"=""9937""","全國","9","3","2","22.22%","96.67%","100.00%"
"=""9938""","百和","8","3","2","25.00%","100.00%","100.00%"
"=""9939""","宏全","9","3","1","11.00%","98.00%","66.70%"
"=""9940""","信義","7","4","1","14.29%","96.00%","100.00%"
"=""9941""","裕融","11","4","1","9.09%","93.50%","100.00%"
"=""9942""","茂順","9","3","3","33.33%","90.48%","100.00%"
"=""9943""","好樂迪","7","2","2","28.57%","96.43%","71.43%"
"=""9944""","新麗","7","3","4","57.00%","100.00%","100.00%"
"=""9945""","潤泰新","9","3","3","33.33%","87.18%","100.00%"
"=""9946""","三發地產","7","3","0","0.00%","100.00%","100.00%"
"=""9955""","佳龍","7","3","0","0.00%","92.86%","100.00%"
"=""9958""","世紀鋼","9","3","1","0.11%","100.00%","100.00%"
