"報告年度:2023","議題:水資源管理"
"公司代號","公司名稱","用水量(公噸(t))-用水量(公噸(t))","資料範圍-資料範圍","用水密集度-用水密集度","用水密集度-單位","驗證標準-取得驗證"
"=""2886""","兆豐金","194,491.0000","全臺營運據點","21.4200","公噸/人","ISAE3000"
"=""2887""","台新金","139,872.3025","以銀行為計算基礎，依員工數佔比推估全金控含子公司，包含台新金控、台新銀行、台新證券、台新資產管理、台新投信、台新創投、台新投顧、台新人壽之正職及非正職員工人數","2.0005","公噸/百萬元營業額","N/A"
"=""2889""","國票金","25,763.0000","設定涵蓋國票金融控股(股)公司、國際票券金融股份有限公司(9個據點)、國票綜合證券股份有限公司(26個據點)、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司(7個據點)、IBF Financial Holding Co., Ltd.，共計48個據點。另因樂天網銀不在國票金控合併財報內，為符合金管會要求，故將樂天網銀移出組織邊界外，但將樂天網銀排放量依投資比例(49%)納入國票金間接排放中。","3.6315","公噸/百萬元營業額","N/A"
"=""2890""","永豐金","174,609.0000"," 金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資)之國內外所有營運據點納入統計範疇(與合併財報數據邊界一致)","16.8800","公噸/總人數","AA1000 ASv3第二類型高度保證等級"
"=""2891""","中信金","449,008.0000","中信金控、中信銀行、台灣彩券、台灣人壽(含子公司中信產險)、中信證券、中信資融，及以下子公司總部：中信保全、中信資產管理、中信創投、中信投信。","20.5300","立方米/人","ISO14064-1"
"=""2892""","第一金","23,652.0000","第一銀行、第一金證券、第一金投信、第一金人壽及第一金AMC之國內全數分支機構及第一銀行海外營運據點。","0.3500","公噸/百萬元營業額","ISO 46001"
"=""2897""","王道銀行","19,570.0000","全球營運據點","2.8500","公噸/百萬元營業額","ISO 14001"
"=""2901""","欣欣","56,802.0000","112年","717,361.0000","公噸/百萬元營業額","N/A"
"=""2903""","遠百","2,248,958.0000","全省分公司據點","0.0370","公噸/百萬元營業額","N/A"
"=""2904""","匯僑","14,550.0000","臺中港⻄⼆及⻄五槽區","N/A","N/A","N/A"
"=""2905""","三商","1,616.0000","母公司","0.0100","公噸/百萬元營業額","N/A"
"=""2906""","高林","N/A","N/A","N/A","N/A","N/A"
"=""2908""","特力","14,684.0000","特力股份有限公司","N/A","N/A","N/A"
"=""2910""","統領","N/A","N/A","N/A","N/A","N/A"
"=""2911""","麗嬰房","N/A","N/A","N/A","N/A","N/A"
"=""2912""","統一超","3,272,705.0400","實際統計包含總部大樓及4421家門市及24家商場、推估值包含9處區辦公室及2438家門市。","433.9300","門市數","中華民國確信準則3000號"
"=""2913""","農林","N/A","N/A","N/A","N/A","N/A"
"=""2915""","潤泰全","14,040.7000","母公司","5.2400","公噸/百萬元營業額","N/A"
"=""2923""","鼎固-KY","808,170.0000","包含母子公司主要項目據點、上海打浦橋日月光中心、上海嘉定日月光中心、上海嘉定日月光辦公樓、上海御華山以及重慶日月光中心。 ","68.8800","公噸/百萬元營業額","N/A"
"=""2929""","淘帝-KY","N/A","N/A","N/A","N/A","N/A"
"=""2939""","凱羿-KY","N/A","N/A","N/A","N/A","N/A"
"=""2945""","三商家購","121,350.0000","全門市809家用水量","N/A","N/A","N/A"
"=""3002""","歐格","890.0000","母公司","2.2111","公噸/百萬元營業額","N/A"
"=""3003""","健和興","58,157.0000","母公司","21.4214","公噸/百萬元營業額","N/A"
"=""3004""","豐達科","130,571.0000","僅母公司(豐達科技股份有限公司一、二、三、四廠)","47.7900","公噸/百萬元營業額","N/A"
"=""3005""","神基","583,760.2000","資料範圍涵蓋神基投控暨合併財務報表之八家重要子公司，覆蓋率達合併營收之91.2%","16.7783","百萬公升/ 百萬美元","AA1000 Type2中度保證"
"=""3006""","晶豪科","20,894.0000","新竹科學園區辦公室","37.6468","其他","N/A"
"=""3008""","大立光","941,228.0000","精密機械園區之廠區(LP5、6、7)","23.8725","公噸/百萬元營業額","N/A"
"=""3010""","華立","6,780.0000","母公司華立及子公司全順、國軒 ","0.0017","百萬公升/仟萬元營業額","N/A"
"=""3011""","今皓","N/A","N/A","N/A","N/A","N/A"
"=""3013""","晟銘電","348,320.0000","合併財務報表之母子公司","N/A","N/A","N/A"
"=""3014""","聯陽","12,216.0000","母公司","1.9463","公噸/百萬元營業額","N/A"
"=""3015""","全漢","194.5400","時間為2023年1月1日~12月31日；廠區包含全漢企業股份有限公司總部、桃二廠區與桃三廠、全漢企業股份有限公司高雄分公司、輝力廠、仲漢電子(深圳)有限公司、深圳市眾漢科技有限公司福永廠、無錫全漢科技有限公司","N/A","N/A","N/A"
"=""3016""","嘉晶","664.1400","僅母公司","0.1570","百萬公升/百萬營業額","N/A"
"=""3017""","奇鋐","1,455,686.0000","深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達、越南","24.5916","公噸/百萬元營業額","N/A"
"=""3018""","隆銘綠能","N/A","N/A","N/A","N/A","N/A"
"=""3019""","亞光","97,821.6700","台灣廠區","5.2059","公噸/百萬元營業額","N/A"
"=""3021""","鴻名","2,790.0000","臺北總公司及泰山工廠。","0.9300","公噸/百萬元營業額","N/A"
"=""3022""","威強電","10,280.0000","母公司","2.0699","公噸/百萬元營業額","N/A"
"=""3023""","信邦","59,350.0000","本公司、100%持股子公司","1.8100","公噸/百萬元營業額","N/A"
"=""3024""","憶聲","N/A","N/A","N/A","N/A","N/A"
"=""3025""","星通","N/A","N/A","N/A","N/A","N/A"
"=""3026""","禾伸堂","260,915.4000","母公司","17.9583","公噸/產品","N/A"
"=""3027""","盛達","0.1100","盛達宜蘭廠","0.0000","公噸/百萬元營業額","N/A"
"=""3028""","增你強","5,074.0000","台北總公司、新竹、台中及高雄營運據點","0.3532","公噸/百萬元營業額","N/A"
"=""3029""","零壹","N/A","N/A","N/A","N/A","N/A"
"=""3030""","德律","13,384.0000","僅母公司","0.3018","公噸/百萬元營業額","N/A"
"=""3031""","佰鴻","N/A","N/A","N/A","N/A","N/A"
"=""3032""","偉訓","4,300.0000","母公司","0.6695","公噸/百萬元營業額","N/A"
"=""3033""","威健","4,520.0000","母公司台灣營業據點","0.0001","百萬公升/百萬元","N/A"
"=""3034""","聯詠","95,122.0000","母公司","0.8618","公噸/百萬元營業額","N/A"
"=""3035""","智原","20,270.3200","僅母公司(新竹營運據點、台北及台南辦公室)為統計邊界。","1.6941","公噸/百萬元營業額"," AA1000 高度保證"
"=""3036""","文曄","11,499.0000","台灣區中和總部辦公室","0.6775","公噸/m2","AA1000"
"=""3037""","欣興","22,366,834.3100","母公司及部分子公司","215.0000","公噸/百萬元營業額","N/A"
"=""3038""","全台","279,236.0000","母公司及東莞廠","43.9400","公噸/KPCS","N/A"
"=""3040""","遠見","0.5000","母公司","N/A","N/A","N/A"
"=""3041""","揚智","1,299.0000","僅母公司","0.0317","公噸/產品","N/A"
"=""3042""","晶技","376,115.0000","平鎮廠","0.0427","公噸/百萬元營業額","N/A"
"=""3043""","科風","N/A","N/A","N/A","N/A","N/A"
"=""3044""","健鼎","15,493,535.0000","包含合併財務報表之母子公司","263.0000","公噸/百萬元營業額","AWS"
"=""3045""","台灣大","259,910.0000","含合併財務報表之母子公司共30家","N/A","N/A","N/A"
"=""3046""","建碁","321.9900","含合併財務報表之母子公司 ","0.0568","公噸/百萬元營業額","N/A"
"=""3047""","訊舟","9,450.0000","母公司(台北總公司)","2.8710","公噸/百萬元營業額","N/A"
"=""3048""","益登","5,140.0000","總公司商辦大樓","N/A","N/A","N/A"
"=""3049""","精金","821,515.0000","2023/1/1~2023/12/31","0.0001","公噸/百萬元營業額","N/A"
"=""3050""","鈺德","31,946.0000","僅母公司","N/A","N/A","N/A"
"=""3051""","力特","214,967.0000","母公司","107.2690","公噸/百萬元營業額","N/A"
"=""3052""","夆典","1,283.8000","夆典科技開發集團總部辦公室","0.3685","公噸/百萬元營業額","N/A"
"=""3054""","立萬利","N/A","N/A","N/A","N/A","N/A"
"=""3055""","蔚華科","11,470.0000","僅母公司","8.5424","公噸/百萬元營業額","N/A"
"=""3056""","富華新","4,694.0000","資料涵蓋母公司及子公司總太營造","N/A","N/A","N/A"
"=""3057""","喬鼎","4,466.0000","母公司","7.6342","公噸/百萬元營業額","N/A"
"=""3058""","立德","N/A","N/A","N/A","N/A","N/A"
"=""3059""","華晶科","24,220.0000","新竹總部、台北辦公室","N/A","N/A","N/A"
"=""3060""","銘異","65,337.0000","僅母公司桃園市龜山區範疇","N/A","N/A","N/A"
"=""3062""","建漢","5.4420","母公司","N/A","N/A","N/A"
"=""3090""","日電貿","1,664.2000","盤查範圍為日電貿公司/新店、中和","0.9100","公噸/百萬元營業額","N/A"
"=""3092""","鴻碩","120,022.0000","併財務報表之重要子公司-鴻碩蘇州公司與鴻碩湖北公司","55.5885","公噸/百萬元營業額","ISO50001:2018"
"=""3094""","聯傑","4,878.0000","聯傑國際大樓(不含公共區並且排除聯傑大樓出租樓層)以及台南的2間辦公室)","21.0277","公噸/百萬元營業額","N/A"
"=""3130""","一零四","9,694.0000","包含新店總公司","10.1900","公噸/人","N/A"
"=""3138""","耀登","1,907.0000","母公司","16.0000","公噸/人","N/A"
"=""3149""","正達","190,926.0000","母公司（台灣地區；包含出租廠房之用水量）","287.4692","公噸/百萬元營業額","N/A"
"=""3150""","鈺寶-創","N/A","N/A","N/A","N/A","N/A"
"=""3164""","景岳","23,215.0000","112年全廠用水量","1,242.1000","公噸/產品","N/A"
"=""3167""","大量","4,943.8000","僅母公司","N/A","N/A","N/A"
"=""3168""","眾福科","1,241.4700","僅母公司","N/A","N/A","N/A"
"=""3189""","景碩","5,454,148.5600","母公司","2.7547","公噸/產品","N/A"
"=""3209""","全科","1,269.0000","本公司營運總部。","0.0227","公噸/百萬元營業額","N/A"
"=""3229""","晟鈦","52,260.0000","合併財務報表之母子公司","56.3100","公噸/百萬元營業額","N/A"
"=""3231""","緯創","2,629,632.2300","緯創資通股份有限公司、緯創資通(昆山)有限公司、緯創資通(中山)有限公司、緯創資通(重慶)有限公司、緯創資通(成都)有限公司、Wistron InfoComm Mexico S.A. de C.V. 、Wistron InfoComm (Czech Republic) s.r.o. 、緯視晶光電(昆山)有限公司、Wistron Technology (Malaysia) Sdn. Bhd. 、Wistron InfoComm (Vietnam) Co., Ltd、高雄晶傑達光電科技股份有限公司、緯潤高新材料(昆山)有限公司、蔚隆(昆山)汽車電子有限公司及2023年報中之專業投資/控股事業(鼎創有限公司除外）","4.0000","公噸/百萬元營業額","AA1000:2018"
"=""3257""","虹冠電","0.1790","母公司及子公司相關範圍","0.0002","公噸/百萬元營業額","N/A"
"=""3266""","昇陽","1.1610","母公司供員工辦公生活所需之用，包括飲用、清潔環境等用途","0.0003","公噸/百萬元營業額","N/A"
"=""3296""","勝德","129,201.0258","採營運控制權法定義 包含勝德國際研發股份有限公司、東莞詮盛電器有限公司、勝興(越南-海陽)科技責任有限公司","N/A","N/A","N/A"
"=""3305""","昇貿","1,249.7760","2023年度桃科廠","N/A","N/A","N/A"
"=""3308""","聯德","N/A","N/A","N/A","N/A","N/A"
"=""3311""","閎暉","14,380.0000","本公司之子公司(旭榮電子(深圳)有限公司)","110.6341","公噸/百萬元營業額","N/A"
"=""3312""","弘憶股","N/A","N/A","N/A","N/A","N/A"
"=""3321""","同泰","272,860.0000","母公司","210.0000","公噸/百萬元營業額","N/A"
"=""3338""","泰碩","N/A","N/A","N/A","N/A","N/A"
"=""3346""","麗清","9,172.0000","母公司 (113.1月-113.12月)","5.0700","公噸/百萬元營業額","N/A"
"=""3356""","奇偶","N/A","N/A","N/A","N/A","N/A"
"=""3376""","新日興","291,090.0000","母公司(台北總部)、合併財務報表之子公司(蘇州欣日興廠、昆山呈越廠、東莞呈越廠、福清呈杰廠及重慶欣日興廠)","28.9131","公噸/百萬元營業額","N/A"
"=""3380""","明泰","N/A","N/A","N/A","N/A","N/A"
"=""3406""","玉晶光","N/A","N/A","N/A","N/A","N/A"
"=""3413""","京鼎","284,450.0000","1.京鼎精密科技、承鼎精密、凱諾科技股份有限公司(科中廠) 2.京鼎精密科技、承鼎精密股份有限公司竹南科研廠(科研廠) 3.富士邁半導體精密工業(上海)有限公司 4.富曜半導體(昆山)有限公司","21.7947","公噸/百萬元營業額","N/A"
"=""3416""","融程電","480.8900","僅母公司","0.1939","公噸/百萬元營業額","N/A"
"=""3419""","譁裕","10,107.0000","台灣(新竹總部、鳳山製造中心)","N/A","N/A","N/A"
"=""3432""","台端","1,690.8235","包含合併財務報表之母子公司","N/A","N/A","N/A"
"=""3437""","榮創","48,470.0000","公司營運範圍","24.5713","公噸/百萬元營業額","N/A"
"=""3443""","創意","16,585.0000","新竹總部","32.0700","水資源年度使用量（度）/ 員工數","N/A"
"=""3447""","展達","29,796.9297","母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)","10.3870","公噸/百萬元營業額","N/A"
"=""3450""","聯鈞","42,766.6000","母公司","N/A","N/A","N/A"
"=""3481""","群創","15,900,000.0000","母公司及部分子公司","75.0919","公噸/百萬元營業額","ISO 46001"
"=""3494""","誠研","N/A","N/A","N/A","N/A","N/A"
"=""3501""","維熹","75,938.0000","合併財務報表之母子公司(不含美日子公司)","14.2500","公噸/百萬元營業額","N/A"
"=""3504""","揚明光","67,947.0000","新竹科學園區新安路7號地下1樓至3樓","24.7165","公噸/百萬元營業額","N/A"
"=""3515""","華擎","4,437.0000","母公司(台灣)","13.9000","員工人均用水量","N/A"
"=""3518""","柏騰","N/A","N/A","N/A","N/A","N/A"
"=""3528""","安馳","N/A","N/A","N/A","N/A","N/A"
"=""3530""","晶相光","N/A","N/A","N/A","N/A","N/A"
"=""3532""","台勝科","N/A","N/A","N/A","N/A","N/A"
"=""3533""","嘉澤","516,338.0000","本公司廣州廠、中山廠","21.0900","公噸/百萬元營業額","N/A"
"=""3535""","晶彩科","N/A","N/A","8.9053","公噸/百萬元營業額","N/A"
"=""3543""","州巧","167.2400","本公司總部暨工廠包括新竹廠,台南廠,蘇州廠,廈門廠","0.0514","公噸/百萬元營業額","N/A"
"=""3545""","敦泰","N/A","N/A","N/A","N/A","N/A"
"=""3550""","聯穎","N/A","N/A","N/A","N/A","N/A"
"=""3557""","嘉威","374,650.0000","母公司及大陸子公司","78.8300","公噸/百萬元營業額","N/A"
"=""3563""","牧德","11,112.0000","新竹工業東二路2之3號、新竹市展業一路1號1F、新竹市展業一路3號1F、新竹市展業一路1號2F 子公司黑澤科技 新竹市工業東二路2之3號3F(部份區域)","6.3101","公噸/百萬元營業額","N/A"
"=""3576""","聯合再生","361,587.0000","自來水單","35.6233","公噸/百萬元營業額","N/A"
"=""3583""","辛耘","383,127.0000","母公司湖口廠","N/A","N/A","N/A"
"=""3588""","通嘉","4,040.3000","竹北市母公司所在地、新北市板橋及台南市辦公室","N/A","N/A","N/A"
"=""3591""","艾笛森","12,227.6000","艾笛森(含子公司艾特光電)於台灣所有廠區","8.9556","公噸/百萬元營業額","N/A"
"=""3592""","瑞鼎","9,719.0000","母公司","11.5300","人均用水量( 公噸/ 每人)","N/A"
"=""3593""","力銘","N/A","N/A","N/A","N/A","N/A"
"=""3596""","智易","158,203.0000","1.智易科技股份有限公司 2.仁寶網路資訊(昆山)有限公司 3.Arcadyan Technology (Vietnam) Co., Ltd.","2.5100","噸/人","N/A"
"=""3605""","宏致","23,810.0000","台灣宏致","0.0077","公噸/百萬元營業額","N/A"
"=""3607""","谷崧","10,360.0000","母公司","N/A","N/A","N/A"
"=""3617""","碩天","8,848.6750","僅母公司資料","1.2804","公噸/百萬元營業額","N/A"
"=""3622""","洋華","10,515.0000","母公司","6.4155","公噸/百萬元營業額","N/A"
"=""3645""","達邁","173,725.0000","母公司","0.1900","公噸/產品","ISO 46001"
"=""3652""","精聯","4,915.0000","僅母公司","2.6292","公噸/百萬元營業額","N/A"
"=""3653""","健策","980,804.0000","母公司","90.2470","公噸/百萬元營業額","ISO 14001"
"=""3661""","世芯-KY","2,036.7100","台北及新竹營運據點 ","0.0001","度/營收新臺幣仟元","N/A"
"=""3665""","貿聯-KY","508,116.0000","全球34個生產廠區: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、台灣台南廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。","9.9500","公噸/百萬元營業額","N/A"
"=""3669""","圓展","14,618.0000","母公司 ","5.8829","公噸/百萬元營業額","N/A"
"=""3673""","TPK-KY","2,461,234.8345","包含合併財務報表之母子公司","0.0352","t/仟元(NTD)","N/A"
"=""3679""","新至陞","201,764.0000","新至陞台灣總部、昆山廠、深圳廠及越南廠","57.5034","公噸/百萬元營業額","N/A"
"=""3686""","達能","1.0600","包含合併財務報表之母子公司","0.0300","公噸/百萬元營業額","N/A"
"=""3694""","海華","116,398.0000","子公司之上海廠區","N/A","N/A","N/A"
"=""3701""","大眾控","172,993.7000","母公司及部分合併財務報表之子公司 大眾全球投資控股股份有限公司、大眾電腦股份有限公司、英屬開曼群島商眾大科技股份有限公司台灣分公司、攸泰科技股份有限公司、睿剛電訊股份有限公司、眾晶科技股份有限公司、3CEMS Corp.(Cayman)、廣上科技（廣州）有限公司、才眾電腦(深圳)有限公司 ","3.8370","公噸/百萬元營業額","N/A"
"=""3702""","大聯大","54,463.0000","辦公室區域統計範圍：臺灣地區(台北、高雄、新竹)；中國大陸(上海、成都、杭州(共享辦公室)、寧波、西安、合肥、廈門、深圳、青島、香港)；其他海外地區為新加坡和韓國。 物流倉庫統計範圍：臺灣地區(林口)、中國大陸(東莞、香港)。","13.4000","公噸/各據點員工合計數","依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 303-3：2018 取水量。"
"=""3703""","欣陸","336,694.0000","母公司及主要營運子公司","11.0006","公噸/百萬元營業額","ISO 14001，驗證範圍：淡水水資源回收中心、鳳山水資源中心、安平水資源中心、臨海水資源中心"
"=""3704""","合勤控","19.9700","合勤投控及其子公司合勤科技、兆勤科技及盟創科技於台灣廠區","0.0017","公噸/百萬元營業額","N/A"
"=""3705""","永信","249,600.0000","永信藥品工業股份有限公司之幼獅廠(含二、三廠)及頂店廠、永鴻國際生技股份有限公司之新竹廠、CARLSBAD TECHNOLOGY INC.、CHEMIX Inc.","35.5200","公噸/百萬元營業額","N/A"
"=""3706""","神達","417,550.0000","(集團營收95%以上之主要據點) 神達控股股份有限公司，神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp. 的取水量","11.8000","公噸/百萬元營業額","N/A"
"=""3708""","上緯投控","18,126.0000","上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、旺來企業股份有限公司、磁震科技開發股份有限公司","5.4654","公噸/百萬元營業額","N/A"
"=""3711""","日月光投控","21,467,999.0000","日月光半導體製造股份有限公司高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、新加坡廠、馬來西亞廠、ISE Labs、矽品精密工業股份有限公司大豐廠、中山廠、中科廠、中科二廠、中工廠、新竹廠、彰化廠、蘇州廠、環電股份有限公司南投廠、張江廠、昆山廠、金橋廠、惠州廠、墨西哥廠、越南廠。 ","1.1300","公噸/百萬元營業額","ISO 46001"
"=""3712""","永崴投控","145.4300","永崴含其下子公司:勁永國際、崴強科技、光燿科及崴海、富崴、耀崴大廠區","0.0083","公噸/百萬元營業額","N/A"
"=""3714""","富采","385,000.0000","包含：富采、晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","17.2602","公噸/百萬元營業額","N/A"
"=""3715""","定穎投控","4,243,812.0000","包含合併財務報表之母子公司","271.1800","公噸/百萬元營業額","昆山廠:AWS"
"=""4104""","佳醫","1,720.0000","僅母公司","0.3278","公噸/百萬元營業額","N/A"
"=""4106""","雃博","7,641.0000","雃博土城廠","7.0000","公噸/個體營業額","N/A"
"=""4108""","懷特","20,203.0100","台北公司及楊梅精製廠","N/A","N/A","N/A"
"=""4119""","旭富","259,000.0000","僅母公司","0.1639","公噸/產品","N/A"
"=""4133""","亞諾法","N/A","N/A","N/A","N/A","N/A"
"=""4137""","麗豐-KY","15,952.8000","子公司微碩（上海）日用品有限公司","N/A","N/A","N/A"
"=""4142""","國光生","173,026.0000","台中巿潭子區潭興路一段3號 ","96.9282","公噸/百萬元營業額","N/A"
"=""4148""","全宇生技-KY","N/A","N/A","N/A","N/A","N/A"
"=""4155""","訊映","N/A","N/A","N/A","N/A","N/A"
"=""4164""","承業醫","9,427.0000","包含合併財務報表之母子公司","2.4314","公噸/百萬元營業額","N/A"
"=""4190""","佐登-KY","58,020.0000","總部及生技園區用水量","N/A","N/A","N/A"
"=""4306""","炎洲","34,754.0000","僅母公司","N/A","N/A","N/A"
"=""4414""","如興","N/A","N/A","N/A","N/A","N/A"
"=""4426""","利勤","0.0208","母公司","N/A","N/A","N/A"
"=""4438""","廣越","N/A","N/A","N/A","N/A","N/A"
"=""4439""","冠星-KY","1,442,514.8120","TOP SPORTS TEXTILE LTD.","90.7406","公噸/產品","EMeRet"
"=""4440""","宜新實業","28,540.0000","彰化廠","29.2183","公噸/百萬元營業額","N/A"
"=""4526""","東台","22.0830","路科一廠","0.0029","公噸/百萬元營業額","N/A"
"=""4532""","瑞智","54,744.0000","桃園觀音營運總部","8.4336","公噸/百萬元營業額","N/A"
"=""4536""","拓凱","251,300.0000","本用水量包含台灣廠區及大陸廈門新凱廠區","N/A","N/A","N/A"
"=""4540""","全球傳動","48,545.0000","20230101~20231231","0.7190","其他","N/A"
"=""4545""","銘鈺","N/A","N/A","189.0000","公噸/百萬元營業額","N/A"
"=""4551""","智伸科","318,591.0000","包含子公司：東莞海益機械配件有限公司、浙江智泓科技有限公司、旭申國際科技股份有限公司、嘉興智興科技有限公司","44.7334","公噸/百萬元營業額","N/A"
"=""4552""","力達-KY","116,840.0000","力達中國廠及江西廠","23.1596","公噸/百萬元營業額","N/A"
"=""4555""","氣立","N/A","N/A","N/A","N/A","N/A"
"=""4557""","永新-KY","N/A","N/A","N/A","N/A","N/A"
"=""4560""","強信-KY","N/A","N/A","N/A","N/A","N/A"
"=""4562""","穎漢","5,816.0000","科/二廠","N/A","N/A","N/A"
"=""4564""","元翎","N/A","N/A","N/A","N/A","N/A"
"=""4566""","時碩工業","19,754.0000","時碩公司台灣廠區","N/A","N/A","N/A"
"=""4569""","六方科-KY","136,071.0000","合併報表母公司與子公司","111.9000","公噸/百萬元營業額","N/A"
"=""4571""","鈞興-KY","112,008.0000","合併財務報告所有公司","47.6863","公噸/百萬元營業額","N/A"
"=""4572""","駐龍","N/A","N/A","N/A","N/A","N/A"
"=""4576""","大銀微系統","29,699.0000","母公司總部及二廠","15.8468","公噸/百萬元營業額","N/A"
"=""4581""","光隆精密-KY","27,867.0000","包含合併財務報表之母子公司","23.2731","公噸/百萬元營業額","N/A"
"=""4583""","台灣精銳","77,953.0000","母公司","36.5633","公噸/百萬元營業額","ISO 14001"
"=""4588""","玖鼎電力","3,878.2846","本公司","3.7401","公噸/百萬元營業額","N/A"
"=""4720""","德淵","10,707.0000","德淵企業桃園廠","3.2338","公噸/百萬元營業額","N/A"
"=""4722""","國精化","98,010.0000","母公司","N/A","N/A","N/A"
"=""4736""","泰博","70,337.0000","母公司","18.5100","公噸/百萬元營業額","N/A"
"=""4737""","華廣","25,985.0000","母公司","N/A","N/A","N/A"
"=""4739""","康普","422,840,000.0000","康普材料科技股份有限公司 天弘化學股份有限公司 恆誼化工股份有限公司","0.0890","公噸/百萬元營業額","N/A"
"=""4746""","台耀","427,638.9577","母公司","98.3917","公噸/百萬元營業額","N/A"
"=""4755""","三福化","165,730,000.0000","2023年 三福化工之台北總公司、竹北辦公室、善化廠、柳科廠、高雄廠 ","33,206.0299","公噸/百萬元營業額","依臺灣證券交易所「上市公司編製與申報永續報告書作業辦法」第四條第二項揭露永續揭露指標─化學工業"
"=""4763""","材料-KY","1,059,931.0000","合併財務報表之母子公司","96.1332","公噸/百萬元營業額","N/A"
"=""4764""","雙鍵","26,110.0000","母公司","11.7239","公噸/百萬元營業額","N/A"
"=""4766""","南寶","72,114.0000","母公司","0.0120","千元營業額","ISO 46001"
"=""4770""","上品","445,350.0000","台灣地區所屬於上品公司控制權之範圍","0.0080","公噸/百萬元營業額","N/A"
"=""4771""","望隼","53,109.0000","母公司","0.0001","公噸/產品","N/A"
"=""4807""","日成-KY","136,915.0000","2023/01/01-2023/12/31 1.重要子公司 Regal Jewelry Manufacture Co., Ltd. 2.重要子公司 Regal Plating Co., Ltd. ","119.2639","公噸/百萬元營業額","N/A"
"=""4904""","遠傳","267,404.0000","遠傳電信","2.8541","公噸/百萬元營業額","ISO 46001"
"=""4906""","正文","146,020.0000","台灣總部、昆山廠、常熟廠及越南廠","5.6000","公噸/百萬元營業額","N/A"
"=""4912""","聯德控股-KY","37,437.0000","重要子公司聯德精密材料(中國)股份有限公司","0.0260","公噸/產品","N/A"
"=""4915""","致伸","780,602.3500","包括子公司共11個據點","12.9050","公噸/百萬元營業額","ISO 14046"
"=""4916""","事欣科","N/A","N/A","N/A","N/A","N/A"
"=""4919""","新唐","4,548,379.0000","新唐科技股份有限公司(含合併財報子公司中之新唐日本) ","111.5602","公噸/百萬元營業額","N/A"
"=""4927""","泰鼎-KY","3,822,000.0000","合併財務報告子公司","302.6600","公噸/百萬元營業額","N/A"
"=""4930""","燦星網","N/A","N/A","N/A","N/A","N/A"
"=""4934""","太極","260,975.9800","含合併財務報表之母子公司(台灣母公司+越南子公司)","0.0032","公噸/產品","N/A"
"=""4935""","茂林-KY","79,503.0000","台灣廠區","N/A","N/A","N/A"
"=""4938""","和碩","4,475,351.7915","和碩聯合科技(股)公司、昌碩科技(上海)、世碩電子(昆山)、名碩電腦(蘇州)、康碩電子(蘇州)、凱碩電腦(蘇州)、旭碩科技(重慶)、凱全電子(重慶)、Pegatron Mexico S.A. de C.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、PEGATRON VIETNAM COMPANY LIMITED、PEGATRON TECHNOLOGY HAI PHONG COMPANY LIMITED、PEGATRON TECHNOLOGY INDIA PRIVATE LIMITED","3.5610","公噸/百萬元營業額","AA1000"
"=""4942""","嘉彰","29,861.0000","盤查邊界：母公司","20.7466","公噸/百萬元營業額","N/A"
"=""4943""","康控-KY","N/A","N/A","N/A","N/A","N/A"
"=""4949""","有成精密","16,070.0000","總公司、新能源產線及半導體產線。","N/A","N/A","N/A"
"=""4952""","凌通","986.0000","母公司","21.5200","N/A","N/A"
"=""4956""","光鋐","N/A","N/A","N/A","N/A","N/A"
"=""4958""","臻鼎-KY","21,725.0000","用水量=取水量+回用水量(不含冷卻塔內循環水量)，資料範圍為臻鼎科技控股股份有限公司及其合併財務報表之子公司(除Avary Technology (India) Private Limited、禮鼎半導體(深圳)有限公司、禮鼎半導體科技秦皇島有限公司、慶鼎精密電子(淮安)有限公司之淮安第三園區及鵬鼎科技股份有限公司南科分公司)","78.4000","公噸/百萬元營業額","The AWS Standard 2.0"
"=""4960""","誠美材","400,926.0000","僅母公司","13.7756","公噸/產品","N/A"
"=""4961""","天鈺","4,799.0000","總部行據點之數據","0.2950","公噸/百萬元營業額","N/A"
