報告年度:2024,議題:職業安全衛生,,,,,,
公司代號,公司名稱,職業災害人數及比率-人數,職業災害人數及比率-比率,職業災害-類別,火災-件數,火災-死傷人數,火災-比率(死傷人數/員工總人數)
6589,台康生技,0,0.00%,,0,0,0
6591,動力-KY,0,0.00%,,0,0,0
6592,和潤企業,5,0.39%,2024年有5起因上、下班途中所造成的職業傷害，事故發生後即時提醒各單位應加強宣導行車安全，要求同仁上下班途中多留意路口號誌及其他汽機車經過，避免再有危害同仁健康之事故發生。,0,0,0
6598,ABC-KY,0,0.00%,,0,0,0
6605,帝寶,6,1.01%,,0,0,0
6606,建德工業,0,0.00%,無,0,0,0.00%
6625,必應,0,0.00%,,0,0,0
6641,基士德-KY,1,0.23%,,0,0,0
6645,金萬林-創,0,0.00%,,0,0,0
6655,科定,1,0.15%,,0,0,0
6657,華安,0,0.00%,,0,0,0
6658,聯策,0,0.00%,聯策致力於打造安全、健康且符合職業衛生標準的工作環境，我們嚴格遵守《職業安全衛生法》及相關施行細則，依循政府法規執行各項作業，並提供職業安全衛生相關教育訓練課程，對象涵蓋全體正職同仁，確保每位員工都能在安全無虞的職場環境中工作。2024 年聯策無發生重大工安事故與一般傷害事故。,0,0,0
6666,羅麗芬-KY,0,0.00%,,0,0,0
6668,中揚光,1,0.41%,,1,0,0.00%
6669,緯穎,27,0.25%,傷害類型多數為跌倒、扭傷、挫傷、碰撞事故及化學品噴濺等。,0,0,0
6670,復盛應用,4,0.64%,,0,0,0
6671,三能-KY,17,2.29%,,0,0,0
6672,騰輝電子-KY,6,0.81%,,0,0,0
6674,鋐寶科技,0,0.00%,,0,0,0
6689,伊雲谷,0,0.00%,,0,0,0
6691,洋基工程,0,0.00%,墜落、壓傷、飛濺,0,0,0
6695,芯鼎,0,0.00%,IC研發辦公室，多數為電器類型災害、交通通勤職災，不定期進行相關安全宣導，提醒同仁危害的重要性。,0,0,0
6698,旭暉應材,0,0.00%,,0,0,0
6706,惠特,7,1.54%,,0,0,0
6715,嘉基,0,0.00%,,0,0,0
6719,力智,0,0.00%,無,0,0,0
6742,澤米,1,0.40%,通勤職災,0,0,0
6743,安普新,0,0.00%,,0,0,0
6753,龍德造船,34,4.36%,,0,0,0
6754,匯僑設計,4,0.56%,,0,0,0
6756,威鋒電子,0,0.00%,,0,0,0
6757,台灣虎航,9,5.26%,碰撞、跌倒,0,0,0
6768,志強-KY,2,0.79%,,0,0,0
6770,力積電,6,0.07%,物理性危害*5、人因性危害*1,0,0,0
6771,平和環保-創,0,0.00%,,0,0,0
6776,展碁國際,0,0.00%,無,0,0,0
6781,AES-KY,0,0.00%,,0,0,0
6782,視陽,0,0.00%,,0,0,0
6789,采鈺,0,0.00%,2024年無發生任何職業災害事件。,0,0,0
6790,永豐實,5,0.66%,,1,0,0.00%
6792,詠業,1,0.20%,,0,0,0
6794,向榮生技-創,0,0.00%,,0,0,0
6796,晉弘,0,0.00%,,0,0,0
6799,來頡,0,0.00%,,0,0,0
6805,富世達,0,0.00%,,0,0,0
6806,森崴能源,0,0.00%,無,0,0,0
6807,峰源-KY,203,11.65%,,0,0,0
6830,汎銓,0,0.00%,,0,0,0
6834,天二科技,0,0.00%,,0,0,0
6835,圓裕,2,0.27%,,0,0,0
6838,台新藥,0,0.00%,N/A,0,0,0
6854,錼創科技-KY創,2,0.42%,化學品噴濺、撞傷,0,0,0
6861,睿生光電,0,0.00%,無,0,0,0
6862,三集瑞-KY,0,0.00%,無發生職業災害,0,0,0
6863,永道-KY,4,0.36%,,0,0,0
6869,雲豹能源,0,0.00%,無,0,0,0
6873,泓德能源,0,0.00%,無,0,0,0
6885,全福生技,0,0.00%,,0,0,0
6887,寶綠特-KY,16,2.19%,,0,0,0
6890,來億-KY,158,0.24%,,0,0,0
6901,鑽石投資,0,0.00%,,0,0,0
6902,GOGOLOOK-創,0,0.00%,N/A,0,0,0
6906,現觀科,0,0.00%,N/A,0,0,0
6909,創控,0,0.00%,N/A,0,0,0
6914,阜爾運通,40,3.38%,,0,0,0
6916,華凌,1,0.12%,化學品洩漏,0,0,0
6918,愛派司,0,0.00%,,0,0,0
6919,康霈*,0,0.00%,,0,0,0
6923,中台,0,0.00%,,0,0,0
6924,榮惠-KY創,0,0.00%,,0,0,0
6928,攸泰科技,1,0.26%,,0,0,0
6931,青松健康,5,0.87%,,0,0,0
6933,AMAX-KY,0,0.00%,,0,0,0
6936,永鴻生技,1,1.70%,,0,0,0
6937,天虹,1,0.32%,人員手指割傷 1 人，共計 1 人。,0,0,0
6944,兆聯實業,1,0.00%,,0,0,0
6949,沛爾生醫-創,0,0.00%,,0,0,0
6951,青新-創,0,0.00%,,0,0,0
6952,大武山,0,0.00%,,0,0,0
6955,邦睿生技-創,0,0.00%,N/A,0,0,0
6957,裕慶-KY,3,2.94%,3件均屬一般職業傷害，包含：被切／割／擦傷1件、墜落／滾落、被夾2件。,0,0,0
6958,日盛台駿,0,0.00%,,0,0,0
6962,奕力-KY,0,0.00%,0,0,0,0
6965,中傑-KY,14,0.15%,,0,0,0
6969,成信實業*-創,1,5.32%,與化學品接觸,0,0,0
6988,威力暘-創,0,0.00%,,0,0,0
6994,富威電力,0,0.00%,無,0,0,0
7631,聚賢研發,2,1.32%,1.滑倒 / 絆倒2. 物體掉落撞傷,0,0,0
7705,三商餐飲,16,0.28%,,0,0,0
7722,LINEPAY,0,0.00%,無,0,0,0
7732,金興精密,10,22.28%,上下班交通事故3件、跌倒3件、物體破裂1件、不當動作1件、被切、割、擦傷2件，共10件職業災害事故,0,0,0
7736,虎山,0,0.00%,,0,0,0
7740,熙特爾,0,0.00%,,0,0,0
7749,意騰-KY,0,0.00%,,0,0,0
7788,松川精密,1,0.12%,,0,0,0
8011,台通,7,2.61%,,0,0,0
8016,矽創,0,0.00%,,0,0,0
8021,尖點,2,0.56%,,0,0,0
8028,昇陽半導體,5,0.05%,墜落、割傷、夾傷、化學品接觸,0,0,0
8033,雷虎,0,0.00%,,0,0,0
8039,台虹,1,0.60%,DIE壓傷(左手無名指),0,0,0
8045,達運光電,0,0.00%,,0,0,0
8046,南電,3,0.05%,2件跌倒、1件扭傷,0,0,0
8070,長華*,12,0.51%,跌倒：3人，25% 被夾、被捲：2人，17% 被切、割、擦傷：2人，17% 與有害物之接觸：2人，17% 墜落、滾落：1人，8% 被撞：1人，8%  不當動作：1人，8% ,0,0,0
8072,陞泰,0,0.00%,,0,0,0
8081,致新,0,0.00%,,0,0,0
8101,華冠,2,4.08%,,0,0,0
8103,瀚荃,0,0.00%,,0,0,0
8104,錸寶,0,0.00%,,0,0,0
8105,凌巨,0,0.00%,無,0,0,0
8110,華東,1,0.07%,擦撞傷,0,0,0
8112,至上,0,0.00%,無此情形。,0,0,0
8114,振樺電,0,0.00%,,0,0,0
8131,福懋科,0,0.00%,無,0,0,0
8150,南茂,8,0.13%,與有害物接觸、跌倒、夾傷,0,0,0
8162,微矽電子-創,0,0.00%,,0,0,0
8163,達方,7,0.11%,主要事故類型為：被夾、被捲以及被切、割、擦傷,1,0,0.00%
8201,無敵,0,0.00%,N/A,0,0,0
8210,勤誠,13,3.23%,,0,0,0
8213,志超,0,0.00%,無,0,0,0
8215,明基材,8,0.25%,夾捲、切割,0,0,0
8222,寶一,0,0.00%,N/A,0,0,0
8249,菱光,0,0.00%,,0,0,0
8261,富鼎,1,0.80%,上下班交通事故,0,0,0
8271,宇瞻,0,0.00%,,0,0,0
8341,日友,6,2.00%,物理性危害5件、化學性危害1件,0,0,0
8367,建新國際,6,1.36%,,0,0,0
8374,羅昇,0,0.00%,,0,0,0
8404,百和興業-KY,11,0.30%,,0,0,0
8411,福貞-KY,15,3.61%,被切/割/擦傷、交通事故、被夾/捲傷、跌倒、劃傷、擠傷,0,0,0
8422,可寧衛,3,0.81%,被夾、被捲、物體倒塌、崩塌,0,0,0
8429,金麗-KY,0,0.00%,N/A,0,0,0
8438,昶昕,0,0.00%,,0,0,0
8442,威宏-KY,25,0.29%,,0,0,0
8443,阿瘦,8,1.45%,,0,0,0
8454,富邦媒,35,1.34%,上下班公路交通事故、跌倒、衝撞、被撞,0,0,0
8462,柏文,48,2.00%,,0,0,0
8463,潤泰材,2,3.40%,與高溫、低溫之接觸,0,0,0
8464,億豐,85,3.60%,億豐的工傷主源包含運補作業時的撞、壓傷及換模/線時的挫、割傷。,0,0,0
8466,美吉吉-KY,27,3.03%,,0,0,0
8467,波力-KY,34,0.03%,,0,0,0
8473,山林水,2,0.37%,,0,0,0
8476,台境*,0,0.00%,N/A,0,0,0
8478,東哥遊艇,0,0.00%,,0,0,0
8481,政伸,0,0.00%,,0,0,0
8482,商億-KY,85,5.49%,主要為員工於工作期間被夾捲、撞擊或壓傷。此外，因機械設備引發的職業安全事件未有重大處罰紀錄。,0,0,0
8487,愛爾達-創,0,0.00%,,0,0,0
8488,吉源-KY,0,0.00%,,0,0,0
8499,鼎炫-KY,5,0.53%,,0,0,0
8926,台汽電,0,0.00%,,0,0,0
8940,新天地,4,1.04%,,0,0,0
8996,高力,6,0.92%,主要是割傷、壓傷、化學品接觸,0,0,0
9802,鈺齊-KY,54,0.28%,,0,0,0
9902,台火,0,0.00%,,0,0,0
9904,寶成,0,0.00%,,1,0,0.00%
9905,大華,2,0.72%,,0,0,0
9906,欣巴巴,0,0.00%,,0,0,0
9907,統一實,6,0.53%,,0,0,0
9908,大台北,0,0.00%,,0,0,0
9910,豐泰,72,0.06%,分析 2024 年事故類別，因機台不當操作造成的意外占職業傷害總件數的 43%為最多，滑倒或跌倒類型佔職業傷害總件數的 21%為次多。已針對高風險機台執行防護升級改善專案、稽查機台日常作業維護保養落實制度，以及進行高風險機台安全專項稽查巡檢，一旦發現缺失立即停機改善。員工的不安全行為與機台嚴重缺失將納入該單位主管之當年度工作績效評核。,34,0,0.00%
9911,櫻花,4,0.46%,職業傷害,0,0,0
9912,偉聯,0,0.00%,,0,0,0
9914,美利達,0,0.00%,1.分廠內職災跟廠外職災。 2.在ESG報告中，填寫數據平台備註說明：可記錄的職業傷害不包含上下班通勤所造成的職業傷害。,0,0,0
9917,中保科,52,2.08%,,0,0,0
9918,欣天然,0,0.00%,,0,0,0
9919,康那香,2,0.36%,被捲夾、不當動作,1,0,0.00%
9921,巨大,60,2.03%,巨大集團員工職業災害統計各廠依據向政府呈報的職安數據作為來源統計數值 ，可記錄之職業傷害率(FR)、失能傷害嚴重率 (SR)、總合傷害指數 (FSI)。針對發生的工傷事件，我們進行了嚴格的分析和追蹤，並遵循政府法規和公司處理程序進行後續處置。為此，我們已採取了相應的預防和改進措施，以降低員工受傷風險。我們將持續努力改進我們的職業安全管理。 詳細內容請參考：2024年永續報告書，第六章 促進多元共融 (6.1.5) 職業安全風險管理。,0,0,0
9924,福興,9,0.70%,,0,0,0
9925,新保,28,1.61%,,0,0,0
9926,新海,0,0.00%,,0,0,0
9927,泰銘,1,0.68%,交通事故,0,0,0
9928,中視,0,0.00%,,0,0,0
9929,秋雨,0,0.00%,N/A,0,0,0
9930,中聯資源,0,0.00%,,0,0,0
9931,欣高,0,0.00%,,0,0,0
9933,中鼎,0,0.00%,,0,0,0
9934,成霖,1,0.05%,,0,0,0
9935,慶豐富,1,0.19%,,0,0,0
9937,全國,5,0.24%,,1,0,0.00%
9938,百和,6,0.59%,暫時性失能傷害,0,0,0
9939,宏全,4,1.11%,2024年人員職災統計共4件(捲、夾傷害3件、與高溫接觸1件)，件數較2023年度減少6件，以總人數工時計算，職業傷害的數量與比率為1.11，相較2023年共減少54%；持續加強員工危害意識及監督管理。,0,0,0
9940,信義,168,3.46%,,0,0,0
9941,裕融,0,0.00%,,0,0,0
9942,茂順,3,0.32%,,1,0,0.00%
9943,好樂迪,71,34.89%,,0,0,0
9944,新麗,0,0.00%,,0,0,0
9945,潤泰新,0,0.00%,,0,0,0
9946,三發地產,0,0.00%,,0,0,0
9955,佳龍,0,0.00%,,0,0,0
9958,世紀鋼,4,1.42%,,0,0,0
