"報告年度:2024","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","直接(範疇一)溫室氣體排放量-確信意見","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-確信意見","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-活動類別","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-確信意見","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量基準年及其數據、減量目標","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量策略及具體行動計畫","溫室氣體減量目標、策略及具體行動計畫-溫室氣體減量目標達成情形"
"=""3706""","神達","3,268.6520","已完成合併財務報表之母子公司","已完成母公司,神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp.，環達電腦（上海）有限公司，昆山研達電腦科技有限公司，神達投資有限公司","合理保證等級","30,338.9515","已完成合併財務報表之母子公司","已完成母公司,神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp.，環達電腦（上海）有限公司，昆山研達電腦科技有限公司，神達投資有限公司","合理保證等級","305,801.8395","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成合併財務報表之母子公司","已完成母公司,神達電腦股份有限公司，神雲科技股份有限公司，神達數位股份有限公司，昆達電腦科技（昆山）有限公司，璽達信息科技(昆山)有限公司，佛山市順德區順達電腦廠有限公司，MiTAC Information Systems Corp.，環達電腦（上海）有限公司，昆山研達電腦科技有限公司，神達投資有限公司","有限保證等級","0.5368","以2020年為基準年: 範疇一2,705噸，範疇二35,612噸 目標2025年減排15% 、2030年減排50% 、2050年達到淨零","神達集團關心全球氣候變遷，保護地球資源及善盡企業公民的責任，除將持續推動溫室氣體排放管制以降低經營成本外，並期達成兼顧資源效率、能源節約、環境保護的永續能源發展，共同為產業朝向低碳型經濟社會努力，並致力推行以下事項： (1)	致力發展再生能源 (2)	改善能源使用效率 (3)	強化集團氣候韌性 (4)	遵行環保法規、客戶要求及其他相關規定 2024年共推行20項節能方案，節電總量約為6,831.82 MWh、減少碳排量約3,641.90噸(詳細節能方案說明請參神達2024年永續報告書4.4能源及溫室氣體管理)；5個生產基地已完成安裝自發自用太陽能，2024年發電量約: 6,093MWh；此外，集團2024年啟動綠電採購，2024年採購量為6,446MWh。","以2020年為基準年，2024年溫室氣體(類別1+2)排放總量減少14.04%。"
"=""3708""","上緯投控","1,800.8900","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","8,948.7700","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","162.7600","員工通勤","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","1.3659","2040年ISO 14064溫室氣體盤查，各廠單位產品碳排放量較2022年降10% ","使用綠電、製程優化、汰換老舊設備 ","上緯公司訂定2030年前各工廠使用綠電，2040年前各工廠達到碳中和目標，每年依據協力廠商盤查資料制定減量目標、修訂目標方案、達成短中長期目標。 "
"=""3711""","日月光投控","132,249.5662","已完成合併財務報表之母子公司","已完成母公司確信及子公司確信計78家(尚未完成22家)","合理保證等級","1,799,759.1222","已完成合併財務報表之母子公司","已完成母公司確信及子公司確信計78家(尚未完成22家)","合理保證等級","30,433,831.7442","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,上游租賃資產,下游運輸及配送,已銷售產品之使用,已銷售產品生命週期結束之處理,下游租賃資產,投資","已完成合併財務報表之母子公司","已完成母公司確信及子公司確信計78家(尚未完成22家)","有限保證等級","3.2448","溫室氣體減量基準年：民國105年 基準年數據：1,763,221(tCO2e) 減量目標：為達到溫室氣體減量策略，本公司於民國109年自主承諾以民國105年盤查結果作為基礎設定符合1.5℃路徑的淨零科學減量目標，並於民國114年通過SBTi認證，故基準年為民國105年，預計至民國139年達成淨零排放。","本公司以五大方針(1)低碳產品、(2)再生能源、(3)低碳運輸、(4)供應鏈議合、(5)碳權投資，展開行動方案，逐步實踐淨零目標強化建構氣候韌性。","範疇一與範疇二(市場別)以民國105年為基礎至113年絕對減量：10.28 %"
"=""3712""","永崴投控","1.7715","已完成母公司","N/A","","6.7879","已完成母公司","N/A","","4.0023","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,營運中產生之廢棄物,員工通勤","已完成母公司","N/A","","0.0107","","",""
"=""3714""","富采","57,490.3100","已完成母公司,包含：晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","已完成母公司,包含：晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","合理保證等級","235,524.2000","已完成母公司,包含：晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","已完成母公司,包含：晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","合理保證等級","175,517.1100","與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成母公司,包含：晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","已完成母公司,包含：晶元光電、隆達電子、晶成半導體、晶品光電(常州)、晶宇光電(廈門)、江蘇璨揚光電、達亮電子(滁州)","合理保證等級","0.0120","富采集團以2022年為基準年，訂定目標於範疇一和範疇二之溫室氣體碳排放於2032年絕對減量50.4%，並在2050年達到全集團淨零碳排。","1.	含氟氣體減量：本集團在製程中減少四氟化碳（CF4）的使用，並安裝含氟氣體削減設備，預期可降低至少90%的含氟氣體排放量。 2.	綠電使用  ：本集團於各廠區建置太陽能設備，並積極採購綠電合約或相關綠電憑證，以提高再生能源使用比例，2025年起中國大陸廠區100%使用綠電，預估使集團綠色能源使用比例達到43%。 3.	節能措施：本集團持續推動照明管理、空調管理、設備與系統改善、製程效率提升等節能方案。","2024年本集團溫室氣體排放量總計為468,531.62公噸 CO2e，其中類別1 及類別2合計為293,014.51公噸 CO2e；2024年度由於產能增加10%，排碳量較2023年僅增加2.47% ，也因集團導入的多項節能措施，範疇2之溫室氣體直接排放量較2023年減少4.64%。2024年之溫室氣體排放量盤查結果，皆已通過ISO 14064-1:2018第三方查證"
"=""3715""","定穎投控","27,676.2167","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","153,920.5924","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理保證等級","376,309.5869","購買之商品及勞務,資本財,與燃料及能源相關活動（未納入範疇1或範疇2）,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","有限保證等級","31.5701","昆山廠及黃石廠之目標項目，改以溫室氣體排放強度之減量為指標，以2020年度之範疇1+2排放強度為基線(昆山廠爲21.29 T CO2e/營收百萬元台幣，黃石廠爲14.08 T CO2e /營收百萬元台幣)，溫室氣體排放強度(依營收)每年降低4%，至2025年至少降低20%。 2025年4月獲SBTI批准定穎基於科學的近期減排目標，以2023年為基準年，於2030 年達成組織碳排 ( 範疇 1+2) 絕對減碳 42% 的目標；在間接排放 ( 範疇 3) 部分，則是 25% 絕對減碳目標","佈建風光互補綠能路燈；持續擴建屋頂太陽能發電設施並對外採購綠電；推動各項環境管理系統，確保政策、方案的執行。","範疇1+2排放強度較2020年減量16.57%，達成原目標"
"=""3716""","中化控股","7,587.6166","子公司 中國化學製藥股份有限公司","子公司 中國化學製藥股份有限公司","合理保證等級","13,380.1953","子公司 中國化學製藥股份有限公司","子公司 中國化學製藥股份有限公司","合理保證等級","5,597.1907","購買之商品及勞務,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","子公司 中國化學製藥股份有限公司","子公司 中國化學製藥股份有限公司","有限保證等級","5.0861","短期目標：     以 2020 年為基準年，於 2023 年度持續降低溫室氣體排放量累計達 193 公噸 CO2e。 中長期目標：     以 2020 年為基準年，於 2025 年度持續降低溫室氣體排放量累計達 581 公噸 CO2e。","政策： 1.	識別製程及設備節能機會，提升能源使用效率。 2.	使用再生能源。 3.	遵循 ISO 14064-1 執行溫室氣體盤查，制定管理政策。 4.	促進員工使用低碳交通工具。  具體行動： •	識別並量化溫室氣體排放源，包括直接和間接排放，瞭解組織的能源使用情況。 •	實施資料收集和監測機制，以跟蹤排放和能源使用情況。 •	定期報告溫室氣體排放和氣候行動進展。 •	替換能源密集型設備，改進製程，優化建築能效。 •	增加再生能源的使用。","1.	以 2020 年為基準年，於 2024 年累計減少溫室氣體1,651.03 公噸 CO2e，各廠區持續推進相關 節能專案。 2.	各廠區積極推進溫室氣體減量行動方案，包含優化製程、汰換節能設備、換裝 LED 燈具、空調主機溫度設定及其動時間的調整、工作區域照明需求管控、換裝太陽能路燈等措施，逐步朝著節能減碳的目標邁進，2024 年度本公司合計達到 515.70 公噸 CO2e 的溫室氣體減量效益。"
"=""4104""","佳醫","42.2263","已完成母公司,部分子公司已完成盤查","已完成母公司,部分子公司已完成確信","合理保證等級","209.6562","已完成母公司,部分子公司已完成盤查","已完成母公司,部分子公司已完成確信","合理保證等級","531.7288","購買之商品及勞務,營運中產生之廢棄物,商務旅行","已完成母公司,部分子公司已完成盤查","已完成母公司,部分子公司已完成確信","有限保證等級","0.1481","","",""
"=""4106""","雃博","31.0823","已完成母公司","N/A","","789.6840","已完成母公司","N/A","","318.2131","購買之商品及勞務,與燃料及能源相關活動（未納入範疇1或範疇2）,營運中產生之廢棄物,員工通勤","已完成母公司","N/A","","0.8873","","",""
"=""4108""","懷特","495.2566","已完成母公司","N/A","","1,476.4102","已完成母公司","N/A","","325.6059","與燃料及能源相關活動（未納入範疇1或範疇2）,營運中產生之廢棄物,員工通勤","已完成母公司","N/A","","12.5000","為提升碳排放管理透明度，懷特生技自2024年起展開全據點範疇一與範疇二的溫室氣體盤查，並以2024年為碳盤查基準年。","(1)汰換老舊冰水機 (2)優化空調與冷卻系統設定與降載 (3)導入LED照明、感應式設備 (4)推動日常節能行為（隨手關燈、巡檢）","公司113年溫室氣體排放量約增加680.997公噸增量43.78％，用水量減少5,342.23公噸減量26.44％，廢棄物增加10.55公噸增量191.82％，溫室氣體排放量及廢棄物未達每年減量3％以上之目標，僅用水量達每年減量3％以上之目標，未來將再積極透過完善的管理與控制溫室氣體的排放源，以期未來逐年降低溫室氣體的排放。"
"=""4119""","旭富","6,012.6500","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理確信","9,709.9800","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","合理確信","21,336.8900","購買之商品及勞務,上游運輸及配送,營運中產生之廢棄物,商務旅行,員工通勤,下游運輸及配送","已完成合併財務報表之母子公司","已完成合併財務報表之母子公司","本公司範疇三溫室氣體排放量由 BSI 依 ISO 14064-3 執行 Agreed-Upon Procedures（AUP），就約定程序之執行結果進行事實性回報，未提供任何確信意見；盤查與 AUP 期間為 2024 年 1 月 1 日至 2024 年 12 月 31 日。","10.3200","","",""
"=""4133""","亞諾法","24.5500","已完成合併財務報表之母子公司","N/A","","869.3400","已完成合併財務報表之母子公司","N/A","","N/A","","N/A","N/A","","2.5200","亞諾法重視永續發展，深刻的了解到，我們的每一個行動都將對未來產生深遠的影響，因此我們肩負著使命，致力於建立一個文化，激勵員工一起為環境友善而努力，期望共同創造一個更美好的未來，也透過資訊揭露透明度滿足利害關係人的關注期待。本公司在「推動低碳服務」、「提升資源效率」及「邁向淨零」的策略目標下，期許對環境與氣候變遷議題做出具體貢獻。 為規劃溫室氣體減量策略，合併公司於113年以合併財務報告為邊界完成盤查，基準年訂為113年。 依據營運控制權法，彙總包含合併公司之範疇一及範疇二排放量分別為24.55公噸CO2e及869.34公噸CO2e，希望透過能源管理計畫，落實以下具體行動，目標為每年度較前一年度溫室氣體排放量減少1%，2030年減量目標為溫室氣體排放量較基準年(113年)減少10%以上。 ","根據國際能源署(International Energy Agency)發布的最新《Energy Efficiency 2023》對全球能源效率市場和政策發展的年度分析，指出全球正經歷著創紀錄的高溫，氣溫上升推動了更大用電量和碳排放增加的惡性循環。熱浪還會加劇健康問題、降低生產力、提高電力成本，各國必須加強能源效率政策以抑制能源需求，並發展更高效技術，才能解決能源、氣候和生活成本等多重交叉危機。為達成溫室氣體減量目標，本公司透過永續發展委員會及永續專案小組進行減量追蹤，相關減量策略及推動措施如下: 1. 節能照明設備: 將辦公區域、實驗室及公共走道之燈具全數汰換為LED節能燈具，並因新型燈具之照明效果提升，亦同時減少設置的數量，節約用電。 2. 實施溫控機制: 配合政府節能宣導，將辦公區域及作業區的空調溫度統一設定為26度，避免低溫耗電。 3. 使用節能空調、冷藏設備: 將老舊耗電的冰箱、空調，逐漸汰換為節能機種或更換節能壓縮機，有效提高能源利用率。 4. 選用低油耗公務車: 本公司配置1台公務車，主係供台北總公司與中壢廠區間物件傳遞，及員工公務需求搭乘使用，公務車輛選擇低油耗車種，以降低燃料使用。  2030年之減碳策略及行動計劃: 亞諾法積極推動各項節能措施以降低溫室氣體排放，期盼透過各項具體行動，達成2030年減碳目標。 1. 持續實施溫控機制: 配合政府節能宣導，將辦公區域及作業區的空調溫度統一設定為26度，避免低溫耗電。 2. 分階段汰換高耗電、耗能之設備: 本公司屬於低耗能企業，營運產生的最大溫室氣體排放來源為範疇二的外購電力，排放佔比97.25%。規劃將逐步汰換高耗電、耗能之設備，採購有節能省電標章之設備，有效發揮能源使用效率。 3. 落實員工節能減碳好習慣:  宣導全員節能減碳觀念- 隨手關閉不使用之電源開關、實施空調溫控管制以避免低溫耗電、鼓勵通勤時搭乘大眾運輸工具等，在生活中落實節能減碳好習慣，共同守護環境生態。 4. 溫室氣體減量目標納入營運績效評估指標:	為使經營團隊及全體員工積極達成溫室氣體減量目標，提升能源使用效率，重要計畫目標均已納入營運績效評估指標當中，並定期評估目標達成狀況，透過激勵方式去達成合併公司的淨零排放路徑及目標。 ","合併公司目標為每年度較前一年度溫室氣體排放量減少1%，溫室氣體排放量112年度較111年度減少1.22%，113年度較112年度減少6.35%，最近二年度皆達成溫室氣體減量目標。未來也將持續監控執行情形與成效，共同響應守護環境，邁向 2050年淨零碳排的全球目標共識。"
