"報告年度:2024","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物(公噸(t))-有害廢棄物(公噸(t))","非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t))","總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t))","資料邊界-資料邊界","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","產品生產過程所製造之有害廢棄物回收百分比-產品生產過程所製造之有害廢棄物回收百分比","有害廢棄物之百分比-有害廢棄物之百分比","驗證標準-取得驗證"
"=""2449""","京元電子","273.9475","2,978.1230","3,252.0705","已完成合併財務報表之母子公司","0.0879","公噸/百萬元營業額","12.9111%","8.4238%","ISO 14001,UL 2799"
"=""2450""","神腦","0.0000","104.0084","104.0084","神腦全據點(含辦公室、特約門市、維修門市及倉儲中心)","0.0034","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2451""","創見","10.1140","182.6270","192.7410","已完成母公司","0.0190","公噸/百萬元營業額","4.6600%","","N/A"
"=""2453""","凌群","0.0000","34.3200","34.3200","台北總公司","0.0051","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2454""","聯發科","51.6500","181.3300","232.9800","資料範疇：包含竹科/竹北/臺北/臺南辦公室","0.0008","公噸/百萬元營業額","0.0000%","22.1700%","ISO 14001"
"=""2455""","全新","257.9400","62.9169","320.8569","平鎮廠及平鎮二廠","0.0990","公噸/百萬元營業額","1.7700%","80.3900%","N/A"
"=""2457""","飛宏","170.4300","1,067.6800","1,238.1100","飛宏科技(股)公司(PHT)/飛宏(東莞)電子有限公司(PHC)/東莞達宏電子有限公司(PHP)/越南飛宏有限公司(PHV)/馳諾瓦科技(股)公司(ZTM)/馳諾瓦科技(東莞)有限公司(ZCM)","0.1100","公噸/百萬元營業額","100.0000%","13.7700%","UL 2799"
"=""2458""","義隆","5.6200","38.1320","43.7520","義隆電子(新竹、中和)、義晶、義碩 ","0.0427","噸/人-年","18.3300%","","N/A"
"=""2459""","敦吉","13.9000","300.5890","314.4890","母公司敦吉科技股份有限公司及子公司敦吉檢測科技份有限公司台北商辦大樓。 子公司：信華科技(廈門)有限公司。","N/A","N/A","","","N/A"
"=""2460""","建通","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2461""","光群雷","0.9700","67.3500","68.3200","母公司","0.0408","公噸/百萬元營業額","","","N/A"
"=""2462""","良得電","0.0000","18.1922","18.1922","範疇三","0.0045","公噸/百萬元營業額","","","N/A"
"=""2464""","盟立","0.0000","71.9282","71.9282","母公司","0.0114","公噸/百萬元營業額","N/A","N/A","N/A"
"=""2466""","冠西電","0.0000","42.5300","42.5300","母公司總公司、母公司宜蘭廠","0.0824","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2467""","志聖","0.0000","160.6300","160.6300","志聖總部、台北廠、台中廠","N/A","N/A","0.0000%","0.0000%","ISO 9001,ISO 14001,ISO 14064-1"
"=""2468""","華經","0.0000","5.7340","5.7340","已完成母公司","0.0026","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2471""","資通","0.0000","0.3300","0.3300","主要來源為辦公室廢紙。","N/A","N/A","","","N/A"
"=""2472""","立隆電","129.5720","423.4980","553.0700","立隆電子、立隆(蘇州)、立隆(惠州)、立隆(蘇州)科技","0.0606","公噸/百萬元營業額","","","N/A"
"=""2474""","可成","389.1000","73,884.5800","74,273.6800","母公司+重要營運據點(宿遷廠)","4.1100","公噸/百萬元營業額","0.0200%","0.5200%","ISO 14001"
"=""2476""","鉅祥","0.0000","156.9370","156.9370","鉅祥企業股份有限公司「新屋廠」桃園市新屋區九洲路1號、「新屋廠廠外宿舍」桃園市新屋區校前路143巷35,37號","0.0961","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2477""","美隆電","0.0000","11.3400","11.3400","桃園市桃園區幸福路99號","0.0043","公噸/百萬元營業額","","","N/A"
"=""2478""","大毅","1,956.1680","393.4180","2,349.5860","2024全年度台灣廠區廢棄物總量統計","0.0120","公噸/產品","97.9600%","83.2500%","N/A"
"=""2480""","敦陽科","0.0000","4.9400","4.9400","母公司敦陽科技(股)公司及其子公司敦陽資訊(股)公司","0.0007","公噸/百萬元營業額","","","N/A"
"=""2481""","強茂","87.3300","757.2100","844.5400","母公司之岡山廠及永安廠","0.0975","公噸/百萬元營業額","46.6600%","10.3400%","N/A"
"=""2482""","連宇","2.0000","58.5730","60.5730","母公司","N/A","N/A","","","N/A"
"=""2483""","百容","9.0185","93.2710","102.2895","僅母公司","N/A","N/A","","","N/A"
"=""2484""","希華","54.4590","64.9900","119.4490","母公司","0.0595","公噸/百萬元營業額","","","N/A"
"=""2485""","兆赫","14.9220","12.3500","27.2720","嘉太廠","0.0104","公噸/百萬元營業額","100.0000%","54.7155%","ISO 9001,ISO 14001"
"=""2486""","一詮","396.6417","90.5715","487.2132","母公司20240101~20241231","0.1878","公噸/百萬元營業額","61.0000%","81.4103%","N/A"
"=""2488""","漢平","0.8300","8.0400","8.8700","台灣母公司","N/A","N/A","","","N/A"
"=""2489""","瑞軒","29.7890","5,670.1700","5,699.9590","母公司與部分合併報表子公司","0.2500","公噸/百萬元營業額","100.0000%","","ISO 14001"
"=""2491""","吉祥全","0.0000","5.2700","5.2700","統計資料涵蓋母子公司廠區","N/A","N/A","0.0000%","0.0000%","N/A"
"=""2492""","華新科","4,027.7385","5,050.1080","9,077.8465","母公司及主要生產基地之子公司(東莞華科/蘇州華科/廣州匯僑)","0.1159","公噸/百萬元營業額","0.0000%","44.3689%","N/A"
"=""2493""","揚博","0.0000","121.3700","121.3700","合併報表內母子公司","0.0332","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2495""","普安","0.5730","0.0000","0.5730","母公司","N/A","N/A","16.5794%","","N/A"
"=""2496""","卓越","0.0000","262.0750","262.0750","本公司及重要子公司（陳立教育事業股份有限公司）","0.3135","公噸/百萬元營業額","","","N/A"
"=""2497""","怡利電","0.0000","67.4360","67.4360","僅母公司","0.0307","公噸/百萬元營業額","","","ISO 14001"
"=""2498""","宏達電","7.5790","262.0610","269.6400","範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇","0.0880","公噸/百萬元營業額","88.9167%","2.8921%","ISO 14001"
"=""2501""","國建","N/A","N/A","14,511.5000","僅母公司工地","580.4600","公噸/工地數量","","","確信準則3000號"
"=""2504""","國產","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2505""","國揚","N/A","N/A","3,705.4400","營建廢棄物及一般生活垃圾。","N/A","N/A","","","N/A"
"=""2506""","太設","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2509""","全坤建","0.0000","5.3900","5.3900","台北辧公室","0.0046","公噸/百萬元營業額","","","N/A"
"=""2511""","太子","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2514""","龍邦","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2515""","中工","0.0000","11,196.2500","11,196.2500","母公司","0.4917","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2516""","新建","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2520""","冠德","N/A","N/A","N/A","N/A","N/A","N/A","0.0000%","0.0000%","N/A"
"=""2524""","京城","0.0000","2.6100","2.6100","京城建設股份有限公司總部","0.0003","公噸/百萬元營業額","N/A","N/A","N/A"
"=""2527""","宏璟","0.0000","3,993.2500","3,993.2500","包含合併財報之境內母子公司 ","0.5497","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2528""","皇普","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2530""","華建","0.0000","12,544.0000","12,544.0000","子公司華鑑營造工地區域","1.5806","公噸/百萬元營業額","","","N/A"
"=""2534""","宏盛","0.0000","6,386.0000","6,386.0000","在建工程(北投石牌、汐止智興、新店心中央)","N/A","N/A","","","N/A"
"=""2535""","達欣工","0.0000","17,339.0000","17,339.0000","工地","1.1803","公噸/百萬元營業額","100.0000%","0.0000%","ISO 9001"
"=""2536""","宏普","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2537""","聯上發","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2538""","基泰","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2539""","櫻花建","0.0000","21,881.0000","21,881.0000","本公司","N/A","N/A","N/A","N/A","N/A"
"=""2540""","愛山林","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2542""","興富發","0.0000","4,413.0000","4,413.0000","子公司齊裕營造股份有限公司","0.2761","廢棄物密集度以子公司齊裕營造股份有限公司2024年營收計算(公噸/百萬元營業額)","","","N/A"
"=""2543""","皇昌","0.0000","18,279.4800","18,279.4800","皇昌營造總部據點及各施工案場","1.4705","公噸/百萬元營業額","","","N/A"
"=""2545""","皇翔","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2546""","根基","0.0000","11,053.5769","11,053.5769","總公司及2024年全國在建工地廢棄物產生量","0.7766","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2547""","日勝生","0.0000","3.5300","3.5300","母公司","0.0300","公噸/百萬元營業額","","","N/A"
"=""2548""","華固","0.0000","20.5500","20.5500","總公司7樓辦公區域","0.0029","公噸/百萬元營業額","","","N/A"
"=""2597""","潤弘","0.0000","24,885.0000","24,885.0000","(1) 台北總公司辦公室：台北市中山區八德路二段10樓、12樓(潤弘精密工程事業股份有限公司及潤陽營造股份有限公司) (2) 楊梅預鑄廠：桃園市楊梅區泰圳路1442號 (3)工地","1.2600","公噸/百萬元營業額","","","N/A"
"=""2601""","益航","0.0000","526.2100","526.2100","益航海運","0.1085","公噸/百萬元營業額","","","N/A"
"=""2603""","長榮","0.0000","4,236.5499","4,236.5499","已完成合併財務報表之母子公司","0.0091","公噸/百萬元營業額","","","ISO 14064-3"
"=""2605""","新興","N/A","N/A","703.4826","統計船隊產出之廢棄物，包含塑膠類(一般廢棄物)、食物廢棄物(廚房廢油)及有害廢棄物(汙油水/ Sludge)。","N/A","N/A","","","N/A"
"=""2606""","裕民","N/A","N/A","0.3292","裕民自有及代管船上食物廢棄物、紙、玻璃、金屬、塑膠及食用油","0.0000","公噸/千元營業額","","","ISO 14001"
"=""2607""","榮運","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2608""","嘉里大榮","0.0000","1,444.2700","1,444.2700","母公司全組織","0.1500","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2609""","陽明","28,673.7600","235.4700","28,909.2300","母公司陸地據點及營運船舶","0.1298","公噸/百萬元營業額","","","ISO 9001,ISO 14001"
"=""2610""","華航","8.0000","2,483.0000","2,491.0000","修護園區、華航園區、高雄分公司辦公室作業、台灣據點貴賓室服務、返TPE航班及桃機備餐及貨運服務資訊。","0.0142","公噸/百萬元營業額","","","ISO 14001"
"=""2611""","志信","0.0000","2.1813","2.1813","已完成母公司。","N/A","N/A","","","N/A"
"=""2612""","中航","0.0000","67.0000","67.0000","本公司統計數據涵蓋海運、陸運、倉儲物流及商用車等合併公司。","N/A","N/A","","","N/A"
"=""2613""","中櫃","0.0000","520.0630","520.0630","基隆站、五堵站、台中站、31W、臺實","0.1583","公噸/百萬元營業額","","","N/A"
"=""2614""","東森","0.0000","51.0321","51.0321","已完成母公司","0.0329","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2615""","萬海","25,830.8300","710.7600","26,541.5900","合併財務報表之母子公司 ","0.1600","公噸/百萬元營業額","","","N/A"
"=""2616""","山隆","0.0000","495.0642","495.0642","母公司+加油站+廠區+倉庫","N/A","N/A","","","N/A"
"=""2617""","台航","0.0000","5.3300","5.3300","母公司據點","0.0012","公噸/百萬元營業額","","","N/A"
"=""2618""","長榮航","0.1000","220.6000","220.7000","南崁園區及台北航空大樓民用運輸之後勤管理服務","0.5770","長榮航空總部 平均每人每日廢棄物產出量(KG)","","","ISO 14001"
"=""2630""","亞航","315.5800","39.4180","354.9980","松山廠、台中廠、台南廠(含歸仁場站)、屏東廠、空勤外站(高雄、花蓮、台東機場)、停機線維修(桃園、台中、台南、高雄機場)","0.0683","公噸/百萬元營業額","","","N/A"
"=""2633""","台灣高鐵","23.6400","7,058.2900","7,081.9300","基地及車站","0.1332","公噸/百萬元營業額","","","N/A"
"=""2634""","漢翔","1,541.0478","2,198.9656","3,740.0134","母公司(台中廠區、沙鹿廠區、岡山廠區)","0.0953","公噸/百萬元營業額","","","ISO 14001"
"=""2636""","台驊控股","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A"
"=""2637""","慧洋-KY","0.0000","381.0000","381.0000","已完成合併財務報表之母子公司","2.9822","公噸/船數(加權平均)","","0.0000%","N/A"
"=""2642""","宅配通","0.0000","765.0000","765.0000","已完成合併財務報表之母子公司","N/A","N/A","","","N/A"
"=""2645""","長榮航太","241.1300","1,607.1300","1,848.2600","長榮航太母公司(不包含松山駐點維修區)","N/A","N/A","","","N/A"
"=""2646""","星宇航空","0.0000","1,007.6600","1,007.6600","數據統計範疇涵蓋臺灣總公司及其主要營運據點，2024年統計範疇擴大至全球營運據點，包含臺灣新增之辦公室據點，以及海外10處分公司及其營運據點。 ","0.0283","公噸/百萬元營業額","","","ISO 14001"
"=""2701""","萬企","0.0000","240.0000","240.0000","以萬華企業為主體","0.8276","公噸/百萬元營業額","","","N/A"
"=""2702""","華園","N/A","55.2800","55.2800","一般廢棄物、廚餘、食用油","N/A","N/A","","","N/A"
"=""2704""","國賓","0.0000","716.2456","716.2456","台北館、新竹館","0.5501","公噸/百萬元營業額","","","N/A"
"=""2705""","六福","0.0000","878.4530","878.4530","母公司","0.3779","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2706""","第一店","0.0000","13.2000","13.2000","本公司以下營運據點：第一華僑大飯店股份有限公司","0.0371","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2707""","晶華","0.0000","1,915.7790","1,915.7790","母公司+子公司","0.3407","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2712""","遠雄來","N/A","314.4370","314.4370","母公司","0.8857","公噸/百萬元營業額","","","N/A"
"=""2722""","夏都","0.0000","275.7100","275.7100","包含合併財務報表之母子公司","0.4366","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2723""","美食-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2727""","王品","2,040.0000","0.0000","2,040.0000","廢棄物計算獨立店面廢油及廚餘量(非獨立店面由賣場統一處理)，廚餘、廢食用油共2,040t","0.1133","公噸/百萬元營業額","","","其他(各店廢油、廚餘皆採用環保部核可廠商)"
"=""2731""","雄獅","0.0000","41.8647","41.8647","母公司。","0.0035","公噸/百萬元營業額","","","ISO 14001"
"=""2739""","寒舍","0.0000","2,444.6690","2,444.6690","母公司","0.4859","公噸/百萬元營業額","","","N/A"
"=""2748""","雲品","0.0000","386.1100","386.1100","總管理處、君品酒店、雲品溫泉酒店、頤品大飯店。","0.1580","公噸/百萬元營業額","","","N/A"
"=""2753""","八方雲集","0.0000","4,269.6140","4,269.6140","廢棄物統計包含台灣廠區之污泥及食物廢棄物。","0.0860","公噸/產品","","","N/A"
"=""2762""","世界健身-KY","N/A","N/A","N/A","N/A","N/A","N/A","0.0000%","0.0000%","N/A"
"=""2801""","彰銀","0.0000","1,390.8549","1,390.8549","國內、外及子公司全數營業據點","0.0333","公噸/百萬元營業額","","","ISO 14001"
"=""2812""","台中銀","0.0000","24.4900","24.4900","總行（民權大樓）","N/A","N/A","","","N/A"
"=""2816""","旺旺保","N/A","N/A","0.0000","N/A","N/A","N/A","0.0000%","0.0000%","N/A"
"=""2820""","華票","0.0000","0.2159","0.2159","本公司所屬行業別為票券金融業，數據邊界範圍為總公司及5 間分公司營業據點，涵蓋範圍包括所使用辦公樓層，廢棄物主要為同仁日常辦公產生之廢棄物，主要為紙類、金屬類(鐵&鋁罐)、塑膠類(寶特瓶&塑膠餐盒)、玻璃瓶及電池，無有害或有毒廢棄物均為非有害廢棄物，盤查涵蓋範圍為100%。","N/A","N/A","","","N/A"
"=""2832""","台產","0.0000","11.7579","11.7579","總公司","0.0016","公噸/百萬元營業額","N/A","N/A","N/A"
"=""2834""","臺企銀","0.0000","228.8635","228.8635","合併財務報表之母子公司","0.0041","公噸/百萬元營業額","","","ISO 14001,ISO 14064-1"
"=""2836""","高雄銀","0.0000","58.4840","58.4840","高雄銀行全行據點","0.0133","公噸/百萬元營業額","","","ISO 14001"
"=""2838""","聯邦銀","0.0000","174.7000","174.7000","母公司","0.0103","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2845""","遠東銀","0.0000","37.0913","37.0913","本行板橋大人國及文化奇蹟大樓","0.0501","人均","","","ISO 14001"
"=""2849""","安泰銀","0.0000","56.9500","56.9500","已完成母公司(安泰商業銀行股份有限公司53個據點)","0.0103","公噸/百萬元營業額","0.0000%","0.0000%","ISAE3410"
"=""2850""","新產","0.0000","62,906.0659","62,906.0659","總公司+新竹分公司","N/A","公噸/百萬元營業額","","","N/A"
"=""2851""","中再保","N/A","N/A","12.0300","已完成母公司","0.0005","公噸/百萬元營業額","","","N/A"
"=""2852""","第一保","0.0000","5.7400","5.7400","總公司及分公司","N/A","N/A","","","N/A"
"=""2855""","統一證","0.0000","72.0558","72.0558","總公司及分公司","0.0059","公噸/百萬元營業額","","","ISO 14001,ISO 14064-3"
"=""2867""","三商壽","N/A","N/A","N/A","N/A","N/A","N/A","0.0000%","0.0000%","N/A"
"=""2880""","華南金","0.0000","724.4310","724.4310","已完成合併財務報表之母子公司","0.0386","公噸/人","","","ISO 14064-1"
"=""2881""","富邦金","0.0000","1,229.9488","1,229.9488","富邦金控、富邦人壽、台北富邦銀行、富邦產險、富邦證券、富邦證券投資信託、富邦期貨、富邦育樂、富邦運動場館、北富銀創投、富邦證券投資顧問、富邦私募股權、富邦綜合保險代理人、富邦金控創業投資、富邦資產管理。","0.0319","公噸/員工人數","","","N/A"
"=""2882""","國泰金","0.0000","2,002.5535","2,002.5535","包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募、電業)之國內據點","26.7285","公斤/人(公斤/總員工數)","N/A","N/A","ISO 14001"
"=""2883""","凱基金","0.0000","1,027.0000","1,027.0000","凱基金控及其子公司全球所有營運據點（ 除清算中的凱基銀行海外據點－中華開發國際租賃)","0.0000","公噸/百萬元營業額","","","ISO 14001"
"=""2884""","玉山金","0.0000","523.4140","523.4140","包含母公司個體之海內外營運據點","0.0069","公噸/百萬元營業額","","","ISO 14001"
"=""2885""","元大金","0.0000","636.1000","636.1000","全集團","53.4600","公斤/人","","","ISO 14001"
"=""2886""","兆豐金","0.0000","480.0460","480.0460","全臺營運據點 ","0.0283","公噸/員工數","","","ISAE 3000"
"=""2887""","台新金","0.0000","745.5351","745.5351","以5棟主要自有大樓之廢棄物噸數推估至全金控","0.0086","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""2889""","國票金","0.0000","49.9673","49.9673","2024年度盤查邊界包括國票金融控股公司、國票綜合證券股份有限公司、國際票券金融股份有限公司、國票創業投資股份有限公司、國票證券投資顧問股份有限公司、國票證創業投資股份有限公司、國票期貨股份有限公司","0.0061","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""2890""","永豐金","0.0000","554.4700","554.4700","金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資)之國內所有營運據點納入統計範疇","0.0580","公噸/國內總人數","","","AA1000 ASv3第二類型高度保證等級"
"=""2891""","中信金","0.0000","1,471.0000","1,471.0000","中信金控、中信銀行(含泰、日子行)、金控轄下各子公司總部(不含總部園區商家)及仲信租賃。","0.0550","公噸/人","","","ISO 14001,ISO14064-1"
"=""2892""","第一金","N/A","N/A","314.6200","第一銀行、第一金證券、第一金投信、第一金人壽及第一金AMC之國內全數分支機構及第一銀行海外營運據點。","0.0044","公噸/百萬元營業額","","","ISO 14001"
"=""2897""","王道銀行","0.0000","64.7200","64.7200","包含母公司個體之全球營運據點","0.0520","公噸/員工人數","","","N/A"
"=""2901""","欣欣","0.0000","126.0200","126.0200","已完成母公司","0.1714","公噸/百萬元營業額","","","N/A"
"=""2903""","遠百","0.0000","7,602.0000","7,602.0000","各分公司","0.0002","公噸/服務","","","N/A"
"=""2904""","匯僑","40.4500","7.9600","48.4100","臺中港西二槽區及西五槽區","0.0984","公噸/百萬元營業額","","","N/A"
"=""2905""","三商","0.0000","1.1090","1.1090","母公司","0.0000","公噸/百萬元營業額","","","N/A"
"=""2906""","高林","0.0000","16.9620","16.9620","廢棄物管理之盤查邊界涵蓋總部辦公室、樹林物流中心。","N/A","N/A","","","N/A"
"=""2908""","特力","0.0000","366.2680","366.2680","特力股份有限公司","0.0210","公噸/百萬元營業額","","","N/A"
"=""2910""","統領","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2911""","麗嬰房","N/A","N/A","0.0000","N/A","N/A","N/A","","","N/A"
"=""2912""","統一超","0.0000","64,467.8043","64,467.8043","母公司","6.2722","公噸/門市","","","AA1000"
"=""2913""","農林","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2915""","潤泰全","0.0000","368.8800","368.8800","母公司","0.1300","公噸/百萬元營業額","","","N/A"
"=""2923""","鼎固-KY","0.0000","24,892.0000","24,892.0000","包含母子公司主要項目據點、上海打浦橋日月光中心、上海嘉定日月光中心、上海嘉定日月光辦公樓、上海御華山","2.9100","公噸/百萬元營業額","","","N/A"
"=""2929""","淘帝-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""2939""","永邑-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""2945""","三商家購","2.5000","435.5000","438.0000","廢棄物統計範圍包含物流中心(觀音倉庫)","N/A","N/A","","0.5700%","N/A"
"=""3002""","歐格","0.0000","13.1800","13.1800","母公司","0.0370","公噸/百萬元營業額","","","N/A"
"=""3003""","健和興","116.2270","48.7380","164.9650","彰濱線西總廠、南二廠、彰濱三廠、金屬表面處理廠","0.0552","公噸/百萬元營業額","100.0000%","70.4556%","ISO 14001"
"=""3004""","豐達科","281.8912","304.9501","586.8413","母公司各廠區","0.1680","公噸/百萬元營業額","28.7642%","48.0353%","ISO 14001"
"=""3005""","神基","1,182.4756","5,334.8664","6,517.3420","資料範圍涵蓋神基控股暨合併財務報表之八家重要子公司，覆蓋率達合併營收約90%。","0.1827","公噸/百萬元營業額","81.3280%","18.1435%","ISO 14001"
"=""3006""","晶豪科","0.4566","16.3600","16.8166","竹科總部","29.2014","人均用量","100.0000%","2.7152%","ISO 14001"
"=""3008""","大立光","80.8300","4,984.5000","5,065.3300","母公司","0.0850","公噸/百萬元營業額","100.0000%","15.9600%","ISO 14001"
"=""3010""","華立","51.9900","51.9200","103.9100","母公司華立及子公司全順､國軒","0.2175","公噸/百萬元營業額","0.0000%","","N/A"
"=""3011""","今皓","1.2845","68.6388","69.9233","本公司以下營運據點：今晧實業股份有限公司、今皓光電(崑山)有限公司、泰國廠  J.B.T Industrial Co., Ltd. (J.B.T)","0.0607","公噸/百萬元營業額","0.0000%","1.8400%","ISO 9001,ISO 14001"
"=""3013""","晟銘電","229.0000","6,565.0000","6,794.0000","包含合併財務報表之母子公司","N/A","N/A","97.0000%","3.4000%","N/A"
"=""3014""","聯陽","1.7094","36.9300","38.6394","母公司","0.0058","公噸/百萬元營業額","0.0000%","4.4240%","ISO 14001"
"=""3015""","全漢","22.9997","406.0820","429.0817","廠區包含全漢企業股份有限公司總部、桃⼆廠區與桃三廠、全漢企業股份有限公司⾼雄分公司、輝⼒廠、仲漢電⼦(深圳)有限公司、深圳市眾漢科技有限公司福永廠、無錫全漢科技有限公司、東莞普特、善元科技","3.6989","公噸/百萬元營業額","100.0000%","5.3600%","ISO 14001"
"=""3016""","嘉晶","4.4120","153.0124","157.4244","邊界為嘉晶主要生產製造廠區。(嘉積廠於2024.11.26取得工廠登記證，故以上數字並未含嘉積廠)。","0.0383","公噸/百萬元營業額","30.6437%","2.8026%","ISO 14001"
"=""3017""","奇鋐","1,809.9900","15,385.7300","17,195.7200","包含合併報表所有公司，除富世達為上市公司單獨出具相關報告。","0.2400","公噸/百萬元營業額","2.0700%","10.5300%","N/A"
"=""3018""","隆銘綠能","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3019""","亞光","16.1500","66.6400","82.7900","台灣廠區","0.0036","公噸/百萬元營業額","N/A","","N/A"
"=""3021""","鴻名","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3022""","威強電","1.3850","0.5670","1.9520","母公司","0.0004","公噸/百萬元營業額","","","N/A"
"=""3023""","信邦","54.0900","3,009.6500","3,063.7400","本公司、100%持股子公司","0.0900","公噸/百萬元營業額","28.3800%","1.7700%","N/A"
"=""3024""","憶聲","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","N/A"
"=""3025""","星通","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3026""","禾伸堂","307.6640","694.7950","1,002.4590","臺北總公司、桃園龍潭一廠、桃園龍潭二廠、宜蘭利澤工廠","0.0756","公噸/產品","97.3120%","30.6909%","N/A"
"=""3027""","盛達","8.6000","3.7800","12.3800","盛達新店廠","N/A","N/A","","","ISO 9001,ISO 14001"
"=""3028""","增你強","N/A","19.7500","19.7500","台北總公司、新竹、台中及高雄營運據點","0.0014","公噸/百萬元營業額","0.0000%","","N/A"
"=""3029""","零壹","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3030""","德律","N/A","N/A","N/A","N/A","0.0112","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""3031""","佰鴻","2.2400","230.0100","232.2500","已完成合併財務報表之母子公司","0.1972","公噸/百萬元營業額","9.3750%","0.9640%","ISO 9001,生活垃圾除外，其餘有驗證。"
"=""3032""","偉訓","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""3033""","威健","0.0000","126.5000","126.5000","母公司台灣營業據點","0.0028","公噸/百萬元營業額","0.0000%","","N/A"
"=""3034""","聯詠","0.0000","473.6100","473.6100","母公司","0.0046","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14064-1"
"=""3035""","智原","0.8400","25.0700","25.9100","僅⺟公司(新⽵營運據點、台北及台南辦公室)為統計邊界","0.0023","公噸/百萬元營業額","3.2200%","3.2200%","AA1000 (高度保證)"
"=""3036""","文曄","0.8700","146.5800","147.4500","台灣、香港、新加坡","0.0002","公噸/百萬元營業額","0.0000%","0.5900%","N/A"
"=""3037""","欣興","76,088.0000","43,397.0000","119,485.0000","母公司及部分子公司","1.0400","公噸/百萬元營業額","92.1300%","63.6800%","ISO 14001,UL 2799"
"=""3038""","全台","26.1900","178.8800","205.0700","母公司及東莞廠","0.0280","公噸/KPCS","","","N/A"
"=""3040""","遠見","0.0000","3.4160","3.4160","本集團","0.0248","公噸/百萬元營業額","","","N/A"
"=""3041""","揚智","0.0000","29.0000","29.0000","母公司","0.0178","公噸/百萬元營業額","","","N/A"
"=""3042""","晶技","311.4400","110.0300","421.4700","平鎮廠","0.0429","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001,確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」(係參考國際確信準則ISAE 3000 Revised訂定)進行獨立有限確信。"
"=""3043""","科風","0.0000","4.5500","4.5500","廠區員工生活廢棄物","N/A","N/A","","","N/A"
"=""3044""","健鼎","103,394.0000","35,598.0000","138,992.0000","包含合併財務報告子公司","2.1122","公噸/百萬元營業額","97.0000%","","ISO 9001,ISO 14001,UL 2799"
