"報告年度:2024","議題:廢棄物管理"
"公司代號","公司名稱","有害廢棄物(公噸(t))-有害廢棄物(公噸(t))","非有害廢棄物(公噸(t))-非有害廢棄物(公噸(t))","總重量(有害+非有害)(公噸(t))-總重量(有害+非有害)(公噸(t))","資料邊界-資料邊界","廢棄物密集度-密集度(公噸/單位)","廢棄物密集度-單位","產品生產過程所製造之有害廢棄物回收百分比-產品生產過程所製造之有害廢棄物回收百分比","有害廢棄物之百分比-有害廢棄物之百分比","驗證標準-取得驗證"
"=""6776""","展碁國際","0.0000","10.4400","10.4400","其他：申報公司及100%持股子公司","0.0004","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""6781""","AES-KY","27.7549","238.7620","266.5169","已完成合併財務報表之母子公司,其他(申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。)","0.0266","公噸/百萬元營業額","","","ISO 14001"
"=""6782""","視陽","63.0000","2,388.0000","2,451.0000","馬來西亞子公司(工廠)","0.6670","公噸/百萬元營業額","","","N/A"
"=""6789""","采鈺","1,818.0000","826.0000","2,644.0000","采鈺公司新竹廠、中壢廠及龍潭廠","0.2643","公噸/百萬元營業額","98.1848%","68.7595%","N/A"
"=""6790""","永豐實","0.0000","4,882.0000","4,882.0000","台灣區主要紙品工廠","0.0476","公噸/產品","0.0000%","0.0000%","ISO 9001,ISO 14001"
"=""6792""","詠業","301.7600","82.7900","384.5500","詠業科技詠榮廠、詠智廠","0.3124","公噸/百萬元營業額","0.0000%","78.4700%","ISO 14001"
"=""6794""","向榮生技-創","0.0000","2.1700","2.1700","臺灣營運地區（臺北總公司、細胞製劑廠、化妝品廠）","0.0680","公噸/百萬元營業額","","","N/A"
"=""6796""","晉弘","0.0900","0.0060","0.0960","台灣母公司","0.0002","公噸/百萬元營業額","","","N/A"
"=""6799""","來頡","0.0716","0.4325","0.5041","已完成母公司","0.0006","公噸/百萬元營業額","100.0000%","14.0000%","N/A"
"=""6805""","富世達","2.1930","92.5190","94.7120","台灣地區、大陸地區、越南地區","0.0115","公噸/百萬元營業額","","","N/A"
"=""6806""","森崴能源","0.0000","1.7030","1.7030","數據統計僅包含頂埔大樓森崴能源總部，且根據整棟大樓以人數進行平均分攤。","0.0015","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""6807""","峰源-KY","163.0000","7,274.0000","7,437.0000","主要生產基地","1.4877","公噸/百萬元營業額","","","N/A"
"=""6830""","汎銓","0.9600","1.9500","2.9100","僅台灣母公司","0.0018","公噸/百萬元營業額","","","N/A"
"=""6834""","天二科技","264.0300","166.7700","430.8000","已完成母公司","N/A","N/A","100.0000%","61.0000%","ISO 14001"
"=""6835""","圓裕","269.6400","28.3000","297.9400","昆山圆裕電子科技有限公司 圆裕電子（昆山）有限公司","0.1222","公噸/百萬元營業額","","","N/A"
"=""6838""","台新藥","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6854""","錼創科技-KY創","109.1300","30.1700","139.3000","錼創顯示科技股份有限公司","0.0085","公噸/產品","","78.3400%","ISO 14001"
"=""6861""","睿生光電","0.0000","17.8590","17.8590","母公司","0.0090","公噸/百萬元營業額","62.7200%","0.0000%","ISO 14001"
"=""6862""","三集瑞-KY","49.1700","359.7710","408.9410","與本公司合併財務報表母子公司之數據邊界一致","0.1859","公噸/百萬元營業額","31.6860%","12.0237%","N/A"
"=""6863""","永道-KY","19.6400","3,726.1800","3,745.8200","台北、揚州","N/A","N/A","","0.5264%","ISO 9001,ISO 14001"
"=""6869""","雲豹能源","0.0000","13.5000","13.5000","僅母公司雲豹能源科技股份有限公司","N/A","N/A","0.0000%","0.0000%","N/A"
"=""6873""","泓德能源","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6885""","全福生技","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6887""","寶綠特-KY","48.2600","2,494.3140","2,542.5740","已完成合併財務報表之母子公司","0.4670","公噸/百萬元營業額","","","ISO 14001"
"=""6890""","來億-KY","1,177.7149","14,582.0585","15,759.7734","臺灣總部、樂億、樂億Ⅱ、億春、億柏、億碩、昌億、嘉智、億泉、億福、歐紐","0.4181","公噸/百萬元營業額","0.0000%","7.4729%","N/A"
"=""6901""","鑽石投資","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6902""","GOGOLOOK-創","0.0000","3.3750","3.3750","走著瞧股份有限公司所在台北市辦公空間","0.0039","公噸/百萬元營業額","","","N/A"
"=""6906""","現觀科","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6909""","創控","0.0000","0.5280","0.5280","已完成母公司","0.0011","公噸/百萬元營業額","","","N/A"
"=""6914""","阜爾運通","0.0000","154.6200","154.6200","母公司","N/A","N/A","","","N/A"
"=""6916""","華凌","60.9700","58.6700","119.6400","台灣總部及中科廠","0.0588","公噸/百萬元營業額","","50.9612%","N/A"
"=""6918""","愛派司","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6919""","康霈*","N/A","N/A","N/A","N/A","N/A","N/A","","1.3236%","N/A"
"=""6923""","中台","8,427.8390","4,995.6760","13,423.5150","中台一廠、二廠及三廠。","7.8192","公噸/百萬元營業額","","","N/A"
"=""6924""","榮惠-KY創","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6928""","攸泰科技","0.0000","134.4794","134.4794","台灣區","0.0665","公噸/百萬元營業額","","","ISO 14001"
"=""6931""","青松健康","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6933""","AMAX-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""6936""","永鴻生技","3.8900","84.8306","88.7206","本公司之新竹廠","0.0686","公噸/百萬元營業額","","","N/A"
"=""6937""","天虹","0.0000","25.0700","25.0700","統計範疇為天虹科技總部／天虹科技湖口廠","0.0097","公噸/百萬元營業額","","","N/A"
"=""6944""","兆聯實業","0.0000","220.7000","220.7000","已完成母公司 ","0.0200","公噸/百萬元營業額","","","N/A"
"=""6949""","沛爾生醫-創","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6951""","青新-創","0.0000","238.3300","238.3300","合併財務報表之母子公司","0.3400","公噸/百萬元營業額","","","N/A"
"=""6952""","大武山","0.0000","25,331.9400","25,331.9400","大武山公司屏東場區、台南場區以及雲林場區","2.5300","廢棄物總量（公噸） / 年在養雞數（百隻）。","","","ISO 14001"
"=""6955""","邦睿生技-創","N/A","N/A","N/A","N/A","N/A","N/A","100.0000%","N/A","N/A"
"=""6957""","裕慶-KY","4.0000","1,011.0000","1,015.0000","本年度報告書資訊揭露之組織邊界以生產基地為考量，範圍僅涵蓋裕慶集團之台灣分公司、子公司蘇州裕慶金屬制品有限公司及昆山環宇木業有限公司之營運與生產據點，其中Beeline Corp、BEELINE Group LLC及郁智康股份有限公司之性質為投資控股或貿易性質而未列入。","0.2200","公噸/百萬元營業額","N/A","N/A","N/A"
"=""6958""","日盛台駿","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""6962""","奕力-KY","0.0000","18.8622","18.8622","奕力科技新竹辦公室","0.0008","公噸/百萬元營業額","N/A","","N/A"
"=""6965""","中傑-KY","247.7300","2,157.6910","N/A","台灣總部、中國上高廠、越南寧平廠","N/A","N/A","","","N/A"
"=""6969""","成信實業*-創","0.0000","27.3070","27.3070","已完成母公司","0.1360","公噸/百萬元營業額","","","N/A"
"=""6988""","威力暘-創","5.2760","0.0200","5.2960","母公司","N/A","N/A","","","N/A"
"=""6994""","富威電力","0.0000","17.3097","17.3097","數據僅涵蓋頂埔大樓富威電力總部及富威電力蘇澳分公司","N/A","N/A","0.0000%","0.0000%","N/A"
"=""7631""","聚賢研發","0.0000","35.4400","35.4400","北中南辦公區","N/A","N/A","0.0000%","0.0000%","N/A"
"=""7705""","三商餐飲","0.0000","422.3800","422.3800","三商餐飲中央廚房","N/A","N/A","","","N/A"
"=""7722""","LINEPAY","0.0000","16.7904","16.7904","連加網路商業股份有限公司個體公司","0.0027","公噸/百萬元營業額","","","N/A"
"=""7732""","金興精密","28.7360","994.7700","1,023.5100","已完成合併財務報表之母子公司","0.6018","公噸/百萬元營業額","","","N/A"
"=""7736""","虎山","0.0000","35.7000","35.7000","母公司","N/A","N/A","","","N/A"
"=""7740""","熙特爾","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""7749""","意騰-KY","0.0000","1.6409","1.6409","統計範圍為意騰科技總公司","N/A","N/A","","","N/A"
"=""7788""","松川精密","52.5700","2,368.6100","2,421.1800","已完成母公司台灣廠區","0.5374","公噸/百萬元營業額","","","ISO 14001"
"=""8011""","台通","0.0000","121.3570","121.3570","總部+工廠","N/A","N/A","","","N/A"
"=""8016""","矽創","2.1229","3.2563","5.3792","矽創(新竹總公司及臺北辦公室)","0.0005","公噸/百萬元營業額","100.0000%","39.4650%","N/A"
"=""8021""","尖點","0.0000","86.3400","86.3400","僅母公司","N/A","N/A","","","ISO 14001"
"=""8028""","昇陽半導體","1,246.4460","1,815.4821","3,061.9281","盤查廠址:新竹巿力行路6號;台中巿梧棲區建七路2號","0.8621","公噸/百萬元營業額","0.0000%","40.7079%","ISO 14001"
"=""8033""","雷虎","0.0000","17.0300","17.0300","雷虎科技母公司","0.1207","公噸/百萬元營業額","","","N/A"
"=""8039""","台虹","996.8200","1,136.6100","2,133.4300","一廠、二廠、三廠、五廠","N/A","N/A","56.7900%","","ISO 14001"
"=""8045""","達運光電","0.0000","36.0000","36.0000","已完成母公司","0.0002","公噸/百萬元營業額","","","N/A"
"=""8046""","南電","11,801.0000","3,837.0000","15,638.0000","母公司","0.4800","公噸/百萬元營業額","92.8000%","","N/A"
"=""8070""","長華*","13,124.0000","4,814.0000","17,938.0000","包含合併財務報表之母子公司","0.0010","公噸/千元營業額","70.0000%","73.0000%","確信準則3000號（TWSAE3000）"
"=""8072""","陞泰","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""8081""","致新","0.5650","13.1070","13.6720","僅母公司","0.0019","公噸/百萬元營業額","","","N/A"
"=""8101""","華冠","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""8103""","瀚荃","0.0000","0.4699","0.4699","新北市淡水區中正東路一段3巷9號9樓","N/A","N/A","","","ISO 9001"
"=""8104""","錸寶","26.0050","50.9800","76.9850","母公司-錸寶 ","N/A","N/A","34.1312%","33.7794%","N/A"
"=""8105""","凌巨","1,182.5278","2,551.7590","3,734.2868","凌巨科技股份有限公司台灣八德廠、台灣新竹廠、台灣頭份廠、大陸和霖廠","0.4259","公噸/百萬元營業額","39.8232%","31.6668%","ISO 14001"
"=""8110""","華東","28.3850","504.4150","532.8000","僅母公司","0.1064","公噸/百萬元營業額","100.0000%","5.3300%","ISO 14001"
"=""8112""","至上","0.3330","1.4970","1.8300","僅包含至上電子(母公司)","N/A","N/A","N/A","18.1967%","N/A"
"=""8114""","振樺電","0.0000","33.0490","N/A","母公司","N/A","N/A","","","N/A"
"=""8131""","福懋科","65.5500","390.4400","455.9900","福懋科技公司全廠區","0.0596","公噸/百萬元營業額","0.0000%","14.3800%","ISO 14001"
"=""8150""","南茂","891.6700","1,508.9200","2,400.5800","113年度南茂集團台灣六個廠區","0.1058","公噸/百萬元營業額","10.7800%","37.1439%","ISO 14001"
"=""8162""","微矽電子-創","199.9200","357.4100","557.3300","公司竹東廠及竹南廠","0.5237","公噸/百萬元營業額","","","中華民國確信準則3000號"
"=""8163""","達方","1,624.7520","1,871.3640","3,496.1160","達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠、越南廠)","0.2465","公噸/百萬元營業額","81.6894%","46.4731%","ISO 14001"
"=""8201""","無敵","3.2685","12.1900","15.4585","有害事業廢棄物僅統計台灣地區2024年度資料。","N/A","N/A","N/A","N/A","N/A"
"=""8210""","勤誠","13.8600","3,817.5600","3,831.4200","勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室、德國辦公室、中國辦公室","N/A","N/A","","","N/A"
"=""8213""","志超","38,219.2000","10,216.5000","48,435.7000","本公司(母公司)、統盟無錫、祥豐中山、志超遂寧、志超越南、志昱科技","2.7352","公噸/百萬元營業額","83.6800%","78.9100%","ISO 14001"
"=""8215""","明基材","504.5600","1,874.7780","2,379.3380","桃園廠區、雲林廠區及大陸廠區","0.1280","公噸/百萬元營業額","81.3800%","","ISO 9001,ISO 14001"
"=""8222""","寶一","51.5900","87.3100","138.9000","母公司","N/A","N/A","19.5700%","37.1400%","N/A"
"=""8249""","菱光","0.0000","0.0814","0.0814","母公司","0.0019","公噸/百萬元營業額","","","N/A"
"=""8261""","富鼎","0.0000","7.5210","7.5210","母公司","0.0026","公噸/百萬元營業額","","","N/A"
"=""8271""","宇瞻","9.4000","60.4800","69.8800","已盤查製造業者","0.0089","公噸/百萬元營業額","","","ISO 14001,確信準則3000號"
"=""8341""","日友","6,060.3970","5,646.4910","11,706.0880","日友公司雲林廠、彰濱廠(為符合GRI、SASB準則，應揭露所有衍生廢棄物產生量，故重新檢視廠內衍生廢棄物產出量，除焚化製程底渣、飛灰外，新增揭露MVR固體物、濾袋及耐火材，物化製程污泥，固化製程集塵灰等衍生廢棄物)。","N/A","N/A","N/A","51.8000%","ISO 14001"
"=""8367""","建新國際","0.0000","25.2000","25.2000","建新國際總公司營運與服務據點（尚不包含子公司）。,補充","0.0169","公噸/百萬元營業額","","","N/A"
"=""8374""","羅昇","0.0000","15.3900","16.3900","台灣物流中心","0.0150","公噸/百萬元營業額","","","N/A"
"=""8404""","百和興業-KY","162.9300","5,429.2200","5,592.1500","江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司","0.8200","公噸/百萬元營業額","","","N/A"
"=""8411""","福貞-KY","1,407.6415","7,085.6160","8,493.2575","本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」、「山東福貞金屬包裝有限公司」、「河南福貞金屬包裝有限公司」)作為揭露範疇","N/A","N/A","","","N/A"
"=""8422""","可寧衛","8.7800","35,468.4720","35,477.2520","本公司以下營運據點：上評資源循環股份有限公司、大倉實業股份有限公司、大寧股份有限公司、可寧衛企業股份有限公司、可寧衛股份有限公司-固化廠、可寧衛股份有限公司-總部、吉鼎材料股份有限公司、吉衛股份有限公司","6.8636","公噸/百萬元營業額","0.0000%","0.0200%","ISO 14001"
"=""8429""","金麗-KY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""8438""","昶昕","53.9500","274.4300","328.3800","大園一廠、大園廠、海湖廠、蘆竹廠、含銅廢液廠 ","N/A","N/A","","","N/A"
"=""8442""","威宏-KY","41.9100","1,328.6300","1,370.5400","合併財務報表之母子公司","N/A","N/A","","","N/A"
"=""8443""","阿瘦","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""8454""","富邦媒","0.0000","927.8422","927.8422","合併財務報表之母子公司。","0.0137","公噸/人 (註)廢棄物密集度為momo總部大樓廢棄物總量/momo總部大樓總人數 ","","","ISO 14001"
"=""8462""","柏文","0.0000","360.8098","360.8098","包含合併財務報表之母子公司","0.0704","公噸/百萬元營業額","","","N/A"
"=""8463""","潤泰材","0.0000","1,208.6900","1,208.6900","母公司個體(涵蓋所有營運據點)","0.2586","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""8464""","億豐","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""8466""","美吉吉-KY","0.0000","739.1142","739.1142","美喆國際企業股份有限公司(土城總公司：新北市土城區大暖路126號及台南廠區：台南市安南區工業三路16號) 東莞美哲塑膠製品有限公司 東莞普隆塑膠製品有限公司","0.1914","公噸/百萬元營業額","","","N/A"
"=""8467""","波力-KY","118.9800","1,486.0400","1,605.0200","台灣總公司/台灣大里廠/桐鄉波力/桐鄉健佑","N/A","N/A","","","N/A"
"=""8473""","山林水","0.0000","14,740.0000","14,740.0000","母公司","N/A","N/A","","","N/A"
"=""8476""","台境*","0.0000","6.9300","6.9300","母公司","0.0047","公噸/百萬元營業額","N/A","0.0000%","N/A"
"=""8478""","東哥遊艇","0.0000","750.8600","750.8600","台灣營運據點","N/A","N/A","","","N/A"
"=""8481""","政伸","0.0000","38.3750","38.3750","母公司","0.0659","公噸/百萬元營業額","","","ISO 14001"
"=""8482""","商億-KY","25.8900","197.3400","223.2300","2024年全年","N/A","N/A","","","ISO 9001"
"=""8487""","愛爾達-創","0.0000","11.5560","11.5560","本公司以下營運據點：愛爾達科技股份有限公司","0.0078","公噸/百萬元營業額","","0.0000%","N/A"
"=""8488""","吉源-KY","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""8499""","鼎炫-KY","0.3654","0.0000","0.3654","就子公司隆揚電子(昆山)股份有限公司有害廢棄物進行統計。","0.0002","公噸/百萬元營業額","","","ISO 9001,ISO 14001"
"=""8926""","台汽電","0.0000","22,901.3600","22,901.3600","台汽電官田廠","3.8872","公噸/百萬元營業額","0.0000%","","確信準則3000號（TWSAE3000）"
"=""8940""","新天地","0.0000","24,795.3100","24,795.3100","新天地崇德旗艦店、新天地旱溪東區店","49.9785","公噸/百萬元營業額","","","N/A"
"=""8996""","高力","0.0000","943.2320","943.2320","已完成母公司","0.2500","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""9802""","鈺齊-KY","38.2680","880.5700","918.8380","合併財務報表之母子公司","N/A","N/A","","","N/A"
"=""9902""","台火","0.0000","1.7250","1.7250","合併財務報表之母子公司","0.0071","公噸/百萬元營業額","","","N/A"
"=""9904""","寶成","8,411.2000","76,441.1000","84,852.3000","本公司製鞋業務範圍","0.0004","公噸/產品","","","113年製鞋業務範圍廢棄物數據，由臺灣檢驗科技股份有限公司(SGS Taiwan Ltd.)以AA 1000AS v3第二類型高度保證等級(Type 2 High Level) 進行保證"
"=""9905""","大華","2.5100","145.3200","147.8300","僅母公司","0.0641","公噸/百萬元營業額","","","N/A"
"=""9906""","欣巴巴","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""9907""","統一實","363.0000","3,276.0000","3,639.0000","母公司個體(包含:台灣個體一廠及二廠)","0.2200","公噸/百萬元營業額","","","N/A"
"=""9908""","大台北","0.0000","5,711.0000","5,711.0000","母公司二棟大樓 ","1.7213","公噸/百萬元營業額","0.0000%","","N/A"
"=""9910""","豐泰","5,689.0000","34,551.0000","40,240.0000","包含豐泰集團總部及各地區子公司，但不包含控股等關係企業。","0.4599","公噸/百萬元營業額","37.8098%","14.1380%","N/A"
"=""9911""","櫻花","0.0000","2,853.3190","2,853.3190","盤查邊界為台灣櫻花國內各廠區及部份子公司。","0.3000","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""9912""","偉聯","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9914""","美利達","0.0000","147.4400","147.4400","母公司","0.0081","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""9917""","中保科","0.0000","30,253.9000","30,253.9000","總公司旗下據點及分公司","3.8560","公噸/百萬元營業額","","","N/A"
"=""9918""","欣天然","N/A","N/A","11.1000","欣欣大樓","0.0056","公噸/百萬元營業額","0.0000%","0.0000%","N/A"
"=""9919""","康那香","0.0000","1,752.0000","1,752.0000","佳里廠: 臺南市佳里區民安里同安寮77-1號 口寮廠: 臺南市將軍區將軍里三吉66之1號 佳里三廠: 臺南市將軍區苓仔寮里源頭1-2號","0.8900","公噸/百萬元營業額","0.0000%","0.0000%","ISO 9001,ISO 14001"
"=""9921""","巨大","3,052.4219","18,405.6232","21,458.0451","巨大集團全球製造工廠","0.0053","公噸/產品","92.0828%","14.2251%","ISO 14001"
"=""9924""","福興","15.0900","223.0000","238.0900","高雄市岡山區本洲里育才路88號","N/A","N/A","","","ISO 14001"
"=""9925""","新保","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""9926""","新海","0.0000","47.1400","47.1400","母公司","0.0200","公噸/百萬元營業額","","","N/A"
"=""9927""","泰銘","518.0400","52.5700","570.6100","全廠","0.1024","公噸/百萬元營業額","","","N/A"
"=""9928""","中視","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A"
"=""9929""","秋雨","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""9930""","中聯資源","4.3504","41,050.6879","41,055.0383","涵蓋母公司全台灣地區各廠(場)站","3.4531","公噸/百萬元營業額","0.0000%","0.0106%","ISO 14001"
"=""9931""","欣高","0.0000","46.4000","46.4000","母公司","0.4000","公噸/產品","","","N/A"
"=""9933""","中鼎","0.0000","4,097.6577","4,097.6577","中鼎工程所有營運據點","65.4000","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""9934""","成霖","0.0000","3.5800","3.5800","A.6至8及11僅揭露母公司 B.子公司(山東美林衛浴有限公司)：有害0.577公噸、非有害4018.32公噸、總計4018.897公噸、廢棄物密集度1.6683公噸/百萬元營業額","0.0005","公噸/百萬元營業額","","","ISO 9001,ISO 14001"
"=""9935""","慶豐富","0.0000","151.2900","151.2900","母公司","N/A","N/A","","","N/A"
"=""9937""","全國","122.8000","967.6900","1,090.4900","包含合併財務報表之母子公司","0.0012","公噸/產品銷售量(公秉)","N/A","","N/A"
"=""9938""","百和","487.5200","10,014.0250","10,501.5450","本公司、越南百和責任有限公司、印尼百和股份有限公司、江蘇百宏複合材料股份有限公司、東莞百宏實業有限公司及越南百宏責任有限公司","0.6917","公噸/百萬元營業額","","","ISO 14001"
"=""9939""","宏全","68.6700","16,982.2000","17,050.8700","包材、飲料事業體","1.6886","公噸/百萬元營業額","21.8157%","0.4027%","ISO 14001"
"=""9940""","信義","0.0000","417.0423","417.0423","信義房屋股份有限公司","0.0366","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
"=""9941""","裕融","0.0000","86.5530","86.5530","母公司+子公司新鑫、裕富","0.0520","公噸/員工人數","","","N/A"
"=""9942""","茂順","11.0600","1,344.1900","1,355.2500","茂順一至六廠及租賃廠","N/A","N/A","","","N/A"
"=""9943""","好樂迪","0.0000","1,603.5200","1,603.5200","合併財務報表之母子公司","0.6160","公噸/百萬元營業額","","","N/A"
"=""9944""","新麗","0.0000","232.7800","232.7800","母公司","0.1589","公噸/產品","","","N/A"
"=""9945""","潤泰新","0.0000","144.9822","144.9822","已完成母公司","0.0212","公噸/百萬元營業額","","","N/A"
"=""9946""","三發地產","0.0000","794.2900","794.2900","已完成合併財務報表之母子公司","N/A","N/A","","","N/A"
"=""9955""","佳龍","17.6085","37.9760","55.5845","已完成母公司","0.0469","公噸/百萬元營業額","","","N/A"
"=""9958""","世紀鋼","0.0000","444.3100","444.3100","世紀鋼鐵股份有限公司各工廠","0.0360","公噸/百萬元營業額","0.0000%","0.0000%","ISO 14001"
