報告年度:2023,議題:人力發展,,,,,,,,,,,
公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開)-員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開)-員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開),管理職女性主管占比-管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,職業災害-類別,火災-件數,火災-死傷人數,火災-比率(死傷人數/員工總人數)
2911,麗嬰房,609,507,520,477,41.67%,0,0.00%,,0,0,0
2912,統一超,936,793,"1,083",922,53.88%,26,0.30%,,1,0,0.00%
2913,農林,875,673,543,489,49.00%,3,1.32%,,0,0,0
2915,潤泰全,809,686,579,440,7.92%,2,0.38%,,0,0,0
2923,鼎固-KY,N/A,N/A,N/A,N/A,42.00%,0,0.00%,,0,0,0
2929,淘帝-KY,N/A,N/A,N/A,N/A,28.50%,0,0.00%,N/A,0,0,0
2939,凱羿-KY,N/A,N/A,N/A,N/A,63.64%,0,0.00%,,0,0,0
2945,三商家購,457,370,447,375,60.00%,84,2.21%,,0,0,0
3002,歐格,"1,231","1,083",883,845,55.56%,0,0.00%,,0,0,0
3003,健和興,730,598,667,614,2.36%,1,0.14%,,0,0,0
3004,豐達科,"1,174",992,860,751,27.00%,3,0.63%,,0,0,0
3005,神基,"2,541","2,309","1,750","1,526",25.87%,8,0.10%,8件職業災害，1件為砸傷與推擊，4件為夾捲壓傷，其他3件分別為撞上玻璃門、割傷及跑步絆倒。,0,0,0
3006,晶豪科,"2,305","2,052","2,124","1,970",26.85%,0,0.00%,無,0,0,0
3008,大立光,"1,229","1,089","1,139",858,10.00%,28,0.36%,,0,0,0
3010,華立,"2,118","1,867","1,394","1,153",13.70%,0,0.00%,N/A,0,0,0
3011,今皓,"1,127",987,761,664,22.00%,0,0.00%,N/A,0,0,0
3013,晟銘電,"1,362","1,131",975,914,4.00%,44,1.22%,,0,0,0
3014,聯陽,"2,870","2,630","2,523","2,346",11.22%,0,0.00%,無發生職災,0,0,0
3015,全漢,"1,162",998,971,838,28.67%,0,0.00%,職業傷害造成的死亡事故、嚴重職業傷害、可記錄職業傷害、可記錄職業傷害(承包商)、職業病、可記錄職業病,0,0,0
3016,嘉晶,"1,029",838,895,835,29.00%,0,0.00%,無,0,0,0
3017,奇鋐,"2,613","2,358","1,206","1,046",17.07%,37,1.51%,運行幾台作業過程中所致壓傷、夾傷和刮傷等,0,0,0
3018,隆銘綠能,"1,145",882,847,828,12.50%,0,0.00%,N/A,0,0,0
3019,亞光,983,842,854,716,16.13%,2,0.20%,物理傷害造成,0,0,0
3021,鴻名,771,609,723,608,38.89%,0,0.00%,,0,0,0
3022,威強電,"1,319","1,153","1,137","1,022",25.00%,0,0.00%,N/A,0,0,0
3023,信邦,898,753,729,544,47.20%,26,1.46%,墜落/物體倒塌、崩塌/被夾、被捲/跌倒/與有害物之接觸/被切、割、擦傷/與高溫、低溫之接觸/衝撞/物體飛落/感電/不當動作等,0,0,0
3024,憶聲,920,758,618,539,20.51%,0,0.00%,N/A,0,0,0
3025,星通,"1,386","1,213",979,802,40.00%,0,0.00%,,0,0,0
3026,禾伸堂,"1,026",882,817,707,47.60%,7,0.71%,,0,0,0
3027,盛達,"1,120",944,812,780,25.00%,0,0.00%,,0,0,0
3028,增你強,"1,276","1,093","1,020",916,36.56%,5,0.67%,通勤職災 ,0,0,0
3029,零壹,"1,447","1,221","1,109","1,080",51.00%,0,0.00%,,0,0,0
3030,德律,"1,289","1,095","1,152","1,001",10.13%,2,0.34%,上下班公路交通事故,0,0,0
3031,佰鴻,"1,337","1,163",816,744,27.00%,0,0.00%,,0,0,0
3032,偉訓,"1,937","1,730","1,276","1,175",24.00%,0,0.00%,,0,0,0
3033,威健,"1,505","1,271","1,156","1,033",10.38%,6,1.22%,上下班其他交通事故,0,0,0
3034,聯詠,"4,093","3,784","3,712","3,028",7.33%,0,0.00%,無發生作業現場之職業災害,0,0,0
3035,智原,"2,754","2,495","2,323","1,980",21.02%,0,0.00%,N/A,0,0,0
3036,文曄,"1,985","1,742","1,392","1,117",30.80%,0,0.00%,無,0,0,0
3037,欣興,919,763,854,691,19.37%,41,0.14%,主要類別為設備夾/捲/壓/割/砸/撞傷。 ,1,0,0.00%
3038,全台,813,704,674,556,17.14%,4,0.46%,,0,0,0
3040,遠見,"1,377","1,195",760,806,50.00%,0,0.00%,N/A,0,0,0
3041,揚智,"2,244","1,998","1,713","1,605",13.00%,0,0.00%,,0,0,0
3042,晶技,"1,021",882,940,729,17.07%,1,0.10%,跌倒,0,0,0
3043,科風,665,552,511,415,23.00%,0,0.00%,,0,0,0
3044,健鼎,"1,182","1,049",709,466,18.31%,0,0.00%,N/A,0,0,0
3045,台灣大,"1,286","1,102","1,127",969,47.89%,1,0.00%,跌落,0,0,0
3046,建碁,"1,774","1,356","1,274","1,396",29.00%,0,0.00%,不適用,0,0,0
3047,訊舟,"1,293","1,066","1,050",944,20.51%,0,0.00%,無,0,0,0
3048,益登,"1,141",937,"1,220","1,058",23.10%,0,0.00%,N/A,0,0,0
3049,精金,968,748,751,670,10.00%,0,0.00%,主要類別為非上下班 ,0,0,0
3050,鈺德,780,647,633,582,4.66%,0,0.00%,,0,0,0
3051,力特,762,629,574,531,25.00%,13,0.18%,,0,0,0
3052,夆典,"1,100",951,642,579,14.29%,0,0.00%,,0,0,0
3054,立萬利,"1,176",999,935,790,40.00%,0,0.00%,,0,0,0
3055,蔚華科,"2,097","1,676","1,331","1,207",27.78%,0,0.00%,,0,0,0
3056,富華新,"1,328","1,136",959,702,40.00%,1,0.01%,,0,0,0
3057,喬鼎,"1,421","1,215","1,154",979,23.00%,0,0.00%,無職災情形,0,0,0
3058,立德,888,745,706,522,19.19%,0,0.00%,,0,0,0
3059,華晶科,"1,759","1,555","1,315","1,225",22.22%,2,0.68%,交通意外,0,0,0
3060,銘異,901,745,593,541,22.00%,0,0.00%,,0,0,0
3062,建漢,"1,569","1,375","1,164","1,123",16.33%,0,0.00%,N/A,0,0,0
3090,日電貿,984,824,818,718,46.67%,2,1.34%,上下班途中發生事故,0,0,0
3092,鴻碩,"3,070","2,840",697,705,29.23%,0,0.00%,,0,0,0
3094,聯傑,"1,572","1,353","1,183","1,161",16.67%,0,0.00%,,0,0,0
3130,一零四,"1,584","1,390","1,280","1,132",57.00%,10,1.10%,上下班交通事故,0,0,0
3138,耀登,"1,716","1,512","1,293","1,033",36.36%,0,0.00%,,0,0,0
3149,正達,756,633,609,526,19.82%,3,0.73%,跌倒：人員因設備高低落差腳踝扭傷 壓傷：人員遭玻璃壓到腳指挫傷,0,0,0
3150,鈺寶-創,N/A,N/A,N/A,N/A,9.10%,0,0.00%,,0,0,0
3164,景岳,750,614,596,530,40.74%,0,0.00%,,0,0,0
3167,大量,852,626,640,610,15.38%,1,0.55%,,0,0,0
3168,眾福科,"1,622","1,432","1,095",984,35.00%,0,0.00%,,0,0,0
3189,景碩,728,599,680,568,2.32%,20,0.36%,跌倒、與有害物接觸、割傷、夾捲、物體飛落,0,0,0
3209,全科,"1,323","1,133","1,076",960,8.70%,0,0.00%,無,0,0,0
3229,晟鈦,675,560,544,488,36.00%,0,0.00%,,0,0,0
3231,緯創,"1,663","1,466","1,338","1,196",22.40%,37,0.09%,機械傷害,1,0,0.00%
3257,虹冠電,"2,198","2,007","1,379","1,156",12.50%,0,0.00%,N/A,0,0,0
3266,昇陽,"2,402","2,169","1,713","1,701",20.00%,0,0.00%,,0,0,0
3296,勝德,895,747,666,614,37.84%,0,0.00%,無,0,0,0
3305,昇貿,968,829,681,498,15.00%,0,0.00%,N/A,0,0,0
3308,聯德,"5,411","5,225","3,581","3,749",42.86%,0,0.00%,,0,0,0
3311,閎暉,690,561,677,461,42.50%,0,0.00%,,0,0,0
3312,弘憶股,"1,258","1,088",873,810,13.33%,0,0.00%,,0,0,0
3321,同泰,653,545,534,482,46.15%,3,2.57%,,0,0,0
3338,泰碩,"1,305","1,060",903,797,22.86%,0,0.00%,,0,0,0
3346,麗清,975,756,945,711,38.28%,0,0.00%,N/A,0,0,0
3356,奇偶,"1,162","1,003",980,894,33.33%,0,0.00%,,0,0,0
3376,新日興,658,558,602,535,29.30%,15,3.08%,,0,0,0
3380,明泰,"1,247","1,060","1,132","1,066",28.11%,1,0.09%,工作傷害,0,0,0
3406,玉晶光,"1,055",902,772,610,8.84%,31,3.04%,,0,0,0
3413,京鼎,"1,622","1,472","1,370","1,280",23.02%,20,0.76%,,0,0,0
3416,融程電,"1,026",867,833,703,22.80%,1,0.23%,跌倒手足擦傷,0,0,0
3419,譁裕,"1,174","1,007",902,751,6.15%,3,1.23%,,0,0,0
3432,台端,"1,368","1,181",726,630,50.00%,0,0.00%,,0,0,0
3437,榮創,795,640,652,549,27.20%,9,1.18%,通勤事故與工作中事故,0,0,0
3443,創意,"3,860","3,541","3,134","2,598",14.80%,1,0.11%,,0,0,0
3447,展達,"1,375","1,145","1,233","1,083",16.67%,0,0.00%,,0,0,0
3450,聯鈞,723,531,583,496,28.78%,0,0.00%,,0,0,0
3481,群創,"1,014",847,897,724,19.60%,36,0.10%,本公司前五大職災及占所有災害類別占比：1.跌倒、滑倒，占13.8%；2.被夾、被捲、被撞，占10.3%；3.被切、割、擦傷，占6.9%；4.被壓，占3.4%；5.衝撞，占3.4%,1,0,0.00%
3494,誠研,"1,122",941,589,431,0.50%,0,0.00%,N/A,0,0,0
3501,維熹,785,655,557,404,51.00%,2,0.70%,,0,0,0
3504,揚明光,864,710,728,569,22.73%,5,0.63%,職業災害類別分為：割/刺/壓傷、交通及跌倒三大類。,0,0,0
3515,華擎,"2,047","1,808","1,624","1,429",29.00%,0,0.00%,,0,0,0
3518,柏騰,"1,237","1,050",898,894,26.00%,0,0.00%,,0,0,0
3528,安馳,"1,241","1,006","1,253","1,105",39.29%,0,0.00%,,0,0,0
3530,晶相光,"2,202","1,967","1,527","1,271",1.75%,0,0.00%,,0,0,0
3532,台勝科,"1,272","1,102","1,087","1,039",5.00%,0,0.00%,無資料,0,0,0
3533,嘉澤,"3,048","2,784","1,899","1,578",23.95%,0,0.00%,,0,0,0
3535,晶彩科,"1,079",903,909,774,10.30%,2,1.05%,通勤災害,0,0,0
3543,州巧,902,754,714,609,6.00%,12,0.09%,,0,0,0
3545,敦泰,"1,940","1,681","1,833","1,546",13.79%,0,0.00%,無職災,0,0,0
3550,聯穎,991,826,863,725,35.14%,0,0.00%,,0,0,0
3557,嘉威,"2,437","2,213",998,876,37.00%,34,0.26%,,0,0,0
3563,牧德,"1,357","1,140","1,082",946,23.33%,5,0.16%,交通事故,0,0,0.00%
3576,聯合再生,890,719,687,549,42.00%,7,0.48%,根據各傷害類統計，跌倒佔71.4%，被夾、被捲 佔14.3%，無法歸類佔14.3％。,0,0,0
3583,辛耘,"1,203","1,029",999,886,22.34%,5,1.03%,與有害物接觸一件、上下班交通事故四件,0,0,0
3588,通嘉,"1,831","1,577","1,479","1,412",15.15%,1,0.63%,N/A,0,0,0
3591,艾笛森,"1,160",990,727,556,37.00%,1,0.01%,,0,0,0
3592,瑞鼎,"2,936","2,607","2,556","2,139",8.60%,1,0.11%,體育活動運動傷害,0,0,0
3593,力銘,"1,016",828,612,567,16.67%,0,0.00%,N/A,0,0,0
3596,智易,"2,145","1,906","1,881","1,589",21.00%,0,0.00%,2023年未有職災之情形。,0,0,0
3605,宏致,936,764,740,583,35.43%,9,6.19%,可記錄之職業傷害數量,0,0,0
3607,谷崧,838,641,596,463,26.19%,6,5.88%,,0,0,0
3617,碩天,"1,578","1,382","1,239","1,097",31.30%,0,0.00%,,0,0,0
3622,洋華,"1,341","1,197",967,819,33.00%,0,0.00%,N/A,0,0,0
3645,達邁,813,667,657,618,20.00%,0,0.00%,,0,0,0
3652,精聯,991,845,867,761,22.00%,4,1.19%,交通事故3件 手割傷1件,0,0,0
3653,健策,"1,117","1,013",818,640,25.00%,8,0.46%,,0,0,0
3661,世芯-KY,N/A,N/A,N/A,N/A,26.00%,0,0.00%,,0,0,0
3665,貿聯-KY,N/A,N/A,N/A,N/A,36.26%,41,0.28%,"重傷事故次數共 3件(受傷部位手、腳、胸腔各1件),其他可記錄事故38件.",0,0,0
3669,圓展,"1,146",986,"1,011",894,22.08%,0,0.00%,,0,0,0
3673,TPK-KY,N/A,N/A,N/A,N/A,24.08%,10,0.00%,機械傷害,0,0,0
3679,新至陞,"1,882","1,685",717,654,43.06%,2,0.09%,2023年職業災害的主要類型為砸傷及交通傷害,0,0,0
3686,達能,"1,564","1,311",908,511,16.67%,0,0.00%,,0,0,0
3694,海華,"1,476","1,197","1,138","1,028",4.00%,7,1.10%,,0,0,0
3701,大眾控,"1,724","1,504",991,828,15.49%,2,0.04%,職業災害類別：搬運物品操作不慎導致腿部挫傷、天雨路滑於廠區內跌倒,0,0,0
3702,大聯大,"1,932","1,687","1,408","1,290",31.55%,0,0.00%,N/A,0,0,0
3703,欣陸,"1,970","1,404",914,824,11.16%,4,0.16%,,2,0,0.00%
3704,合勤控,"1,521","1,312","1,167",990,30.60%,1,1.09%,可記錄職業傷害,0,0,0
3705,永信,"1,808","1,512",852,721,38.00%,17,1.12%,,0,0,0
3706,神達,683,683,"1,111",990,26.00%,5,0.39%,衝撞/割傷,0,0,0
3708,上緯投控,"2,666","2,443",689,510,31.88%,2,3.14%,,0,0,0
3711,日月光投控,"3,227","2,647",929,739,29.00%,124,0.15%,物理性、化學性與人因工程性職業災害 ,1,0,0.00%
3712,永崴投控,"1,677","1,582","1,123",867,33.00%,3,0.13%,跌倒 / 扭傷,0,0,0
3714,富采,"1,136",978,914,718,22.83%,14,0.15%,有害物接觸1件/撞傷4件/切割傷2件/壓夾傷2件/跌倒3件/電擊（灼傷）1件/骨折1件,0,0,0
3715,定穎投控,"1,835","1,658","1,068","1,027",85.00%,0,0.00%,無,0,0,0
4104,佳醫,"1,227","1,058",991,787,40.00%,0,0.00%,,0,0,0
4106,雃博,997,839,805,661,32.61%,10,3.80%,上下班事故6位、廠內事故4位,0,0,0
4108,懷特,"1,102",951,698,526,62.00%,0,0.00%,,0,0,0
4119,旭富,"1,247","1,080",850,761,26.47%,0,0.00%,,0,0,0
4133,亞諾法,912,764,643,560,48.50%,0,0.00%,,0,0,0
4137,麗豐-KY,N/A,N/A,N/A,N/A,66.42%,0,0.00%,,0,0,0
4142,國光生,929,792,639,583,32.17%,6,0.09%,,0,0,0
4148,全宇生技-KY,N/A,N/A,N/A,N/A,39.00%,8,1.50%,,0,0,0
4155,訊映,903,753,636,465,20.00%,0,0.00%,N/A,0,0,0
4164,承業醫,"1,538","1,360","1,043",867,5.84%,7,2.55%,,0,0,0
4190,佐登-KY,N/A,N/A,N/A,N/A,80.00%,7,0.00%,,0,0,0
4306,炎洲,682,572,558,517,24.17%,17,1.40%,4699,0,0,0
4414,如興,"1,997","1,790","1,137",839,61.31%,105,0.67%,,0,0,0
4426,利勤,608,507,523,488,46.47%,17,2.68%,,0,0,0
4438,廣越,"1,092",906,869,802,50.60%,0,0.00%,,0,0,0
4439,冠星-KY,N/A,N/A,N/A,N/A,36.92%,31,1.91%,,0,0,0.00%
4440,宜新實業,728,612,507,467,0.00%,1,0.01%,,0,0,0
4526,東台,779,632,663,646,8.75%,8,1.23%,1. 切、割、擦傷 2. 壓、夾傷 3.交通事故 ,0,0,0
4532,瑞智,"1,136",956,876,769,8.70%,0,0.00%,墜落0 切傷0 夾傷0 壓傷0,0,0,0
4536,拓凱,"1,141",957,708,566,29.79%,1,0.35%,,0,0,0
4540,全球傳動,648,537,522,465,17.78%,5,0.48%,夾傷、上下班車禍,0,0,0.00%
4545,銘鈺,754,643,607,485,40.00%,4,0.85%,,0,0,0
4551,智伸科,"1,233","1,043","1,152",901,33.00%,0,0.00%,,0,0,0
4552,力達-KY,N/A,N/A,N/A,N/A,18.18%,0,0.00%,,0,0,0
4555,氣立,688,557,502,435,22.22%,0,0.00%,,0,0,0
4557,永新-KY,N/A,N/A,N/A,N/A,30.52%,0,0.00%,,0,0,0
4560,強信-KY,N/A,N/A,N/A,N/A,12.61%,0,0.00%,N/A,0,0,0
4562,穎漢,716,607,567,480,36.84%,1,0.34%,,0,0,0
4564,元翎,571,451,519,461,21.00%,0,0.00%,,0,0,0
4566,時碩工業,913,784,744,620,20.00%,4,1.00%,,0,0,0
4569,六方科-KY,N/A,N/A,N/A,N/A,36.36%,5,0.48%,,0,0,0
4571,鈞興-KY,N/A,N/A,N/A,N/A,22.02%,12,1.41%,,0,0,0
4572,駐龍,755,644,629,573,22.58%,17,0.45%,N/A,0,0,0
4576,大銀微系統,"1,014",861,823,730,16.06%,3,2.31%,,0,0,0
4581,光隆精密-KY,N/A,N/A,N/A,N/A,20.00%,0,0.00%,,0,0,0
4583,台灣精銳,743,633,658,579,33.33%,5,0.71%,,0,0,0
4588,玖鼎電力,995,868,717,582,31.25%,0,0.00%,112年未發生職業災害,0,0,0
4720,德淵,"1,107",939,768,703,36.00%,2,0.98%,割傷,0,0,0
4722,國精化,954,765,786,724,8.00%,0,0.00%,,0,0,0
4736,泰博,832,702,686,551,43.00%,0,0.00%,,0,0,0
4737,華廣,615,505,551,490,29.20%,13,0.01%,,0,0,0
4739,康普,888,712,788,676,17.17%,12,2.78%,,0,0,0
4746,台耀,"1,124",966,925,860,32.50%,14,38.90%,燙傷、刮傷、噴濺、化學品灼傷、割傷,4,0,0.00%
4755,三福化,"1,091",860,900,810,0.07%,1,0.48%,,0,0,0
4763,材料-KY,N/A,N/A,N/A,N/A,0.38%,14,2.68%,,0,0,0
4764,雙鍵,861,701,681,622,50.00%,0,0.00%,,0,0,0
4766,南寶,"1,131",987,882,767,12.50%,7,1.15%,,0,0,0
4770,上品,"1,217","1,057",904,712,18.19%,9,9.13%,,0,0,0
4771,望隼,"1,013",872,,,4.20%,4,0.83%,,0,0,0
4807,日成-KY,N/A,N/A,N/A,N/A,45.76%,0,0.00%,,0,0,0
4904,遠傳,"1,263","1,070","1,045",927,33.75%,0,0.00%,無,3,0,0.00%
4906,正文,"1,402","1,218","1,200","1,050",23.97%,1,0.54%,切割傷,0,0,0
4912,聯德控股-KY,N/A,N/A,N/A,N/A,62.50%,0,0.00%,,0,0,0
4915,致伸,"2,152","1,897","1,627","1,460",24.10%,52,0.52%,"以扭傷,割傷,碰撞傷為主",4,0,0.00%
4916,事欣科,"1,566","1,360",644,671,25.00%,0,0.00%,,0,0,0
4919,新唐,"1,646","1,472","1,484","1,239",13.40%,2,0.06%,非工作相關跌倒絆倒1件、工作相關噴濺割傷1件,0,0,0.00%
4927,泰鼎-KY,N/A,N/A,N/A,N/A,28.87%,45,0.60%,設備夾／捲／壓傷；工具刺傷／割傷；化學品噴濺,0,0,0
4930,燦星網,920,775,698,704,4.17%,0,0.00%,,0,0,0
4934,太極,"2,077","1,900","1,368","1,251",25.00%,0,0.00%,N/A,0,0,0
4935,茂林-KY,N/A,N/A,N/A,N/A,32.65%,6,0.47%,,0,0,0
4938,和碩,"1,582","1,338","1,346","1,134",16.74%,15,0.02%,上下班交通事故,0,0,0
4942,嘉彰,"1,040",912,741,535,28.00%,0,0.00%,,0,0,0
4943,康控-KY,N/A,N/A,N/A,N/A,0.00%,0,0.00%,,0,0,0
4949,有成精密,888,745,,,42.90%,9,11.63%,,0,0,0
4952,凌通,"1,804","1,571","1,692","1,629",14.90%,0,0.00%,,0,0,0
4956,光鋐,688,566,608,528,30.90%,0,0.00%,,0,0,0
4958,臻鼎-KY,N/A,N/A,N/A,N/A,15.70%,23,0.05%,機械傷害/化學品灼傷,0,0,0
4960,誠美材,889,707,666,653,24.50%,8,0.74%,上下班交通事故4件，勞災事故4件,1,0,0.00%
4961,天鈺,"2,714","2,400","2,426","1,946",15.40%,0,0.00%,報告年度未發生職災事件,0,0,0
4967,十銓,954,799,794,653,46.61%,0,0.00%,,0,0,0
4968,立積,"1,761","1,542","1,465","1,206",4.29%,1,0.33%,一般(跌倒),0,0,0
4976,佳凌,680,571,557,545,22.64%,5,0.71%,交通意外,0,0,0
4977,眾達-KY,N/A,N/A,N/A,N/A,0.01%,0,0.00%,,0,0,0
4989,榮科,"1,154",934,948,922,19.20%,0,0.00%,,0,0,0
4994,傳奇,"1,214","1,042",841,743,46.15%,0,0.00%,,0,0,0
4999,鑫禾,755,638,616,505,20.00%,0,0.00%,,0,0,0
5007,三星,835,690,702,662,8.56%,7,0.49%,,0,0,0
5203,訊連,"1,765","1,504","1,533","1,236",20.50%,0,0.00%,,0,0,0
5215,科嘉-KY,N/A,N/A,N/A,N/A,0.52%,9,0.43%,,0,0,0
5222,全訊,"1,032",852,797,701,0.00%,0,0.00%,,0,0,0
5225,東科-KY,N/A,N/A,N/A,N/A,23.50%,2,0.08%,,0,0,0.00%
5234,達興材料,"1,872","1,674","1,507","1,144",26.92%,1,0.25%,,0,0,0
5243,乙盛-KY,N/A,N/A,N/A,N/A,27.00%,38,1.03%,,0,0,0
5244,弘凱,"1,588","1,430","1,296","1,073",5.00%,1,2.27%,,0,0,0
5258,虹堡,988,838,766,562,29.55%,1,1.04%,,0,0,0
5269,祥碩,"3,733","3,442","2,621","2,054",12.20%,0,0.00%,祥碩全權委託供應商製造，除少數員工需執行測試所需之焊接及ESD 靜電測試工作外，主要的職業傷害類型為辦公室內常見的跌倒、夾傷、撞傷等，不容易發生嚴重職業傷害的事故。,0,0,0
5283,禾聯碩,811,683,663,605,16.88%,14,1.87%,,0,0,0
5284,jpp-KY,N/A,N/A,N/A,N/A,42.31%,27,2.13%,工業傷害,0,0,0
5285,界霖,703,615,535,490,32.65%,3,0.96%,割傷、擦傷、跌倒,0,0,0
5288,豐祥-KY,N/A,N/A,N/A,N/A,8.00%,7,0.15%,,2,0,0.00%
5292,華懋,953,803,758,675,18.00%,0,0.00%,,0,0,0
5306,桂盟,959,805,889,764,35.00%,0,0.00%,1位人因工程事故 3位夾傷事故,0,0,0
5388,中磊,"1,437","1,267","1,023",657,22.68%,7,0.62%,台灣：被夾/被捲、衝撞、與高低溫之接觸 中國：跌倒事故 菲律賓：被刺/割/擦傷、與有害物質接觸,0,0,0
5434,崇越,"2,357","2,085","1,711","1,289",27.00%,0,0.00%,,0,0,0
5469,瀚宇博,"1,107",946,861,730,20.27%,9,1.32%,跌倒、物體飛落、物體倒塌、崩塌、與有害物之接觸及交通事故。,0,0,0
5471,松翰,"1,735","1,482","1,483","1,396",17.00%,0,0.00%,,0,0,0
5484,慧友,787,647,653,582,25.58%,0,0.00%,,0,0,0
5515,建國,"1,055",897,926,780,16.67%,10,2.27%,,0,0,0
5519,隆大,"1,588","1,336","1,138","1,088",1.01%,0,0.00%,,0,0,0
5521,工信,686,588,557,417,12.73%,0,0.00%,,0,0,0
5522,遠雄,"2,300","1,951","1,457","1,347",34.09%,0,0.00%,,0,0,0
5525,順天,"1,820","1,613","1,461","1,261",27.27%,0,0.00%,,0,0,0
5531,鄉林,923,762,718,614,39.24%,1,0.70%,,0,0,0
5533,皇鼎,"1,487",971,851,829,50.00%,0,0.00%,N/A,0,0,0
5534,長虹,"1,827","1,610","1,127","1,127",23.08%,0,0.00%,N/A,0,0,0
5538,東明-KY,N/A,N/A,N/A,N/A,37.14%,0,0.00%,,0,0,0
5546,永固-KY,N/A,N/A,N/A,N/A,30.00%,0,0.00%,,0,0,0
5607,遠雄港,"3,690","3,279",895,831,30.97%,5,0.76%,,0,0,0
5608,四維航,"1,704","1,481","1,008",924,75.00%,0,0.00%,,0,0,0
5706,鳳凰,808,685,867,615,65.00%,0,0.00%,,0,0,0
5871,中租-KY,N/A,N/A,N/A,N/A,31.00%,2,0.02%,交通事故2件,0,0,0
5876,上海商銀,"1,781","1,443","1,390","1,260",48.66%,0,0.00%,N/A,0,0,0
5880,合庫金,"1,794","1,445","1,376","1,290",72.22%,40,0.41%,均為上下班交通事故及辦公場所職業災害,0,0,0
5906,台南-KY,N/A,N/A,N/A,N/A,50.00%,0,0.00%,,0,0,0
5907,大洋-KY,,,,,7.60%,0,0.00%,,0,0,0
6005,群益證,"1,351","1,196",996,773,53.59%,0,0.00%,,0,0,0
6024,群益期,"1,727","1,563","1,333","1,022",35.48%,0,0.00%,,0,0,0
6108,競國,622,528,498,463,20.00%,2,0.43%,,0,0,0
6112,邁達特,"1,259","1,085","1,067",867,44.00%,0,0.00%,,0,0,0
6115,鎰勝,999,861,699,551,25.00%,0,0.00%,N/A,0,0,0
6116,彩晶,865,735,832,724,22.40%,36,1.03%,主要類別為上下班與非上下班其他交通事故,0,0,0
6117,迎廣,775,667,669,542,25.37%,10,1.38%,被捲被夾/跌倒/割傷,0,0,0
6120,達運,"1,419","1,220","1,082",979,24.31%,5,0.08%,2件夾/割傷、1件滑/跌倒、1件墜落、1件撞傷，全數皆已回歸崗位，並由維力中心後續關懷追蹤,0,0,0
6128,上福,750,635,563,463,19.05%,0,0.00%, 無職業災害發生,0,0,0
6133,金橋,"1,089",906,670,556,9.10%,0,0.00%,,0,0,0
6136,富爾特,"1,063",932,776,724,37.00%,0,0.00%,,0,0,0
6139,亞翔,"1,831","1,619","1,042",762,4.59%,4,0.07%,02跌倒、07被夾,0,0,0
6141,柏承,648,532,558,478,0.00%,2,2.88%,,0,0,0
6142,友勁,738,603,582,422,17.65%,6,1.50%,撞傷 切割傷 跌倒,0,0,0
6152,百一,"1,212","1,050","1,014",865,0.03%,0,0.00%,N/A,0,0,0
6153,嘉聯益,740,613,652,558,13.21%,14,0.73%,衝撞、割傷、跌倒、與有害物接觸、夾傷，五大類,0,0,0.00%
6155,鈞寶,586,479,494,450,30.00%,3,1.46%,,0,0,0
6164,華興,"1,058",894,682,691,16.70%,0,0.00%,,0,0,0
6165,浪凡,"1,352","1,183",756,553,33.30%,0,0.00%,1.進行消防安全檢查及演練，以強化員工職安觀念，並預防職業災害的 發生。 2.定期檢視現行安全衛生相關法規，並據以修訂公司內部規範後，公告傳達各單位知悉以利遵循。 ,0,0,0
6166,凌華,"1,396","1,200","1,089",963,26.85%,2,0.91%,夾傷、跌倒,0,0,0
6168,宏齊,816,678,710,607,28.00%,0,0.00%,N/A,0,0,0
6176,瑞儀,"1,664","1,466","1,214",960,19.02%,15,0.12%,瑞儀光電訂有「職業災害事故調查與處理程序」，藉由完整的調查程序以使事故調查更有效率，並確認事實和情況、鑑定原因和決定改善行動，藉以降低事故再發生之機率。2023 年全集團職業傷害統計共15件，共15人。依類型區分，被切/ 割/ 擦傷4件、被夾被捲4件、跌倒共4件、被撞1件，與高低溫接觸 1件、衝撞1件，無死亡職業災害案件。另外，2020至2023年無發生承攬商職業災害案件。,0,0,0
6177,達麗,"1,531","1,275",776,706,25.00%,0,0.00%,,0,0,0
6183,關貿,"1,376","1,187","1,219","1,114",45.45%,0,0.00%,,0,0,0.00%
6184,大豐電,997,859,661,574,40.00%,0,0.00%,,0,0,0
6189,豐藝,"1,454","1,209","1,108",909,48.44%,0,0.00%,N/A,0,0,0
6191,精成科,"3,563","3,212","2,094","1,714",0.18%,0,0.00%,N/A,0,0,0
6192,巨路,"1,451","1,261","1,148","1,043",18.35%,3,0.60%,,0,0,0
6196,帆宣,"2,051","1,819","1,633","1,275",14.59%,1,0.13%,感電,0,0,0
6197,佳必琪,"1,285","1,126",932,763,43.75%,1,0.49%,,0,0,0
6201,亞弘電,801,679,654,608,3.61%,0,0.00%,,0,0,0
6202,盛群,"1,218",980,"1,185","1,100",17.00%,0,0.00%,無,0,0,0
