報告年度:2022,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
1503,士電,3190.8262,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,,19064.6104,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,,無，無統計相關數據,,,0.943,百萬元營業額
1504,東元,55536.06,包含部分合併財務報表之母子公司,ISO 14064,21007.49,包含部分合併財務報表之母子公司,ISO 14064,148567.4198,僅母公司,ISO 14064,1.59,百萬元營業額
1506,正道,1667.0708,母公司及馬來西亞子公司,,6413.9272,母公司及馬來西亞子公司,,無，無統計相關數據,,,12.762,百萬元營業額
1512,瑞利,2216,母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
1513,中興電,363.8433,母公司,,5572.5,母公司,,4.137,母公司,,0.3203,百萬元營業額
1514,亞力,無，無統計相關數據,,,2121.4799,母公司,,無，無統計相關數據,,,無，無統計相關數據,
1515,力山,351.3706,僅母公司,,2813.243,僅母公司,,37504.0341,僅母公司,,8.94,百萬元營業額
1516,川飛,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
1517,利奇,974.3799,"利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號",,5294.844,"利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號",,3778.4196,"利奇機械工業股份有限公司 總公司：彰化市石牌里石牌路一段112號 南崗廠：南投縣南投市南崗工業區工業南五路8號",,1.6277,百萬元營業額
1519,華城,661.0239,僅母公司,,4586.6616,僅母公司,,無，未盤查,,,0.7233,百萬元營業額
1521,大億,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
1522,堤維西,671.66,母公司,ISO 14064,17494.41,母公司,ISO 14064,4000.11,母公司-類別3及類別4,ISO 14064,157.54,億元營收                                                                                                                                                                                                
1524,耿鼎,無，無統計相關數據,,,5502.152,母公司,,無，無統計相關數據,,,0.372,產品
1525,江申,934,僅母公司,,2883,僅母公司,,無，無統計相關數據,,,3.93,百萬元營業額
