報告年度:2022,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
2062,橋椿,685.16,母公司,,15976.9,母公司,,無，無統計相關數據,,,5.09,產品
2069,運錩,84.4332,僅母公司,,1058.3449,僅母公司,,163602.6652,僅母公司,,無，無統計相關數據,
2072,世紀風電,,,N/A,N/A,N/A,N/A,,,N/A,,
2101,南港,12740.4111,僅母公司,ISO 14064,26949.2508,僅母公司,ISO 14064,無，無統計相關數據,,,1.2893,產品
2102,泰豐,3920.357,僅母公司,,9192.947,僅母公司,,無，無統計相關數據,,,0.99,每噸產品                                                                                                                                                                                                
2103,台橡,138446.6505,合併財務報表之母子公司,,408180.5502,合併財務報表之母子公司,,1346559.929,合併財務報表之母子公司,,1.01,產品
2104,國際中橡,227064,國際中橡100%持有之子公司林園先進。,,22764,國際中橡100%持有之子公司林園先進。,,無，範疇三盤查規劃2023年底執行。,,,2.58,產品
2105,正新,50297,母公司,ISO 14064,93802,母公司,ISO 14064,無，無統計相關數據,,,1.15,產品
2106,建大,24618.95,台灣地區,ISO 14064-1：2018                                                                                                                                                                                       ,26387.95,台灣地區,ISO 14064-1：2018                                                                                                                                                                                       ,66683.28,台灣地區,ISO 14064-1：2018                                                                                                                                                                                       ,1.321,百萬元營業額
2107,厚生,890.8467,母公司,,7658.244,母公司,,無，無統計相關數據,,,4.458,百萬元營業額
2108,南帝,1120.6375,僅母公司,ISO 14064,31694.4595,僅母公司,ISO 14064,2725.614,僅母公司,,6.5452,百萬元營業額
2109,華豐,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2114,鑫永銓,2700.93,母公司,,5455.76,母公司,,無，無統計相關數據,,,無，無統計相關數據,
2115,六暉-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2201,裕隆,6926.4697,裕隆汽車製造(股)公司三義廠區,ISO 14064,5675.1591,裕隆汽車製造(股)公司三義廠區,ISO 14064,3493.5035,裕隆汽車製造(股)公司三義廠區,ISO 14064,0.5623,百萬營業額                                                                                                                                                                                              
2204,中華,7716.1041,組織邊界(楊梅廠、新竹廠、幼獅廠倉庫),ISO 14064,12995.3372,組織邊界(楊梅廠、新竹廠、幼獅廠倉庫),ISO 14064,2861777.92,組織邊界(楊梅廠、新竹廠、幼獅廠倉庫)外之上下游相關活動,ISO 14064,0.406,產品
2206,三陽工業,11285.8722,母公司(新竹廠(含宿舍)、新豐廠、零件中心),ISO 14064,27606.7862,母公司(新竹廠(含宿舍)、新豐廠、零件中心),ISO 14064,7699.6362,母公司(新竹廠(含宿舍)、新豐廠、零件中心),ISO 14064,1.0839,百萬元營業額
2207,和泰車,280,母公司,,1493,母公司,,13189,母公司,,26.6,人數                                                                                                                                                                                                    
2208,台船,6876.5652,台船高雄廠,EPA環保署溫室氣體查驗指引+環保署溫室氣體登錄相關規範                                                                                                                                                    ,21827.5488,台船高雄廠,EPA環保署溫室氣體查驗指引+環保署溫室氣體登錄相關規範                                                                                                                                                    ,無，無統計相關數據,,,28704.114,"22,753,512仟元產值                                                                                                                                                                                      "
2211,長榮鋼,4178.0093,僅母公司(長榮鋼鐵),IS014064-1:2018                                                                                                                                                                                         ,8768.5197,僅母公司(長榮鋼鐵),IS014064-1:2018                                                                                                                                                                                         ,227322.7069,僅母公司(長榮鋼鐵),IS014064-1:2018                                                                                                                                                                                         ,1.1318,百萬元營業額
2227,裕日車,146.79,母公司,,901.71,母公司,,無，無統計相關數據,,,2.856,人均溫室氣體排放量 (公噸-CO2 e /人)                                                                                                                                                                     
2228,劍麟,110.3005,僅母公司,,4115.911,僅母公司,,14817.476,僅母公司,,2.5833,百萬元營業額
2231,為升,324.6,為升電裝工業(股)公司彰化廠區(彰化縣福興鄉彰鹿路六段546巷6號),,3789,為升電裝工業(股)公司彰化廠區(彰化縣福興鄉彰鹿路六段546巷6號),,無，無統計相關數據,,,無，無統計相關數據,
2233,宇隆,682.34,僅母公司,,2100.91,僅母公司,,28769.32,僅母公司,,無，目前仍在輔導學習階段，數據蒐集可能誤差，故尚未計算單位排放強度。,
2236,百達-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2239,英利-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2241,艾姆勒,8.917,母公司,,4754.923,母公司,,無，無統計相關數據,,,0.0047,產品
2243,宏旭-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2247,汎德永業,無，無統計相關數據,,,7310.1815,合併財報之母子公司,,無，無統計相關數據,,,0.1659,百萬元營業額
2248,華勝-KY,,,N/A,N/A,N/A,N/A,,,N/A,,
2250,IKKA-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2254,巨鎧精密-創,,,N/A,N/A,N/A,N/A,,,N/A,,
2258,鴻華先進-創,,,N/A,N/A,N/A,N/A,,,N/A,,
2301,光寶科,7278.25,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、光寶智能汽車(廣州)有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 14064,178010.35,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、光寶智能汽車(廣州)有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 14064,10869212.37,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、光寶智能汽車(廣州)有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 14064,1.24,百萬元營業額
2302,麗正,25.3729,母子公司,,599.7316,母子公司,,無，無法確實有效收集本範疇數據,,,2.0035,產品
2303,聯電,591781,母公司(含新加坡分公司),ISO 14064,1373914,母公司(含新加坡分公司),ISO 14064,2064284,母公司(含新加坡分公司),ISO 14064,7.91,wafer-m2                                                                                                                                                                                                
2305,全友,3.447,僅母公司,,653,僅母公司,,無，無統計相關數據,,,5.2597,百萬元營業額
2308,台達電,38807,全球據點,ISO 14064,148838,全球據點,ISO 14064,6963291.68,全球據點,ISO 14064、AA1000                                                                                                                                                                                       ,17.08,產值(單位：百萬美金)                                                                                                                                                                                    
2312,金寶,15499.6099,合併財務報表之母子公司,ISO 14064,232616.0818,合併財務報表之母子公司,ISO 14064,497371.6928,合併財務報表之母子公司,ISO 14064,1.36,百萬元營業額
2313,華通,3766,母公司,ISO 14064,127775,母公司,ISO 14064,55651,母公司,ISO 14064,11.06,百萬元營業額
2314,台揚,136,僅台揚科技,,4395,僅台揚科技,,無，無統計相關數據,,,1.0107,百萬元營業額
2316,楠梓電,2470.7715,僅母公司,ISO 14064,45647.5957,僅母公司,ISO 14064,無，無統計相關數據,,,0.028,產品
2317,鴻海,222295,包含合併財務報表母子公司,ISO 14064,5515849,包含合併財務報表母子公司,ISO 14064,無，因集團營業範疇龐大，故2022年度溫室氣體範疇三仍在盤查中，預計於2023年前揭露。,,,0.87,百萬元營業額
2321,東訊,無，無統計相關數據,,,932.151,111.01~111.12台電用電資料,,無，無統計相關數據,,,無，無統計相關數據,
2323,中環,0,僅母公司生產廠區,,122634,僅母公司生產廠區之外購電力,,無，無統計相關數據,,,0.0361,千元營業額                                                                                                                                                                                              
2324,仁寶,20437.0441,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）及重慶翊寶智慧電子裝置,ISO 14064,156559.2429,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技(昆山)、吉寶通訊（南京）及重慶翊寶智慧電子裝置,ISO 14064,15157.0264,重慶翊寶智慧電子裝置有限公司員工宿舍溫室氣體排放,ISO 14064,0.165,百萬元營業額
2327,國巨*,3753.76,母公司,ISO 14064,113902.59,母公司,ISO 14064,41747.36,母公司,ISO 14064,42.89,百萬營業額                                                                                                                                                                                              
2328,廣宇,4.2096,母公司,,65.0069,母公司,,無，無統計相關數據,,,0.0059,百萬元營業額
2329,華泰,310.6442,母公司(2022.01.01~2022.12.31),ISO 14064,84899.5712,母公司(2022.01.01~2022.12.31),ISO 14064,2753985.067,母公司(2022.01.01~2022.12.31),ISO 14064,5.4819,百萬元營業額
2330,台積電,2018789,台灣廠區及部分子公司,ISO 14064,9539765,台灣廠區及部分子公司,ISO 14064,7502136,僅母公司,ISO 14064,5.123,百萬元營業額
2331,精英,54,溫室氣體排放涵蓋台灣母公司總部大樓。,ISO 14064,1089,溫室氣體排放涵蓋台灣母公司總部大樓。,ISO 14064,764,溫室氣體排放類別3~5涵蓋台灣母公司總部大樓。,ISO 14064,0.0365,百萬元營業額
2332,友訊,119.874,僅母公司大樓,ISO 14064,1409.7829,僅母公司大樓,ISO 14064,523159.0031,僅母公司大樓,ISO 14064,2.8242,員工人數                                                                                                                                                                                                
2337,旺宏,135818.8572,僅母公司,ISO 14064,254129.1632,僅母公司,ISO 14064,264671.7807,僅母公司,ISO 14064,0.009,千元營業額                                                                                                                                                                                              
2338,光罩,304.82,僅母公司,,15654.65,僅母公司,,無，無統計相關數據,,,0.78,公斤                                                                                                                                                                                                    
2340,台亞,2190.412,創新廠及力行廠,ISO 14064,32788.9656,創新廠及力行廠,ISO 14064,6253.3114,創新廠及力行廠,ISO 14064,9.1,百萬元營業額
2342,茂矽,148898.841,僅母公司,ISO 14064,49789.4826,僅母公司,ISO 14064,無，無統計相關數據,,,18.44,產品
2344,華邦電,44373,母公司,ISO 14064,353523,母公司,ISO 14064,443204,母公司,ISO 14064,0.0132,layer(層-晶圓光罩)                                                                                                                                                                                      
2345,智邦,809,母公司。,ISO 14064,14439,母公司。,ISO 14064,5191,"母公司，說明如下： 新竹一廠及竹南廠(3.1上游貨物運輸/3.3員工通勤/3.5商務旅/4.1外購電力及氮氣/4.3一般廢棄物處理及4.5自來水) 新竹二廠(3.3員工通勤/4.1外購電力/4.3一般廢棄物處理及4.5自來水)",ISO 14064,0.198,百萬元營業額
2347,聯強,1834,僅母公司,,2250,僅母公司,,無，導入ISO14064標準盤查中,,,0.0013,服務
2348,海悅,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2349,錸德,67.9,僅母公司,,15721.3865,僅母公司,,無，無統計相關數據,,,0.0058,營業額單位:千元                                                                                                                                                                                         
2351,順德,1932.7592,母公司,,27605.7916,母公司,,13850.4631,母公司,,0.0047,千元營業額                                                                                                                                                                                              
2352,佳世達,4804.9681,佳世達台灣/蘇州/越南廠區,ISO 14064,68964.8285,佳世達台灣/蘇州/越南廠區,ISO 14064,1801.8563,"台灣廠區：商務旅行、員工通勤(交通車)、能資源上游、運營中產生的廢物 蘇州廠區：商務旅行、員工通勤(交通車) 越南廠區：商務旅行、員工通勤(交通車)",ISO 14064,16.4987,百萬元營業額
2353,宏碁,2705.303,含合併財務報表之母子公司,ISO 14064,8784.4974,含合併財務報表之母子公司,ISO 14064,6694194.579,含合併財務報表之母子公司,ISO 14064,0.0417,百萬元營業額
2354,鴻準,6025,鴻準集團主要廠區,,247970,鴻準集團主要廠區,,無，無統計相關數據,,,2.8,百萬元營業額
2355,敬鵬,3605.66,母公司+ 子公司 敬鵬(常熟)電子有限公司,,170323.63,母公司+ 子公司 敬鵬(常熟)電子有限公司,,11291.37,母公司+ 子公司 敬鵬(常熟)電子有限公司,,11.245,百萬元營業額
2356,英業達,7344.38,"*英業達股份有限公司Inventec Corporation(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(TRDC/ITO)、台北辦公室Taipei office、台南建物Tainan building、日本東京辦公室(IJC)) *英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC) *英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT) *上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT) *Inventec (Czech) S.R.O. (ICZ) *IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,93424.55,"*英業達股份有限公司Inventec Corporation(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(TRDC/ITO)、台北辦公室Taipei office、台南建物Tainan building、日本東京辦公室(IJC)) *英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC) *英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT) *上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT) *Inventec (Czech) S.R.O. (ICZ) *IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,879218.83,"*英業達股份有限公司Inventec Corporation(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(TRDC/ITO)、台北辦公室Taipei office) *英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC) *英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT) *上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT) *Inventec (Czech) S.R.O. (ICZ) *IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,100768.93,"(千億營業額)英業達 2022 年範疇一(類別1)和範疇二(類別2)溫室氣體排放密集度為 22,276公噸CO2e /千億元                                                                                                       "
2357,華碩,1388.35,依當年度合併財務報表所列有關華碩產品全球營運據點之母子公司，並採用營運控制權法排除不具控制權之子公司,ISO 14064,17346.23,依當年度合併財務報表所列有關華碩產品全球營運據點之母子公司，並採用營運控制權法排除不具控制權之子公司,ISO 14064,2502095.14,"「上游運輸與配銷」：63,961.95噸CO2e。依當年度合併財務報表所列有關華碩產品全球營運據點之母子公司，並採用營運控制權法排除不具控制權之子公司。 「產品下游運輸與配銷」：58,345.42噸CO2e。依當年度合併財務報表所列有關華碩產品全球營運據點之母子公司，並採用營運控制權法排除不具控制權之子公司。 「商務旅行」：1,361.32噸CO2e。僅母公司。 「員工通勤」：6,308.83噸CO2e。僅母公司。 「採購產品與服務(供應鏈)」：1,062,862.96噸CO2e。依當年度合併財務報表所列有關華碩產品全球營運據點之母子公司，並採用營運控制權法排除不具控制權之子公司。 「燃料與能源相關活動」：3,672.07噸CO2e。依當年度合併財務報表所列有關華碩產品全球營運據點之母子公司，並採用營運控制權法排除不具控制權之子公司。 「產品使用」：1,296,320.23噸CO2e。依當年度合併財務報表所列有關華碩產品全球營運據點之母子公司，並採用營運控制權法排除不具控制權之子公司。 「售出產品的最終處置」：9,262.36噸CO2e依當年度合併財務報表所列有關華碩產品全球營運據點之母子公司，並採用營運控制權法排除不具控制權之子公司。",ISO 14064,187.61,百萬元營業額
2359,所羅門,196.9632,母公司及實質營運之子公司,ISO 14064,5602.8535,母公司及實質營運之子公司,ISO 14064,5799.817,母公司及實質營運之子公司,ISO 14064,1.1047,百萬元營業額
2360,致茂,398.7031,母公司及台灣地區分公司,ISO 14064,8607.3331,母公司及台灣地區分公司,ISO 14064,1692.7782,母公司及台灣地區分公司,ISO 14064,0.0004,千元營業額                                                                                                                                                                                              
2362,藍天,130.58,台灣母公司總部及主要製造廠昆山廠,詳上所述                                                                                                                                                                                                ,3621.72,台灣母公司總部及主要製造廠昆山廠,詳上所述                                                                                                                                                                                                ,無，無統計相關數據,,,0.1995,百萬元營業額
2363,矽統,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2364,倫飛,653.016,母公司,,無，無統計相關數據,,,無，無統計相關數據,,,0.0007,千元營業額                                                                                                                                                                                              
2365,昆盈,36.6284,台北總公司及東莞廠,,722.5005,台北總公司及東莞廠,,無，無統計相關數據,,,0.0655,平方公尺                                                                                                                                                                                                
2367,燿華,4235.25,僅母公司,ISO 14064,111487.12,僅母公司,ISO 14064,33568.31,僅母公司,ISO 14064,0.04,產品
2368,金像電,39330.218,合併財務報表之母子公司,ISO 14064,269105.99,合併財務報表之母子公司,ISO 14064,24904.343,合併財務報表之母子公司,ISO 14064,12.777,百萬元營業額
2369,菱生,1750.453,僅母公司,ISO 14064,63035.324,僅母公司,ISO 14064,11581.469,僅母公司,ISO 14064,17.4693,產品
2371,大同,31998.82,僅母公司,,18793.03,僅母公司,,無，非屬應揭露項目，暫不揭露。,,,50791.85,"16,792,440千元營業額                                                                                                                                                                                    "
2373,震旦行,1051.87,僅母公司,,1481.95,僅母公司,,無，無統計相關數據,,,0.0008,千元營業額                                                                                                                                                                                              
2374,佳能,106.368,母公司,,1002.144,母公司,,無，無統計相關數據,,,0.2097,百萬元營業額
2375,凱美,1192.112,子公司,,8498.035,子公司,,無，無統計相關數據,,,無，無統計相關數據,
2376,技嘉,627.8059,技嘉科技營運總部、桃園南平廠、中國東莞廠和中國寧波廠，及子公司百事益國際、盈嘉科技、技宸、智力精密工業等所在的臺北矽谷園區辦公室,ISO 14064,27283.6386,技嘉科技營運總部、桃園南平廠、中國東莞廠和中國寧波廠，及子公司百事益國際、盈嘉科技、技宸、智力精密工業等所在的臺北矽谷園區辦公室,ISO 14064,6593183.149,依據廠區及產品別而有不同的統計邊界,ISO 14064,0.2602,百萬元營業額
2377,微星,1097,台灣及大陸廠區,ISO14064-1                                                                                                                                                                                              ,45627,台灣及大陸廠區,ISO14064-1                                                                                                                                                                                              ,4903,僅盤查總部員工之國外商務旅行、微星台北之下游貨物運輸和配送、台灣地區廠區廢棄物處置、微星台北餐廳外包商液化石油氣使用以及微盟廠外租空間能源間接。,ISO14064-1                                                                                                                                                                                              ,0.258,百萬元營業額
2379,瑞昱,808.486,僅包含瑞昱台灣母公司營運總部,ISO 14064,25654.387,僅包含瑞昱台灣母公司營運總部,ISO 14064,"無，111年範疇三排放量,尚在盤查統計中。",,,0.2367,百萬元營業額
2380,虹光,46.9809,母公司,,852.8373,僅母公司,,無，無統計相關數據,,,0.5017,百萬元營業額
2382,廣達,32418.94,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,284852.69,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,32101,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,0.0585,百萬元營業額
2383,台光電,58996.2173,合併財務報表之母子公司(不含美國子公司),ISO 14064,97958.2179,合併財務報表之母子公司(不含美國子公司),ISO 14064,5717.7694,合併財務報表之母子公司(不含美國子公司),ISO 14064,0.0041,千元營業額                                                                                                                                                                                              
2385,群光,7555.21,群光電子(含海外各廠區，不含子公司),ISO 14064,67148.05,群光電子(含海外各廠區，不含子公司),ISO 14064,862807.22,群光電子(含海外各廠區，不含子公司),ISO 14064,1.04,百萬元營業額
2387,精元,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2388,威盛,0.04,威盛台北總公司,GRI STANDARDS / AA1000 TYPE1                                                                                                                                                                            ,1132.56,威盛台北總公司,GRI STANDARDS / AA1000 TYPE1                                                                                                                                                                            ,2.25,威盛台北總公司,GRI STANDARDS / AA1000 TYPE1                                                                                                                                                                            ,0.122,百萬元營業額
2390,云辰,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2392,正崴,10563,母公司及主要生產基地之子公司11個廠區,ISO 14064,196427,母公司及主要生產基地之子公司11個廠區,ISO 14064,1046296,母公司及主要生產基地之子公司11個廠區,ISO 14064,無，無統計相關數據,
2393,億光,480.8,總部、苗栗苑裡廠、苗栗銅鑼廠,,27331.1,億光電子台灣地區,,無，無統計相關數據,,,6.1,產品
2395,研華,3470.4132,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)及中國昆山廠區,ISO 14064,29907.9202,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)及中國昆山廠區,ISO 14064,1138767.475,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)及中國昆山廠區，部分項目包含全球,ISO 14064,0.4855,百萬元營業額
2397,友通,164.8466,友通資訊之組織邊界設定以營運控制權為主，其盤查組織邊界之溫室氣體排放量百分之百歸屬本公司，友通包括汐止遠雄總部、新店辦公室及桃園工廠。,ISO 14064,3321.9431,友通資訊之組織邊界設定以營運控制權為主，其盤查組織邊界之溫室氣體排放量百分之百歸屬本公司，友通包括汐止遠雄總部、新店辦公室及桃園工廠。,ISO 14064,14379.8895,友通資訊之組織邊界設定以營運控制權為主，其盤查組織邊界之溫室氣體排放量百分之百歸屬本公司，友通包括汐止遠雄總部、新店辦公室及桃園工廠。本年度新增盤查員工通勤碳排放量，於111年12月9日進行線上問卷調查(https://forms.gle/ixnBFDw5hDvq3igm6)，本問卷對象為全體台籍同仁(外籍同仁皆為公司住宿)，並採實名制以確認全體同仁皆已完成填答。問卷調查內容包括交通車、高鐵、台鐵、捷運、公車、計程車、自駕小客車、機車、腳踏車及步行等交通方式，並請同仁提供上下車站點或移動距離(以Google Map進行估算)，現僅針對環保署產品碳足跡系統公告項目計算之。,ISO 14064,無，無統計相關數據,
2399,映泰,無，僅有辦公處所，無生產製造且法令無規範。,,,無，僅有辦公處所，無生產製造且法令無規範。,,,無，僅有辦公處所，無生產製造且法令無規範。,,,無，僅有辦公處所，無生產製造且法令無規範。,
2401,凌陽,2.4139,僅母公司,,3631.815,僅母公司,,無，無統計相關數據,,,0.5419,百萬元營業額
2402,毅嘉,485.0875,母公司,ISO 14064,10109.6076,母公司,ISO 14064,1138.856,母公司,ISO 14064,2.0644,百萬元營業額
2404,漢唐,無，無統計相關數據,,,589.16,母公司,,無，無統計相關數據,,,0.012,百萬元營業額
2405,輔信,13.8,母公司,,387.8,母公司,,無，無統計相關數據,,,無，無統計相關數據,
2406,國碩,36.2,國碩二廠和國碩新豐廠,,3703.64,國碩二廠和國碩新豐廠,,無，無統計相關數據,,,0.004,千元營業額                                                                                                                                                                                              
2408,南亞科,59787.7987,母公司,ISO 14064,381165.8869,母公司,ISO 14064,740675.317,母公司,ISO 14064,0.405,千顆晶粒                                                                                                                                                                                                
2409,友達,69745.35,全球營運據點,ISO 14064,2396609.69,全球營運據點,ISO 14064,1004485.85,全球營運據點及友達晶材,ISO 14064,0.051,產品
2412,中華電,19185.32,母公司,ISO 14064,694912.72,母公司,ISO 14064,1828060.88,母公司,ISO 14064,3.3,百萬元營業額
2413,環科,218.8357,母公司,,3463.739,母公司,,730.6873,母公司,,0.9129,百萬元營業額
2414,精技,無，無統計相關數據,,,733.779,僅母公司,,無，無統計相關數據,,,0.0332,百萬元營業額
2415,錩新,2913.26,母公司+錩新科技(越南)公司,,12843.56,母公司+錩新科技(越南)公司,,494.92,母公司+錩新科技(越南)公司,,40324.21,百萬元營業額
2417,圓剛,26.92,母公司,ISO 14064,512.22,母公司,ISO 14064,6084,母公司,ISO 14064,0.242,噸CO2e/坪                                                                                                                                                                                               
2419,仲琦,191.4278,新竹總部+海外駐點(越南工廠),ISO 14064,8878.6737,新竹總部+海外駐點(越南工廠),ISO 14064,28410.3545,新竹總部+海外駐點(越南工廠),ISO 14064,21.8867,百萬元營業額
2420,新巨,326,包含合併財務報表之母子公司,,4480,包含合併財務報表之母子公司,,無，無統計相關數據,,,1.82,百萬元營業額
2421,建準,2148.659,高雄總部及工廠、台北辦事處、昆山廣興電子有限公司、北海建準電子有限公司、北海立準電子有限公司、Sunon Electronics Philippines Corp、Sunon Inc、Sunon SAS、Sunon Electronics India Private Limited,ISO 14064,22281.1582,高雄總部及工廠、台北辦事處、昆山廣興電子有限公司、北海建準電子有限公司、北海立準電子有限公司、Sunon Electronics Philippines Corp、Sunon Inc、Sunon SAS、Sunon Electronics India Private Limited,ISO 14064,1830.3774,高雄總部及工廠、台北辦事處、昆山廣興電子有限公司、北海建準電子有限公司、北海立準電子有限公司、Sunon Electronics Philippines Corp、Sunon Inc、Sunon SAS、Sunon Electronics India Private Limited,ISO 14064,13.02,百萬元營業額
2423,固緯,23.97,母公司,,1391.71,母公司,,無，無統計相關數據,,,0.49,百萬元營業額
2424,隴華,72.71,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2425,承啟,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2426,鼎元,9847.609,僅母公司,ISO 14064,16159.301,僅母公司,ISO 14064,3584.605,僅母公司,ISO 14064,11.8,百萬元營業額
2427,三商電,無，無統計相關數據,,,269.068,總公司及桃園倉庫,,無，無統計相關數據,,,0.8488,員工人數                                                                                                                                                                                                
2428,興勤,1070.108,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,ISO 14064,51190.471,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,ISO 14064,2598.381,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,ISO 14064,0.0056,KPCS產品                                                                                                                                                                                                
2429,銘旺科,56.0866,僅母公司,,1526.35,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
2430,燦坤,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2431,聯昌,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2432,倚天酷碁-創,0.05,僅申報公司,ISO 14064,67,僅申報公司,ISO 14064,無，部分項目併入母公司宏碁進行計算,,ISO 14064,0.04,百萬元營業額
